,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X003816.SZ,X002241.SZ,X000063.SZ,X000338.SZ,X002129.SZ,X002371.SZ,X600703.SH,X002049.SZ,X000596.SZ,X000625.SZ,X002179.SZ,X601877.SH,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X002180.SZ,X002074.SZ,X000661.SZ,X000157.SZ,X600702.SH,X002236.SZ,X600522.SH,X000733.SZ,X600884.SH,X000799.SZ,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X002007.SZ,X000977.SZ,X600183.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.636095924783645,0,0,0,0,0,0,0.0126019235413676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966348818754495,0,0,0,0,0,0,0,0,0,0.0158585193427906,0,0,0.034107142482235,0,0,0,0,0,0,0,0,0.0197303760316003,0,0,0,0,0,0,-0.0126854497933498,0,0,0,1.73472347597681e-18,0,0
X000858.SZ,0.25189340507328,0,0,0,0.162688966013288,0.00843728970846238,0,0,0.0818053462810632,0,0,0,0,0,0,0,0,0,0,0,0,0.0754181641909987,0,0,0,0,0,0,0,0,0,0,0.0174392146384743,0,0,0,0.0607111677031709,0,-0.0116727624691037,0,0,0.0707790414002606,0,0,0,0,0,0,0,0,0,0.021475756066471,-0.0191383310237212,0,0,0,0,0,0
X002415.SZ,0,0.0191971158653194,0,0,0,0.0331750807064662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106260230167693,0,0.00776066049262573,0,0,0,0,0,0,-0.0828870649636669,0,0,0,0,0,0,0,0,0,0.00269504259538969,0,0,0,0,0,0,0,0.106305083279192,0,0,0,0,0,0,0,0,0.0135246103894406,0,0
X600809.SH,0,0,0,0,0.0981573296435295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011369401943284,0,0.0826370022027433,0,-0.13854346502455,0,0,0,0,0,0,0,0,-0.0210882714304694,0,0,0.132743911219924,0,0,0,0,0,0,0,0,0.183208682286872,0,0,0,0,0,0,0,0,0,0,0.0466345188363791,0,0
X000568.SZ,0.237630327987614,0.17862937434596,0,0.00856151663060975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301561086567408,0,-0.0242123017652122,0,0,0,-1.0842021724855e-19,0,0,0,0,0.110461299802845,0,0,0,-0.079949103138818,0,0,0,-0.0391121710502731,0,0,0,0,0.0757654353937701,0,0,0,0,0.0201314104280553,0,0,0,-0.0165023203390703,0,0
X002475.SZ,0,0.0217715737846203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359261653359991,0,-0.131729876893669,0,0.198697150444867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589107987651854,0,0,0,0,0,0,0,0,0,0,-0.096241872824017,0,0,0,0,-0.0863940562269134,0,0
X600276.SH,0,0,0.0304984160023155,0,0,0.171602150720359,0,0.257239650380461,0,0,0,0,0,-0.129308109189965,0,0,0,0,0,0,0,0,0,0,0,-0.074073926650785,0,0,0,0.10417191918793,0,-0.066173050091428,0,-0.0160358606944352,0.131544915260432,0,0,0,0.0243286646079621,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0064954711756327,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.157298516605931,0,0,0,0.149179956566551,0,0,0,0,0,0,0,0,0,0,0.0407975923830959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398286994339139,0,-0.0373826830127976,0.14613890155233,0,0,0.024797365057063,0.00427425409155537,0,0,0,0,0,0.00299379085569708,0,0,0,0,0,0,0
X002304.SZ,0,0.143323737763139,0,0,0,0,0,0.00153394664862544,0,0,0,0,0,-0.0555668039836984,0,0,0,0,0,0,0.119632751983718,0,0,0.0905530503549724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621407752534608,0,0,0,0,0,0,0.0411409154613363,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0644810794275661,0,0,0,0,0,0,0,0.185825031054333,-0.0245715332214175,0.204152052738722,0,0,0,0,0,0,0,0,0.0153808449265895,0,0,0,0,0,-0.034379452286401,0,0,0,-0.0294146480067847,0.0177346819752883,0,0,0,-0.0234860593212292,0,0,0,0,0,0,0,0,0.0495436716509613,0,0,0,8.67361737988404e-19,0,0,0,0,0.00541406485576554,0,0
