,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X002236.SZ,X600741.SH,X000338.SZ,X600031.SH,X300003.SZ,X601877.SH,X002008.SZ,X002456.SZ,X300124.SZ,X000625.SZ,X600066.SH,X600809.SH,X600271.SH,X600487.SH,X000100.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600566.SH,X000981.SZ,X600522.SH,X300136.SZ,X000977.SZ,X002179.SZ,X000157.SZ,X600089.SH,X000050.SZ,X300142.SZ,X002508.SZ,X000661.SZ,X000596.SZ,X600177.SH,X600584.SH,X600699.SH,X002180.SZ,X600498.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0452429329523,0,0.441669934053708,0,0.0144639590164121,1.73472347597681e-18,0,0.141793167105261,0.0309127211234557,0,0,0,0,0,0,0,0.0982697442434103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153664554426892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102385158163202,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456393246031095,0,0,0,0,0,-0.0959213867064096,0,0,0,-0.00255958138593323,0,0,0,0,0,0,0,0,0,0.0212374963993823,0,-0.235181821806117,0,0,0,0,0,0,-0.153755160733032,0,0,0.150405351997463,0,0,0,0,-0.00908875952760927,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0565454781928154,0.152148554765404,0,0,0,0,0,0.0712244156199083,0,0,0.0431779567842952,0,0,0,0,0,0.00447185208125279,0.0583201760781004,0,0,0,0,0,0.303677695465869,0,0,0,0,0,0,0,0.11413043132045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219869636125759,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.216893152354234,0,0,0,0,0.366176950054104,0,0,0,0,0,0,0.0167417821182419,0,0,0.0812145438480552,0,0.00555223231845366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162708081286124,0.116984657814198,0,0,0,0,0,0,0,-0.0403411641386486,0,-0.00676444066832334,0,0,0,0,0,0,0
X000858.SZ,0.207759338250116,0,0,0.170608503461943,0,0,0,0,0,0,0,0.547648906562362,0,0.0188512717757688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122275250812926,0,0,0,-0.00331633373010935,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0.0841984955701271,0,0.0619241934337936,0,0,0.0820479874126808,0,0,0,0,0,0,0,0,0,0.155834217897203,0,0,0,0,0,0,0.0663001828191762,0,0.238484432235042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121072166197391,0,0,0,0,0,0,0,0,-0.0333361721746279,0.00242371683940228,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.418804556833048,0,0,0,0,0,0,0.260302117424001,0,0.0157270055500716,0,0,0,0,0,0,0.158725178692873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102458657069359,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143475099299878,0.0451946850616341,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.216105704680586,0,0,0,0,0,0,0.00897866600652038,0,0.0408492618054197,0.100849995665695,0,0,0,0,0,0,0,0,0,0.179021392996631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752369441421591,0,0,0,0,0,0,0,0.0140234650592439,0,0.028684640598765,-0.0217941513268847,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.200012830892744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43254086342558,0.232781567073327,0,0,-0.0405835340792852,0,0,0,0,0,0,0,0,0,0,0,0,0.200275080661897,0,0,0,0,0.171211847852828,0,0,0.0468881934173345,0.00538487910790611,0,0,0,0,0,0
X600690.SH,0,0,0,0.335826016155836,0.227652324930346,0,0.047342759264458,0.162185812077844,0,0,0,0,0,0,0.0359767229617688,0,0,0,0,0,0,0.0152106992104192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115106171452673,0,0,0,0,0.00768693987852798,0,0,0,0.0212851163333964,0,0,0,0,0,0.0197744544121382,0,0,0,0,0,0,0
