,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600276.SH,X000063.SZ,X600703.SH,X000100.SZ,X600271.SH,X002292.SZ,X600031.SH,X002241.SZ,X000157.SZ,X000338.SZ,X600741.SH,X601877.SH,X600089.SH,X600066.SH,X002129.SZ,X002223.SZ,X002236.SZ,X002475.SZ,X600118.SH,X000016.SZ,X002456.SZ,X600372.SH,X002276.SZ,X600177.SH,X300124.SZ,X600582.SH,X300003.SZ,X000066.SZ,X002294.SZ,X000568.SZ,X600839.SH,X000559.SZ,X600312.SH,X000550.SZ,X000869.SZ,X000581.SZ,X002465.SZ,X002414.SZ,X600252.SH,X002055.SZ,X002489.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0261879799226406,0,0,0.102587366351721,0.035540996009033,0,0,0,0,0.0316398083096448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264396279209733,0,0,0,0,0,0,0.0103372298286354,0,0,0,0,0,0,0,0,0,0,0,0.00879755054174872,0.0140493273723975,0,0,0,0,0,0
X600104.SH,0,0,0.0648096445036043,0,0,0,0,0,0,0,0.0445916818223635,0.0231968751714642,0,0.000903470244645433,0,0,0,0,0,0,0,0.162327927157766,0,0,0,0,0,0,0,0,0,0,0.0391583031085536,0,0.0192953115525352,0,0,0,0,0.0568763529596827,0,0,0,0,0,0,0,0,0.0477647884774065,0,0,-0.00466252384869879,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04294559327699,0,0.0149427483376702,0,0,0.193764808329696,0,0,0,0,0,0,0,0.160453876952908,0,0.0589172548470699,0,0,0,0,0,0,0,0.0515844985807465,0,0,-0.0161853832027178,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.144001128106117,0,0,0,0,0,0,0.0227942513061629,0,0,0,0,0,0,0,0,0.250684130759792,0,0,0,0,0,0,0,0,0,0,0.157131153582954,0.0841523580759341,0,0,0,0,0.0527979116907608,0,0,0,0,0,0,-0.00123544303175835,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.147860117887754,0,0,0.0257197153358915,0,0,0,1.73472347597681e-18,0.059554041531475,0,0,0,0,0,0,0,0,0.0766593944434999,0,0,0.0013023614556056,0,0,0,0,0,0,0,0.396534780482047,0.0147609901369837,0,0,0,0,0,0,0,0,0,0,0,-0.0129903182151958,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.263772610727637,0,0,0,0,0,0,0,0,0,0.164404229316283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610500744577992,0,0,0,0.0628478234704449,0,0,0.0681091044360271,0,0,0,0,0,0,0,0,0,0,-0.00280722593682119,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0626533706950965,0,0,0,0,0,0,0,0.0298771788195784,0,-2.16840434497101e-19,0,0,0.211544314887758,0,0,0,0,0,0,0,0,0.00203368511059682,0,0,0,0,0,0,0,0,0,0,0.449318992264817,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258031980043406,-0.0282437022875519,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0601328248093859,0,0,0.0132587766769256,0,0,0,0,0,0,0,0,0.177819966618891,0.137464964016544,0,0.153371170969152,0,0,0,0,0,0,0,0,0.0275194833063064,0,0.0107007865436803,0,0,0,0,0,0.117614945622676,0,0,0,0,0,0,0,0,0,0,0,0,-0.00233814418281476,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.156046050525368,0.037088404581327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064073772430479,0,0.111379857681552,0,0,0,0.101035809523682,0,0,0,0.020196320166655,0,0,-0.00855489129021489,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0526780517622793,0,0,0.0604232479581886,0,0,0.116044934289478,0,0,0,0,0,0,0,0.022937929246118,0,0,0,0,0,0.0222408471810916,0,0,0.0436769806296707,0,0.180356851067597,0,0,0,0,0,0,0.0344988860123758,0,0,0,0,0,0,0,0,0,0,0,-0.00525678308947303,0.0210621040763534,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0261344217517118,0.0928817896575748,0,0,0,0.0778280840438713,0,0.0821406879700749,0,0.213965037583186,0,0,0,0,0,0,0,0,0,0,0.226345154287415,0,0,0.0807406509310124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000780686228421881,0,-0.0130377640758098,-0.00344824418136654,0,0,0,0,0,0
X600703.SH,0,0,0,0.0402805839971809,0,0,0,0,0,0,0,0,0,0,0,0.142506373395686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323617690691444,0,0,0,0,0,0.161726302981804,0,0,0,0,0,0.0840433390937962,0,0,0,0,0,-0.0097690211370803,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.00160294187123109,0,0,0,0,0.163008024577477,0,0,0,0,0,0.175448416984834,0,0,0,0,0,0,0,0,0.102369929966349,0,0.0176988340166248,0,0,0,0,0,0,0.288746919653511,0,0,0,0,0,0,0,0,0.0148754855030914,0,0,-0.0108862174763178,-0.0125766388062713,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.0304732056107187,0,0,0,0,0.0161474897635144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787731789691786,0,0,0,0,0,0,0,0.00973636253374826,0,0,0,0,0,4.33680868994202e-19,0.374471064746284,0,0,0,0,0,0,0,0,0,0,-0.0281704934616221,-0.009269447898238,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215882854612026,-0.0164410962511317,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.00570234364506059,0.0281310854228456,0,0,0,0,0,0,0.0776962758860193,0,0,0,0,0,0,0,0,0,0,0,0,0.199119680371858,0,0,0,0,0,0,0,0,0,0.208330064563947,0,0,0,0,0,0,0,0,0,0,-0.0210108084565105,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.257389915370944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478906877543526,0,0,0,0,0.133341643074071,0,0,0.114301200756569,0,0,0,0,0,0.0575184762087163,0,0,0,0,0,0.0497287051585341,0,0.0146120131395718,0,0,0,-0.00529694452526459,-8.67361737988404e-19,0,0,0,0,0,0
X000157.SZ,0,0,0.0559240170419697,0,0.11995686269511,0,0,0.0695954094383068,0,0,0,0,0,0,0,0.411658202685392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101893669456854,0.066568133767477,0,0,0,0,0,0,0,0,0,0,0,-0.0052525862844766,-3.46944695195361e-18,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.169757885213633,0.0617889849109613,0,0,0,0,0,0,0,0,0,0.246644637905159,0,0,0,0,0,0,0,0,0,0,0,0,0.0470270560116298,0,0,0,0,0,0,0,0.117344123688861,0.0386098424337956,0.0590603759682706,0,0,0,0,0,0,0,0,0,0,-0.00328352596159776,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.0574275616654548,0,0.15225893820831,0,0,0.117989304440747,0,0,0.117912888528785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738438955709208,0,0,0,0,0,0,0,0,0.0948629492536371,0,0,0,0,0,0,0,0,0,0,0,-0.0136604011973565,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0.0276404230003561,0,0,0.108732985718975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197189584763881,0.0450068718030776,0,0,0,0,0.0133783611640526,0,0,0,0,0,0,0,0,0,0,0,0.00677951200954014,0,0,0.0291334664659207,-0.0149764648822503,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0.229039987637915,0,0.0854171035202134,0,0,0.0464974576106376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282968050705138,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00435394468189136,-0.00895089793466048,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0.185368210254364,0,0,0,0,0,0.0808094689469148,0.103979329585,0,0,0,0,0,0.141501301014567,0,0,0,0,0,0,0,0,0,0,0.0296680795647322,0,0.124560535538393,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.00513916828744025,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268164232777545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118798009117687,0,0,0,0,0.0265832447420037,0.11873595773988,0.0520162972506601,0,0.12387013686061,0,0,0,0,0,0,0,0,-0.0276856422860511,-0.0368892636811893,0,0,0,0,0,0
X002223.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0625505898898893,0,0,0.0363033200037346,0,0,0,0,0,0,0,0,0,0,0,0,-0.0661808039536816,0,0,0,0,0,0,0,0.431358917774902,0.0601736626737453,0,0.0753304948335656,0,0,0,0,0,0,0,0,0,0.0319024441816893,0.0375466838804268,0.109497312453203,-0.00910139532091998,-0.0170285511598456,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332479563387646,0,0,0.0433152942487871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122204560403846,0,0,0,0,0.120387773863753,0,0,0.0301541566413577,0,0.0726805455469168,0,0,0,0.0043579243873916,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.121755809308259,0,0.0900328044341643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286804092470148,0,0,0,0,0,0.0114278521703317,0.0941685859520392,0,0,0,0,0.043714248878277,0,0,0,0,0,0.237994613707855,0,0.0440508414177789,0,0,0,-0.0100939625229311,-0.00789902294225021,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384602991667934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423729893650187,0,0,0,0,0,0,0,0.0485556387775865,0.0228964787103499,0.069042342501488,0,0,0,0,0,0,0,0,0,0,-0.0154322425828681,0,0,0,0,0,0,0
X000016.SZ,0,0,0,0,0,0,0,-0.144416213870818,0,0.0478831202777888,0,0.0154771083518081,0.107575232071024,0,0,0,0,0,0,0,0,0,0,-0.0757602441643584,0,0,0.0457122008200732,0,0,-0.173011240153863,0,0,0,0.0940729526212856,0,0,0.0278074539187712,0,0,0,0,0.0613731012296765,0,0,0,0,0,0,0,0,0,0.00783605888741895,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.108700792464424,0,0,0,0,0.131162872623516,0,0.172378089537062,0,0,0,0,0,0,0,0.29594571158358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575908122942435,0,0,0,-0.0144688748632338,-0.0485308890020936,0,0,0,0,0,0
