,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000063.SZ,X003816.SZ,X000338.SZ,X000661.SZ,X300124.SZ,X300014.SZ,X600703.SH,X000625.SZ,X002241.SZ,X000596.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X601877.SH,X600584.SH,X002129.SZ,X300142.SZ,X002179.SZ,X000157.SZ,X002236.SZ,X002049.SZ,X600183.SH,X000800.SZ,X002414.SZ,X601799.SH,X300003.SZ,X300136.SZ,X002185.SZ,X002008.SZ,X000066.SZ,X000977.SZ,X002456.SZ,X600118.SH,X300146.SZ,X002508.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.221975640110257,0.122759319697862,0,0,0.0787239490206046,0,0,0,0,0.242904917900938,0,0,0,0,0,-0.0290787074993925,0,0,0,0.020691444289934,0,0,0,0.0413727822535243,0,0,0,0,-0.052206650690008,0.0603824140081575,0,0,0,0.00560691973671722,0,0,0,0,0,0,0,-0.00736559804603008,0,0,0,0,0,0,0,0,0.0275714529041531,0,0,0,0,0.0140662958334238,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0628200638897474,0.111627446798565,0,0.293580196106212,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0358952898887345,0.0796261082791439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00789284105441987,0,0,0,0,-0.00029852649019062,0,0
X600276.SH,0,0,0,0,0,0.0592735372715868,0,0,0,0,0,0,0,0,0,0,0.100023601165179,0,0,0,0,0,0.0294962267691423,0,0,0,0,0,0,0,0.0267327421176924,0,0,0,0,0,0,0.0109828389456338,0,0.0264022487358461,0.0864442947429684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0614550264526713,0,0.0436241363024269,0,0,0,0,0,0,0,0,0,0,0,0.0808712537351081,0.0467495212775253,0,0,0,0,0,0,0,0.325396430449167,0,0,0,0,0.051982175349682,0,0,0,0,0,0,0,0,0,0,0,0,0.00557388227378985,0,0,0,0,-0.00183366564510996,0,0
X000651.SZ,0,0,0,0,0,0,0.0770826601463461,0,0,0,0,0,0.104899951447056,0,0,0,-0.0130435359481744,0,0.0854897069980224,0,0,0,0,0,0,0,0,0,0,0,0.0917683456290485,0.0843010296549613,0,0.00463172534567295,0,0,0,0,0,0,-0.0362508130492012,0,0.00324911310727776,0,0,0,0.039275893243925,0,0,0,0,0,-0.0297324007687384,0,0,0,-0.0184761875918307,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250251738487957,0,0,0.03374101914718,0,0,0.0696017804729229,0,0,0,0,0,0,0,0,0,0,0.0878420790322877,0,0.3560673244136,0,0.0907662481091014,0,0,0,0,0,0,0,0,0.0155956093390621,0,0,0,0,2.16840434497101e-19,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268658667793267,0,0,0,0,0.121375941470765,0,0,0.0221131796479308,0,0.162202752372615,0,0,0,-0.0300118555759727,0.0134862859858231,0,0,0,0,0,0.028391609168351,0.0225133641968786,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176201426230573,0,0,0,0,-0.0443942727109224,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.0447547786988393,0,0.170608310288972,0,0,0,0,0,0,0,0,0,-0.00708015542114887,0,0.197371713534319,0,0,0,0.0493026712811761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319062562126571,0,0,0,0.0196479807921453,0,0,0,0,0,0,0
X002304.SZ,0,0.0237098121603889,0,0,0,0,0,0.23514717943058,0,0,0,0,0,0,0,0,0,0,0.233866268113093,0,-0.115427984107068,0,0.0932559064148367,0,0,0,0,0,0,0,0,0.0601621430731243,0,0,0.0102034223849902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408162445702054,0,0,0,-0.0257781415245085,0,0
X600031.SH,0,0,0,0,0,0,0.0439380547185965,0,0,0,0.249778016009882,0,0,0,0,0.418274622881098,0.170831347440883,0,0.0129206242054502,0,0,0,0,0,0,0,0.061857040856155,0,0,0,0,0,0.0377025432273972,0,0,0,0,0,0.092367829476175,0,0,0,0,0,0,0,0,0,0,0,0,0.0237430315699242,0,0,0,0,0,0,0
X600809.SH,0.0389598121039958,0.0330142315418221,0,0,0,0,0,0,0.0531111093551955,0,0,0,0,0,0,0,0,0,0,0,-0.123881145656709,0,0.25068988037864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127848536097368,0,0,0,0,-0.0892930358090457,0,0,0,0,0,0,0,2.16840434497101e-19,0.0640465201781611,0,0,0,0.0150377257906624,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005576140278547,0.0849348672245913,-8.67361737988404e-19,0,0,0.091605851729768,0,0,0.243620471436626,0.147181472988447,0,0,0,0.172332939004062,0,0,0,0,0,0,0,0,0,0,0.0105659936457712,0,0,0,0,0.0878665840567844,0,0,0,0.0375261588516789,0,-0.0202371362190259,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0597544510677822,-0.159949011435024,0,0,0,0,-0.051478056973243,0,0,0,0.079820864533702,0.0945319415201104,0,0.0268623926972008,0.0203455682702935,0.108299248951933,0.0219368405300268,0,0,0,0,0,0.0476792905730937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236958031943942,0,0,0,0.00604401731588665,0,0,0,-0.00689377999762645,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.0371855356025081,0,0,0,0,0,0,0,0,0,0,0.0316186094341696,0,0,0,0,0,0,0.0266953353774648,0.0975476759182942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186411872760051,0.121029175078925,0.0547221618262241,0,0,0.210141508800096,0,-0.0488641600159247,0,0,0.0602882552988303,0,0,0,0,0.0288495098967274,0,0
