,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600741.SH,X600066.SH,X002241.SZ,X000100.SZ,X002292.SZ,X600177.SH,X600031.SH,X002236.SZ,X600118.SH,X002475.SZ,X000568.SZ,X002506.SZ,X000559.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X000050.SZ,X002456.SZ,X300124.SZ,X002085.SZ,X002074.SZ,X002007.SZ,X002426.SZ,X002180.SZ,X600867.SH,X600089.SH,X002294.SZ,X002249.SZ,X000869.SZ,X000981.SZ,X002049.SZ,X002465.SZ,X600699.SH,X601877.SH,X600498.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.154978595893641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268967128274729,0,0,0,0,0,0,0,-0.0502065762896451,0,0,-0.12068766196996,0,0,0,0,0.0871806051505854,0.268078682032308,0,0.00936033543643295,0,0,0,-0.0237693410781952,0,0,0.0599295674523194,-0.0784939994556146,0,0,0,0,0,-0.0517280535396123,0.0204010887348119,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.119902613887783,0,0.185985840764242,0,0,0.0591876556246427,0,0,0,-0.0234687964834828,0,0,0.00877842827902674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457740382080145,0,0,0,0.123862978443125,-0.0198274123952666,-0.0122115771328781,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.00544808918489612,0,0,0,0,0.0991932324399487,0,0.0136598347290981,0,0,0,0,0,0,0,0,0,0,0,0,0.0181012178164624,0.0168622963586656,0,0,0.0373307359926161,0,0,0,0,0,0,0.188107616309385,0,0,0.0232706950733697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.228178280891926,0,0,0,0,0,0,0.00870145897211787,0,0,0,0,0,0,0,0,0,0,0,0.0179975412083888,0,0,0,0,0,0.0907319304494905,0,0,0,0,0.0159703685917589,0.0484966900088292,0,0,0,0,0,0.0128725861457317,0.0806467907828862,0,0,0,0,0,0,0,0.00835205997931112,0,0,0,0,0,0,0
X002304.SZ,0.156809896139425,0,0,0.132528850728236,0,0,0,0,0,0,0.144233024041987,0,0,0,0,0,0,0,0,0,0,0,0.0273347330797173,-0.0373183380150026,0,0,0,0,0,-0.022068911544364,0,0,0,0,0.137478097674402,0,0,0,0,0,0,0,0,0.139214659498578,0,0,0,0,0.110764805873793,0,0.0245638436528807,0,0,0,0,0,0,0
X600276.SH,0,0.167127687478318,0,0,0,0,0,0,0,0.136927002923103,0,0,0,0.0984046607722592,0,0,0,0,0,0,0,0,0,-0.0507533571790943,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127114742455961,0,0,0,0,0,0,0.0134058404223619,0,0,0,0.245928207098453,0,0,-0.0402127026325924,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122579591306619,0.0955200699472317,0,0,0,0,0,0,0.076830759668548,0.116032254281214,0,0,0.0151850855728366,0,0.0419185969279512,0,0,0,0,0,0,0,0,0,0,0,0,0.0509989104326286,0,0,0,0,0,0,0,-0.00577657264158586,0,0,0,0,0,0,0
X000625.SZ,0.160953617041538,0,0,0,0,0,0,0,0.119585247093378,0,0,0,0,0,0,0,0,0,0,0,0,0.114460145088432,0,0.140965610102324,0,-0.0638198991830619,0,0,0,0.0277581763473306,-0.0138188530845374,0,0,0,0,0,0,0,0,0,0,0,0,0.0352076013385512,0,0,0,0,0,0,0.0346904113899031,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0729956223567311,0,0,0,0.0988265087946884,0,0,0,0,0,0,0,0,0,0.0750764129901025,0,0,0,0,0,0.0218540191615783,0.126508372299662,0,0,0,0,0.0222441285630945,0,0,0,0.0573916266112768,0,0,0,0,0,0,0,0,0.0450440229429889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0414178310337841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1386920279155,0,0,0,0,0,0,0.0336398288394378,0,0,0,0,0,0.0109716414874235,0,0,0.411132389904783,0,0,0.0981672599178977,0,0,0,0.0368808723529702,0,0,0.0471521959859051,0,0.00181059514568904,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743450204975789,0,0.160889799255817,0,0,0.0903306637468886,0,0,0.0303689276953073,0.000958038541447563,0,0,0,0,0,0,0,0,0,0,0,0.109255383999536,-0.0262923400219596,0,0,0,0,0,0.078971239911264,0,0,-0.0448375001110795,0,0,0,0,-0.0140148641190685,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358870021924438,0,0.319274260904896,0,0,0,0,0,0,0,0,0,0,0.149323120043356,0.0326978740420757,0,0,0,0,0,0,0,0,0,0,0,0,0.0313173323522437,0,0.00929107875836525,0,0,0,0,0,0.0591335486322854,0,0,0,0,0,0
X600741.SH,0,0.022477010962302,0,0,0,0,0,0,0,0.0512912025300094,0.0968835335175289,0.111519588082547,0,0,0,0,0,0,0,0,0,0,0,0.0535588098033714,0,0,0,0,0,0.11428602805242,0,0,0,0,0.0645014284635754,0.0240234969983493,0,0,0,0,0,0,0.0942138012329773,0,0,0.0151494167488579,0,0,0,0,0.00395993784078786,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.0292829746721266,0,0,0,0,-2.16840434497101e-19,0,-0.000717293246212707,0.154930592369105,0,0.0151632596011077,0.0895782753395009,0,0,0,0,0,0,0,0,0.0398174315024195,0.109453477504909,0,0,0,0,0,-0.0497493563735426,0,0,0,0,0,-0.2274077409884,0,0,0.0259946244654622,0,0,0,0,-0.00970066750750681,-0.0368568876680761,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148879623854549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203441694465869,-0.0364810823094502,0.097440104445538,0.0537142777798709,0.253404167996929,0,0,0,0,0,0,0,0,0.0781645652922769,0,0.154566694877421,0,0,0,0.0318346969754205,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.0866150934052109,0,0,0,0,0,0,0,0,0,0.00967751111619383,0,0,0,0,0,0,0.0524594326133958,0,0.0460051284152229,0,0.0274246089181325,0.0526828969739985,0,0.0476778701240315,0,0,0,0,0,0,0,0,0,0,0,0.0339597204292803,0,0,0,0.187593490095898,0,0,0,0,0,0,0,0,0,0,0
