,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300124.SZ,X300014.SZ,X000338.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X002129.SZ,X600703.SH,X000625.SZ,X003816.SZ,X002049.SZ,X601877.SH,X000596.SZ,X300142.SZ,X600089.SH,X000100.SZ,X000661.SZ,X002179.SZ,X000157.SZ,X600460.SH,X600741.SH,X000799.SZ,X002074.SZ,X002236.SZ,X002414.SZ,X600702.SH,X600779.SH,X600584.SH,X002007.SZ,X000800.SZ,X601799.SH,X600183.SH,X000733.SZ,X600884.SH,X300003.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.313961200050822,0,0.0554422143460424,0,0.204842496218333,0,0,0,0,0,0,0,0.0276987546523087,0,0,0,0,0,0.00899236834773502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142022652282085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269061909807657,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.103929834791727,0.293201763801319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140322553550897,0,0,0,0,0,0,0,0,0,0.0702905940443952,0,0,0,0,0.0444954850036363,0,0,0,0,0.205860647889273,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129683141440068,0,0,0,0,0,0
X002415.SZ,0,0.115321996234254,0,0,0,0,0,0,0,0.0655752319611975,0,0,0,0,0.0393606236589041,0,0,0,0,0,0,0,0,0,0,0,0.0371557883817125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835154715564627,0,0,0,0,0.0136029204738201,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0542104615677487,-0.0280363255897292,0.188793561581884,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053003494817433,0,0,0,0.0212127803554104,0,0,0,0,0,0,-0.0241559444290898,0,0.416933243654359,0,0,0,0.142553943833575,0.0559168240799754,0,0,0,0,0,0.0255867357298942,0,0,0,0,0,-0.0231891057172015,0.0211334116151856,0,0,0,0,0,0
X600276.SH,0,0.217992339998861,0,-0.0384797673111085,0,0,0,0,0,0,0,0,0,0.272732172539348,0.205368210334536,0,0,0,0,0,0,0,0,-0.442140101680405,0,0,0,0,0,0.131157926968959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363702822291954,0,1.38777878078145e-17,0,0,0,0,0.0132336458356212,0,0,0,0,0,0,0
X000568.SZ,0,0.271752454442238,0,0.128472639025322,0,0,0,0.0478883790943431,0,0,0,0,0,0,0,0,-0.0755375902684582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024581507753847,0,0,0,0,0.139065955301382,0,0,0,0,0,0,0,0,0,0,0,0,0.0088657073000569,0,0,0,0,0,0
X600690.SH,0,0.0766534601976509,0,0,0.149335124194658,0.0550689302961172,0,0,0,0,0,0,0,0,0.0327131541609786,0,0,0,0,-0.0261206639287408,0,0,0,0,0,0,-0.0555354318885082,0,0,0.136407313840827,0,0.161901506395553,0,0,0,0,0,0,0.0251320429070222,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212510565930108,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.267056766019765,0,0.286858875498272,0,0,0,0,0.154235207194583,0,0,0,0,0,-0.0426111530363771,0,0,0,0,0,0,0,0.120947996688726,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0230505017796244,0,0.0521751633429858,0,0,0,0,0,0,0,0,0,-0.0518958265505232,0.015229276344314,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0106796456646697,0,0,0,0,0,0,0.0533892502271636,0,0,0,0,0,0,0,0.165053375316566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315076301321542,0,0,0,0,0,0,0.0226260222123517,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11776895136625,0.124912090169441,0,0,0,0.062297060903634,0,0.148147379826923,-0.162036210646103,0,0,-0.12387717161261,0,0,0,0,0.00985497381641832,0,0,0,0,0,0,0,0,0,0,0.0738877514979131,0,0,0,0,-0.0982527276135054,0,0,0,0,0,0,0,0,0,0
