,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600066.SH,X000100.SZ,X600271.SH,X600118.SH,X000550.SZ,X601877.SH,X002236.SZ,X000581.SZ,X600582.SH,X000800.SZ,X600177.SH,X002475.SZ,X000623.SZ,X300124.SZ,X000568.SZ,X000400.SZ,X002294.SZ,X002129.SZ,X000559.SZ,X600839.SH,X000050.SZ,X000869.SZ,X002456.SZ,X600312.SH,X000977.SZ,X002465.SZ,X002292.SZ,X002007.SZ,X300003.SZ,X600435.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.156287604042257,0,0,0,0.155835078335752,0,0.0458383439383104,0,0,0,0.394022594466253,0,0,0,0,0,0,0,0.133584459369201,0,0,0,0,0,0.00363868139437912,0,0,0,0,0,0,-0.0301962309911535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0.0349856345873073,0,0,0,0.0830010627030316,0.0744392911062105,0,0,0,0.201907220595405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312523284113357,0,0,0,0.094026451625971,0,0,0,0,0,0,0.101334646408778,0,-0.0820664310634067,0,0,0,0,0,0,0,0,0,-0.000674650952695227,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.251649128060057,0.107685240615623,0,0,0,0,0,0.0773699067481939,0,0,0,0,0,0,0,0,0,0.0318413623133889,0,0,0,0,0,0.00338591482165508,0.0648166202982222,0,0,0,0,0,0,0,0.0885127574314182,0,0,0,0,0,0,0,0,0,0.175357715967821,0,0,0,0,-0.0499573645530974,-0.0316773515401001,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.130208919025711,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.134170798432556,0,0.262762688577441,0,0,0,0,0,0,0,0,0.0376551887911981,0,0,0,0.0788292333362004,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00877552050459501,0,0,0,0,0,0
X000725.SZ,0.0425842948073054,0,0.182048118834087,0,0,0,0,0,0,0,0,0,0,0,0.179964521773398,0,0,0,0,0,0,0.025258917041072,0.0600595420039896,0,0,0,0,0,0,0.203189471177476,0,-5.42101086242752e-20,0,0.122836477519779,0,0,0,0,0,0,0,0,0,0,0.101612950031601,0,0,0,0,0,0,0,0.00103809317515192,0,0,0,0,0,0
X000625.SZ,0.295117433770475,0,0,0.0797302575297477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141707283119716,0,0,0,0,0,0.0426136490526988,0,0,0,0,0,0,0,0.15088832636749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438891138048196,0,0,-0.023946385145551,0,0,0,0,0,0,0
X000858.SZ,0,0.133796105205719,0.0923771746577702,0,0,0,0,0.0286246439639088,0.0914208909184204,0,0,0,0.219124922321656,0,0,0.0273895849784498,0,0,0,0,0.0167383476290087,0,0,0,0,0,0,0,0,0,0,0,0,0.0449161645037954,0,0,0,0,0,0,0.0723176361619823,0,0,0,0,0,0,0,0,0,0,0,-0.0148242931260504,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.333838670900468,0,0,0,0,0,0,0,0.0070795668994252,0,0,0,0,0,0,0,0,0,0,0,0.0935201903482644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00415352411096126,-0.00454982898690186,0,0,0,0,0,0
X000063.SZ,0.0367363331640649,0,0,0,0,0,0,0,0,0.0109758569132434,0,0,0.0298382843799053,0,0.165183765822368,0,0,0,0.130947214370361,0,0,0,0,0,0,0,0,0,0,0.21346951291979,0,0,0,0,0,0,0,0.00288772616833551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013408261149049,0,0,0,0,0,0
X600031.SH,0.02471860884053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985349798360984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04994378253269,0,0,-0.044107909295536,0,0,0,0,0,0,0,0,0,0,0,-0.00233828018285076,0,0,0,0,0,0,0
