,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X600372.SH,X002241.SZ,X600741.SH,X002129.SZ,X000977.SZ,X000661.SZ,X002049.SZ,X002463.SZ,X600584.SH,X601877.SH,X600522.SH,X002028.SZ,X000800.SZ,X601799.SH,X600183.SH,X600066.SH,X000921.SZ,X002223.SZ,X002007.SZ,X002074.SZ,X600177.SH,X600566.SH,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.249781212343805,0,0.209264027513342,0,0,0,0,0,0,0,0,0.0269957380027857,0,0,0,0,0,0,0,0.0156327582182196,0,0,0,0,0,0,0,0,-0.0106203050008588,0,0,0,0,0,0,0,0,0.134227664491748,0,0,0,0,0,0,0,0,0,0,0.000432902322471953,0,0,0,0,0,0,0
X000858.SZ,0.103794802890935,0,0,0,0,0.482371090960227,0,0,0,0,0,0,0,0,-0.0213838447449555,0,0,0.00780564625004224,0.0186895265293925,0,0,0,0.0551393736993386,0,0,0,0,0,0,0,0.0486557712380634,0.0189150399712301,0,0,0,0,0,0,0,0,0,0,-0.0651053203223669,0,0,0,0,0,0,0,0,-0.00175719781747987,0,0,0,0,0,0,0
X002415.SZ,0,0,0,1.73472347597681e-18,0,0.217105082327824,0,0,0,0,0,0.0208207723927893,0,0,0,0,0,0,0.019395724950987,0,0,0,0,0.127514275060873,0,0,0,0,0.148295359981829,0,0,0.0450978047215408,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.00324918206504281,0,0,0,0,0,0,0
X600809.SH,0.167869801190535,0,0,0,0,0.444478889874315,0,0,0,0,0,0,0,0,-0.080306727497295,0,0,0,0.350068318472605,0,0,0,0,0,0,0,0,0,-0.00931295284307635,0,0,0,0,0,0,0,0,0,0,0,0.0252630254185498,-0.036411029114178,0,0,0,0,0,0,0,0,0,-0.0073687869365158,0.00078186511674733,0.0563875417120883,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172911505385777,0.0537475907244947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047302566928444,0.0170793051159814,0.164065512868764,0,0,0,0,0,0,0,0,0.0898188210789199,0,0,0,0,0,0,0.0275668932021114,0,0,0,0.00227530338971446,0,0,0,0,0,0
X000568.SZ,0,0.638354806889562,0,0.312456164786052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108906891282787,0,0,-0.071902589431906,0,0,0,0,0,0,0.034887312701879,0,0,0,0,0.0457881389633527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110262807336033,-4.33680868994202e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0.140347405755562,0,0.049124628596223,0,0.0458196255155074,0,0,0,0,0,0,0,0.208482467796536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070166552747781,0,0,0,-0.0223947721947774,0,0,0,0,0,0,-0.133893690463733,0,0.033613115637284,0,0,0,0,0,0,0,0,0.00473740241100705,-0.0310757431282235,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0612042388692122,0,0,0.0883178568275155,0,0,0,0,0,0,0,0,0,0,0.0986955078477337,0,0,0,0,-0.100855733841963,0,0,0,-0.00518893469937893,0,0,0,0,0.120320056025083,0,0,0,0,0.0137592187375643,0,0,0,-0.0107251757933993,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207462877891229,0,-0.164875595762325,0.339494841395652,0.0994102790495397,0,-0.179451968410866,0,0,0,0,0,0,0,0,0.0151382780963483,0,0,0,0,0,0.0548254425925144,0,0,0.0160868785258518,0,0,-0.0283216569243073,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.118298947476497,0,0,0,0,0,0,0,0,0,0.0589031460397723,0,0,0,0,0,0,0,0.0327627939846395,0,0,0,0,0,0.477744669648733,0,0,-0.12602657430538,0,0,0,0,0,0,0,0,0,0,-0.0261717533331756,0,0,0,0,0,0,0,0,-0.031413766223188,0,-0.0529262676641015,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0804125004348923,0,0,0,0.0535481242676795,0,0.0631562928209988,0,0,0.0574792795655693,0,0.0692379517504549,0.00661382891390492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324723187729491,0.0492783055353065,0,0,0,0,0,0,0,0,0.020523249653524,0,0,0,0,0,0
X300124.SZ,0,0,0.160379560380481,0,0,0,0,0,0,0.0114420495152184,0,0,0,0,0,0,0.0582659993317772,0,0,0,0,0,0,0.121976306313648,0,0,0,0,0.150244235135051,0,0,0,0,0,0.0924422329001231,0,0,0,0,0,0.165501276955673,0,0,0,0,0,-0.201621284673052,0,0.11978762062499,0,0,0,0.00773377306427623,0,0,0,0,0,0
X002304.SZ,0.00145348661629122,0,0.122734968412853,0,0,0.378360700391907,0,0,0,0,0,0.0616995160380993,0,0,0,0,0,0,0,0.066028306663946,0,0,0.104182071367459,0,0,0,0,0,0.00704482475578238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0069023315850624,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0421416006920223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431779276578452,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0786762931415003,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.00789181249978361,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292315623858527,0,0,0,0,0,0,0.201195715829385,0,0,0,0,0,0,0,0,-0.0417320199113979,0,0,0,0,0,0.157120149451386,0,0.114156300547422,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0184753610509133,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0432004987533508,0,0,0,0,0,0.0732524569963801,0,0.0242083922469085,0,0,0,0,0,0,0,0.138460176523392,0,0,0,0,0,0,-0.0445309769748016,0,0,0,0,0,0,0.116942712845193,0.14342450245584,0,0,0,0,0,0,0,0,0,0,0,0,4.03535667592715e-05,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333962426777592,0,0,0.332041937304133,0,0,0,0,0,0,0,0,0,0,0,0,0.018054385758319,0,0,0,0,0,0,0,0,0,0,0.200445249400389,0,0,0,0,0,0,0,0,0,0,0.00323294938303112,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138975637244565,0,0.305012961517145,0,0,0,0,0,0,0,0,0,0,0,0,0.101580808908527,0,0,0.0944557400531038,0,0,-0.0175427102045609,0,0,0,0,0,0
X000596.SZ,0,0,0,0.494701157724459,0,0.174042721683781,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0120021306651419,0,0,0,0.207363252420012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447922541504385,0,0,0,0,0,0,0,0,0,-0.00311190636462645,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0356560085037155,0,0,0,0,0,0,0,0,0.126822635303662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649133848609703,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00217264579643451,0.00784291168611059,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.091594137020612,0,0,0,0,0,-0.0188102384128387,0,0.28168148389295,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00482409122243818,0,0,0,0,0,0.0253888550564743,0,0.1504938563905,0.108867156880414,0,0,0,0,0,-0.00331939166512409,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0.0270956196107202,0,0,0,0,0,0.19440726820619,0,0,0,0,0,0.0171799431867079,0,0,0,0,-0.0391817522608854,0,0.00409927121040429,0,0,0.0524069700156177,0,0,0.282327137317528,0.0115709665911106,0,0,0,0,0,0.131058737114767,0,0,0,0,0,0,0,0.00171741186931453,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0914708526840535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255635909947776,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.22875641496696,0,0,0,0,-0.0194813902200841,0.011695093648214,0,0,0,0,0,0
X002179.SZ,0,0,0.137441535653972,0,0,0,0,0,0,0,0,0,0,0,0.191760417858344,0,0,0,0,0,0,0,0.0516830615057436,0,0,0,0,0.249756561598919,0.0755674079687489,0,0,1.73472347597681e-18,0,0,-0.055448465163003,0,0,0.0713449138849909,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143396462316868,0.014409599500759,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139456837027057,0,0,0,0.161978564383348,0,0,0,0.0317084762629783,0,0,0,0,0,0,0,0.0836407728949515,0,0,0,0,0,0,0,0,0,-0.0131879488302865,-0.0399554462754944,0.273338038619004,0,0,0,0,0,0,0,-0.039528071693207,0.0320068069508672,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179173298961707,0,0,0.015645535738439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154861403983319,0,0,0,0,0,0,0,0,0,0.0159991010175197,0,0,0,0,0,0,0,0.0560934624495581,0,-0.00287609407030188,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803345565536195,0,0,0,0.0696200996607948,0,0,0,0,0.00111951891026209,0,0,0,0,0,0.152597663201354,0,0,0.285669985063195,0,0,0.015046305628174,0,0,0.144237271546962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000539316337343983,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140832430830547,0.0943613956682019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630003516218679,0,0,-0.0381952749063558,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0.324437570404363,0,0,0,0,0.0495317632321382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128814554347544,0,0,0.0899911769123577,0.207986463026232,0,0,0,0,0,0.144454738938853,0,0,0,0,0,0,0,0,0,-0.00853074284430845,-0.011359760798516,0,0,0,0,0,0
X600741.SH,0,0,0,0.0249993372240995,0,0,0,0.0544935523221659,0.0207617224871116,0,0,0,0,0,0.0344148893870806,0.0684034304553362,0,0.091228407925828,0,0,0,0,0,0,0,0,0,0,0.0287659561959076,0,0,0.0900364192865734,0,0,0,0,0,0,0,0,0,0,0.124232840054855,0.0463720329236413,0,0,0,0,0,0,0,0,0.0137063700449181,0.0969884233014895,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883774308251616,0,0,0,0,0,0.521341464366384,0,0,0,0,0,0,0,0,0,0,0.549459407764272,0,0,0,0,0,0,0,0,0,-0.090545694754645,0,0,0,0,0,0.0895849143006032,0,-0.0346239232158014,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,-0.109106901356406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296074852780867,0.665300348963553,0,0.0688389926326109,0,0.0248489117814113,0,0,0.0613624549638729,0.0421903434811463,0,0,0,-0.162292842116298,0,-0.0605659014949331,0,0,0.340925420580443,0,0,0,0,0,0.0323479868668694,0,-0.0613116738031505,0.0648926101688756,0,0,0,0,0,0
X000661.SZ,0,0,0,0.177941434648123,0.343509173788666,0,0,0,0,0,0,0,0,0,0,0,0,0.0320376059657468,0,0,0,0,0,0,0,0,0,0,0,0,0.105496970550052,0.0589127332304065,0,0,0,0,0,0,0,0,-0.0678671225954204,0,0,0,0,0.0543703776308929,0,0,0,0,0,-0.0401223398101892,0.0308107850835572,0,0,0,0,0,0
X002049.SZ,0,0,0.0288786438924694,0,0,0,0,0,0,0,0,0,0,0,0.0549307665111296,0,0,0.1179304197383,0,0,0,0,0,0.0522403306225838,0,0,0,0,0,0,0.267507270471985,0.0657222606435017,0,0,0,0.148554897563826,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0382984588495826,0,0,1.35525271560688e-20,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0,-0.527109737989885,0,0.185132290118788,0,0,-0.0207803953411929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266099144895019,0,0,0,0.0307994624823208,0.381517461270425,0,0,0,0,0,0,0,-0.0692949734991329,-0.177531020397541,0.211064494176341,0,0,0,0,0,0,0,0,0,-0.0272742202956213,-0.0226622457287227,-0.204796454844077,-0.158009362463316,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230181024369373,0,0.176104218069767,0.097053952086236,0,0,0.0472902856432632,0,0,0,0,0,0,0.196369772454751,0,-0.0306246489032003,0,0,0,0,0,0,0,0,-0.0103471012085077,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030886280182485,0.0291060410175115,0,0,0.0636962356403097,1.0842021724855e-19,0,0,0.0495029386784214,0,0,0,0,0,0.0438665989757268,0,0.386491675507776,0,0,0,0,0,0,0,0,0,0,0,0,0.00750500801337078,0,0,0,0,0,-0.00801088614883894,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,-0.12134468158883,0,0,0,0,0.100504741216236,0,0,0,0,0,0.156030880474242,0,0,0,0,0,0,0.138558950621423,0,0,0.18887265075735,0.0534144474541266,0,0.0687133537471915,0,0,0.085613372435615,0,0,0,0,-0.0180554799767947,0,0,0,0,0,0,0,0.160741809462389,0,0.00207667977360297,0,0,0,0,0,0,0
