,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000063.SZ,X000858.SZ,X002304.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X600271.SH,X600118.SH,X000338.SZ,X002129.SZ,X000157.SZ,X600703.SH,X600089.SH,X002241.SZ,X600741.SH,X600177.SH,X002236.SZ,X002292.SZ,X600582.SH,X600066.SH,X000800.SZ,X601877.SH,X300124.SZ,X600060.SH,X002475.SZ,X600839.SH,X000977.SZ,X000581.SZ,X000623.SZ,X000869.SZ,X002456.SZ,X002294.SZ,X002465.SZ,X000559.SZ,X000568.SZ,X600435.SH,X000550.SZ,X002007.SZ,X600867.SH,X300003.SZ,X300146.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.158007702503501,0,0,0,0,0,0,0.167159576195412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573650476354403,0,0,0,0,0,0.0291982158444349,0,0,0,0,0,0,0,0,0,0.0296963688770845,0,0,0,0,0,0
X600104.SH,0,0,0.194612820245995,0,0,0,0.162776553492164,0,0,0,0,0,0,0,0,0,0,0,0,0.0373880863411966,0.00996607648591681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658754845271774,0,0,0.0200954677197544,0,0,0.0679839785408197,0,0,0,0,0,0.0113428628215769,0,0,0,0.000416966735857021,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0189883963813253,0.00620418688741023,0.101155906832577,0,0,0,0,0,0,0,0,0,0.0543333980706709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487211813154347,0,0,0,0,0,0.0414852307301478,0,0.19081126322187,0,0,0,0,0,0,0.00453431207271363,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199553958397999,0,0,0.0586965802369463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103196349199337,0,0,0.0100407246280566,0,0,0,0,0,0.126400552181245,0,0,0,0,0.242840580117319,0,0.0556336015565677,0,-0.0163736942545888,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0258925164858971,0,0,0,0,0,0,0,0,0,0,0,0.0285684241650268,0,0.103459216701836,0,0,0,0.042883989745725,0,0,0,0,0,0,0,0,0,0.0683202953473957,0,0.155605309644457,0,0.0192438481082795,0,0,0,0,0,0.187356648077824,0,0.00561745693279811,0,0,0,0,0.00698791810544271,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.315918455836643,0,0,0,0,0,0,0,0,0,0,-0.106764685237092,0.08586854045919,0,0,0,0,0,0.11057469992972,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200250271509929,0,0,0,0,0,0,0,0,0,-0.0464382794188237,0,0,0,0,0,0.0153945848254583,0.0252905135698215,0,0,0,0,0,0
X000063.SZ,0,0,0.00769450101310218,0,0,0,0,0,0,0,0,0,0.0810666363137571,0,0,0,0,0,0,0,0.118860552026073,0,0,0,0.0523503289439194,0,0,0,0,0,0,0.0629446157728533,0,0,0,0,0.0281727112493564,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0462000595482194,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0547214786290876,0,0,0,0,0,0,0.0690470664929259,0,0.0197437881589444,0,0.000267915096807531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0529275261120568,0,0,0,0,0,0,0,0,0.274978956884755,0,0.0534173145989573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.0910427320992803,0.417629912714651,0,0,0,0.0514115513692645,0,0,0,0,0,0,0,0,0,0,0,0,0.0766015864331957,0,0,0.107291978156828,0,0.0265248410475282,0,0,0,0,0,0,0.0100315309014631,0.0907451747288096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000527651712628077,-0.00807289564252014,0,0,0,0,0,0
X600276.SH,0.102781660591013,0,0,0,0,0,0,0,0.0233489743688451,0,0,0,0,0,0,0,0,0,0,0,0,0.0112241024241075,0,0,0.080260259564865,0,0.0830951449097761,0.1045547074756,0,-0.0717194926681202,0,0,0.00794174499043588,0,0.0435131507959485,0,0,0,0,0,0,0,0,0,-0.0672008416909502,0.0384516611858388,0,0,0,0,0,0.00426941782785542,0.0148349828008883,0,0,0,0,0,0
