,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002304.SZ,X600276.SH,X002475.SZ,X000651.SZ,X300014.SZ,X600104.SH,X300124.SZ,X002129.SZ,X003816.SZ,X000596.SZ,X000725.SZ,X000625.SZ,X002049.SZ,X600031.SH,X002371.SZ,X002179.SZ,X000063.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600522.SH,X600703.SH,X000661.SZ,X002180.SZ,X300142.SZ,X002074.SZ,X000733.SZ,X601877.SH,X000100.SZ,X600741.SH,X000157.SZ,X600487.SH,X600884.SH,X600460.SH,X601799.SH,X600702.SH,X300003.SZ,X002414.SZ,X000799.SZ,X600584.SH,X600563.SH,X600372.SH,X002236.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.080731737265751,0.0802978709329277,0.223568363958776,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376779290744978,0,0,0,0,0.0221250863135065,0,0,0,-0.0179472970740934,0,0,0,0.090969007455128,0,0,0.0136065287662655,0,0,0,0,0,0,0,0.00321329646490928,0,0,0,0,0,0
X000858.SZ,0,0,0.0836180677636906,0.114280312326708,0.0234588228678036,0,0.0702513971345281,0,0,0,0,0,0,0,0,0.0582717428728392,0,0,0.0332546114372364,0,0.0277259527996336,0,0.115006730073069,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.258599709916418,0,-0.0619745381816983,0,0,0,0,0,0,0,0.0392289586956352,0.0117377605995298,0,0,0,0,0,0
X600809.SH,0,0.0861786760898305,0,0.514595632445631,0,0,0,0,0,0,0,0,-0.0142883050514777,0,0,0.0403777040634245,0,0,0,0,0,0,0,0,0,0,-0.0172553232261732,0,0,0,0,0.00221654763686139,0,0,0,0,0,0,0,0,-0.0834044343730427,0,0,0,0,0,0,0,0.0808739472439659,0,0,0,-0.022390756799534,-0.0421225667587718,0,0,0,0,0
X000568.SZ,0,0.0695833353011205,0.230237608794599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263137535616442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327688360421517,0,0,0,0,0,0,0,0,0,-0.0043584056751829,0.00330408980985881,0,0,0,0,0,0
X002415.SZ,0,0.0791491076179789,0,0,0,0,0,0.0965873580905096,0,0,0,0,0,0,0,0,0,0,0,0.0341053186375525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110413896448091,0,0,0,0,0,0,0.259323626629671,-0.0510301738523913,0,0.0835059486043461,0.149342818717992,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.1229714047359,-0.0125454607661362,0,0,0,0,0,0,-0.0538203417889954,0,0,-0.0692010468017091,0,0,0.0420744597327095,0.0330673817613004,0,0,0,0,0,0,0,0,-0.127796308171627,8.67361737988404e-19,0,0,0,0,0,0,0.0930813419686951,0.260722750588084,-0.0210607209833456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0360306821348006,0,0,0,0,0,0.05676586661434,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105540030113351,0,0,0,0,0,0,0,0,0.0126998806026005,0,0.00410622896493932,0,0.0339341011004299,0,0,0,0,0,0,0,0.303865283964625,0,-0.0892456021210575,0,0,0,0,0,0,0,0.0295666949287679,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131462809673726,0,0,0,0,0.171477862396483,0,0,0,-0.00940929854942827,0,0.0940870794113509,0,0.0126565468902183,-0.00944644526291616,0,0,0,0,0,-0.053748772719004,0,0,0,0,0.191594063806349,0,0,0,0,0,0,0,0,0,-0.00727914820447731,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.130116060904448,0,0.271464584572689,0,0,0,0,0,0,0,0,0,0,0.150075399966948,0,0,0,0,0,0,0.0207037840007299,0,0,-3.46944695195361e-18,0,0,0,-0.0509789783800498,0,0,0,0,0,0.112372176806848,0,0,0.0281889222535892,0,0.101055487622164,0,0,0,0.0114857140337574,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.145966930866998,0,0,0.0219421916063741,0,0,0,0,0,0,0,0,0,0,0.157409899105777,0,0,0,0,0,0.0356539523151265,0,0,0,0,0.0682537533674531,0,0,0,0,0,0,0,0,0,0,0.00390088135393696,0,0,0.0375515274182162,0,-0.104829871741754,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.10518486569859,0,0,0,0.0332698016847498,0,0,0,0,0.201607016626916,0,0,0,-0.0186338188762871,0,0,0,0,0.0345611718931228,0,0,0,0,0.406608746026745,-0.150165477878684,0.0601380415868268,0,0,0,0,0.0766904775501634,0,6.93889390390723e-18,0,0,0.216494841947869,0,0,0,0,0,0,0,0,-0.0453802275179944,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0302724232604855,0,0,0,0,0,0,0.0262162236935699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0669780289760341,0,0,0,0,0.13697335686122,0.3186525277709,0,0,0,0,-0.0459009191087348,0,0,0,0,0,0,0,0,0.0475537451210437,0,0,-0.00131399265857875,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.0387931420320044,0,0,0,0,0.114904506312813,0,0,0,0,0,0,0.126634886943753,0,0,0,0,0,0.124037864865222,0,0,0,-0.0104172068511147,0,0,-0.136821582423255,0,0,0,0,0,0,0,0,0,0,0,-0.0161597341749553,0,0,0,0,0.0729402355114391,0,0,0,0,0.0120157646579084,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0.0366038349907035,0,0,0,0.179233890492597,0,0,0,0,0,0,0,0,-0.0358818181545765,0.0149406363255932,0,0,0,0,0,0.148966988513213,0,0.119246256522937,0,0,0.041573990203509,0,0,0,0,0,0,0,0,-0.0150408707743973,0,0,0.0300115431629382,0,0,0.166509740195198,0,0,0,0,0.0654124334522072,-0.0553387763120759,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308693735984646,0,0,0,0.209142600621925,-0.0890207962139283,0,0,0,0.0669468934254433,0,0,0,0.051849155380957,-0.104310727917684,0,-0.00695412487557482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015648713140759,0,0,0,0,0.0524577554823099,0,0,0,0,0,0,0
X000596.SZ,0,0,0.176231640816271,0.0927641709778938,0,0,0.187485225096199,0,-0.0428071887604903,0,0,0,0,0,0,0,0,0,0.0670097415891361,0,0,0,0,-0.0523167348527185,0,0,0,0,-0.0222403716319482,0,-0.0405795856414121,0,0,0,0,0,0,0,0,0,0,0.170522179636598,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.00507329590539785,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0457034041727369,0,0,0,0,0,0,0,0,0,0,0.126410484576316,-0.0463397639120783,0,0.0262751954900793,0,0,0.0788121039020953,0,0,0,0,0,0,0,0,0.0150237751381266,0,0,-0.0250629248538444,0,0,-0.00423406964992719,0,0,0.0670043581531173,0,0,0,0,0,0,0,0,0.0110484149343224,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.243814957646166,0,0,0,0,0,0,0,0,0,-0.0959021013856176,0,0,0.102877536520432,0,0,0,0,0.0243821449738139,0,0,0.179252773626387,0,0,0,0,0.00197735377038461,0,0.0332840958445843,0,0.146832764851533,0,0.186102753597098,0,0,0,0,0,0,0,0,0,-0.0167818716035117,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577009426644072,0,0,0,0,0.170654663022426,0.0324585910659532,0,0,0,0,0,0,0,0,0,0.185158185633701,0,0,0,0,0,0,0,0,0,0,0,0.142365676211131,0,0,0.0873980340658387,0,0,0,0,0,0.0621688794098366,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0590031843687741,0,0,0,0,0,0,0,0.0125503302162313,0,0.0223788695870283,0,-0.0616908934271841,0.0872312915893261,0,0,0,0.128330141196323,0,0,0,0,0,0,0,0,0,0,0,0.49654659557958,0,0,0.0659008266228341,0,0,-0.0462981781586979,0,0.0890105110079253,0,0,0,0,0,0,0,0,0.00328041020935429,-0.041188162399404,0,0,0,0,0,0
X002371.SZ,0,0,0.097472957954748,0,0,0,0,0,0.189274338968706,0,0,0,0,0,0,0.0196407683043551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984960436386111,0,0.25638195520025,0,0,0,0,-0.0209171080698677,0,0.544907795817966,0,0,0.144257996846421,0,0,0,3.46944695195361e-18,0,0.269682809560804,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275613069708112,0,0,0,0,0.0742508867127376,0,0,0.014754009676166,0,-0.0332152540138789,0,0,0,0.185875142611986,0,0,0,0,0,0.141477608750026,0,0,0,0,0,0,-0.0618587255420202,0.0990971919356576,0,0,0,0,-0.00559289284023991,-0.00534835334708616,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0514769746962104,0,0,-0.0372355274451946,0,0,0,0,-0.0373540668712195,0,0,0,0.153880027782521,0,0,0,0,0,0,0,0.133562158017468,0,0.035583280795893,0,-0.0352148148666628,0,0.0412140616981749,0,0,0,-0.0856784559184235,0,0,0,0,0,0,0,0.176452283566334,0,0,0.104340546071356,0,0,0,0.00977715865707969,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.436485344294652,0,0,0,0.330343914443796,0,0,0,0,0,0,0,0.0718176718098627,0,0,0,0.0850241830182805,0,0,0.0186626676193272,0,0,0.0845719027674487,0,0,0,0,0,0,-0.192727153542046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440667433229859,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319532115037211,0,0,0,0,-0.148852154852921,0,0,0.130083168463095,0,0,0.25585828842131,0,0,0,0,0.0738936333237396,0,0.0912241330235134,0,0,0,0,0.000153197344190448,0,0,0,0,0,0,0.0960140592649179,0,0,0,0.0751275088614307,0,0.0533144912764534,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0566774307822714,0,0.0548895529813713,0.089042033243964,0,0,0,0,0,0,0,0.290046262225956,0,0,0,0,0.0188970774455696,0,0,0,0,0,0.0119061145421043,0,0,0,0,0,0,0,0.23283405689504,0,0,0.0554768251267578,0,0.038517535838847,0,0.026989728780173,0,0,0,0,0,0,0.00566165756734281,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308294393539336,0,-0.0251852459337245,0,0,0,0,0.0508653330599194,0,0,0,0,0,0,0,0,0,0,0,0,0.160640460275704,0,0,0,0.59607192403158,0,0.00568359637058388,0.0642267060195919,0,0,0,0,0,0,0,0,0,0,0.0584471019829564,0,0,0,0,0,0,0
