,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X600271.SH,X600031.SH,X000559.SZ,X000100.SZ,X600066.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X002475.SZ,X600089.SH,X002241.SZ,X002292.SZ,X000338.SZ,X300124.SZ,X002465.SZ,X000568.SZ,X300003.SZ,X600177.SH,X600839.SH,X002294.SZ,X000977.SZ,X002129.SZ,X002506.SZ,X600867.SH,X000547.SZ,X002074.SZ,X002008.SZ,X000550.SZ,X000800.SZ,X600582.SH,X002180.SZ,X002085.SZ,X600498.SH,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0663302025524934,0,0,0,0,0,0,0,0,0.102252004463658,0,0,0,0,0,0,0,0.0110084744941684,0,0,0.0607408364594373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00738419994868211,0.0271866269053962,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362489685494547,0.0679522595764289,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.156916040682015,0,0,0.374623821132158,0.203588193434795,0.0190957361960821,0.00225699479433144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408208911607258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0188502901449295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184699058876895,0.0590034018581822,0,0.0744038777600513,0,0,0,0,0,0,0.0740734800188425,0,0,0,0,0,0.0111887348616047,0,0,0,0,-0.0650142501492284,0,0,0,0.0134627616426812,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010732126235126,0.0453902068371359,0,0,0.0815177381825528,0,0.0229478153395436,0.0845965731533857,0,0,0,0,0,0,0.0303597374355539,0,0,0,0,0,0.0361850595886164,0.0475289316507803,0,0,0,0,0,0.0140057695098758,0.0790677514617091,0,0.034668359384621,0,0,0,-0.00324520268718693,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.178490876732167,0,0,0.02677532923409,0,0,0,0,0.166660475835675,0,0,0,0,0,0.0298208828376475,0,0,0,0,0,0,0,0,0,0,0,0,0.0315587962665662,0.0241351098081447,0,0.00117438795969809,0,0.0762218624831136,0,0.0464743900605862,0.054404735432626,0,0,0.0590658104115609,0,0,-0.00947767136425836,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0959068200520482,0,0,0.0881728497059043,0.0713026785666072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288940321533074,0,0,0,0,0,0,0,0.00796819468653209,0,0,0.133340762274146,0,0,0,0,0,0,0,-0.0197135492219444,0,0,0,0,0,0,0
X002304.SZ,0,0.114120659810926,0,0,0,0,0,0,0,0.0259434940202987,0.0835558939121384,1.73472347597681e-18,0,0,0,0,0,0,0.0409151202184365,0.0993205146451124,0,0,0,0,0,0,0,0,0,0.0506815918531906,0.00618660836961185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030049841667035,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0977823615341797,0,0,0.0403427076579557,0,0,0,0,0,0.192308991416594,0,0,0.0199806954085043,0,0.00210698492918009,0,0.0944516243784456,0,0,0,0,0,0.0830522966472179,0.081685795991109,0.0182172974584295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483112224074567,0,0,0.209066539234435,0.158906161663582,0,0,0,0,0,0,0,0,0,0,0,0,0.0971086493506417,-2.16840434497101e-19,0,0,0,0,0,0.17876432676061,0,0,0,0,0,0,-0.00216081318320404,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.144478541345452,0,0,0,0.00204009830741942,0.1876903572102,0,0,0,0,0.370856397061191,0.057896799238395,0,0,0,0,0.0568136551653387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101225489710061,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736493608207118,0,0,0,0,0.164791029945381,0,0.292551700801816,0,0,0,0,0,0,0.00836658369230553,0,0,0,0,0,0,0,0,0,0.231549098185349,0,0,0,0,0,0,0,0,-0.0134335568222916,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282082866295322,0,0,0,0,0,0,0,0,0,0.220374488862483,0,0,0,0,0,0.041426572865916,0,0,0,0.183893477558909,0,0,0,0.141729270179924,0,0,0,0,0,0,-0.0340184774533509,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269559496487325,0,0,0,0,0,0,0.0766953072511968,0.0802810971916103,0,0,0,0.118015384714785,0,0,0,0,0.0649768385470872,0,0,0,-0.0373437377138279,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166127311994799,0,4.33680868994202e-19,0,0,0,0,0.432326456659353,0,0,0,0,0,0,0,0,0,0,0,0.00894706736676825,0,0.0654218427445016,0.0975674027282085,0.0165661856342079,0,0.0416464055915487,0.0287399112403376,0.0188650559115191,0,0.0195458362859833,0,0,0.0123298772975267,0,0,0,-0.0304302231530669,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150479916846955,0,0.240821605048923,0.24444687144768,0.0530851787130227,0,0,0.0690339663196078,0,0,0,0,0,0,0.00479395028520719,0.031199018390536,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0321798225156593,0,0,0,0,0,0,0.179315067924799,0,0,0.0668171426319989,0.0308917378857949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098173274002516,0,0,0,0,0,0,0,0,0,0,0,0.00551811617397087,0,0,0,0.232047563380303,0,0,-0.0185151667738629,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.136692689334964,0,0,0,0,0,0,0,0,0.0143685194542871,0.0866869652675705,0,0.128863840542557,0.147685301069757,0,0,0.0136832908486117,0,0,0,0,0,0,0,0,0,0,0,0,0.0393156723743403,0.124949225945713,0,0,0.0226957189382904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.51152746644366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284745707955011,0,0,0,0,0,0,0,0,0.0914700236410116,0,0,0,0,0,0,0,0,0,0,0,0,-0.00509903887074306,0.0554342067457477,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0.0363509697187678,0,0.0461128659915973,0,0,0,0,0.118885638573485,0,0,0,0.0225104599620967,0,0,0,0,0.18019624287715,0,0,0,0,0.0556915984011013,0.00727803734798005,0,0,0,0,0,0,0.110871380967444,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00790829490173915,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0396169631712033,0.162528392949565,0.176425916077079,0.0127810733715237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134584324591059,0.0955872245060124,0.0404467067779273,0,0,0,0.0526910365135536,0,0.0265148134329543,0,0,0,0.00162459420101761,0.00663215060479274,0,-0.023343998904319,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.288337148810327,0.290888255308938,0,0.0307584683240576,0,0,0,0.00804527638133759,0,0,0.0501985390605681,0,0,0,0,0,0,0,0,0,0,0,0.0150662032929049,0,0,0,0,0,0,0,0,0,0,0,0.0806978755669425,0,0,0,0,0,0,-0.0183376879134605,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0190445717198186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736166686127059,0,0,0,0,0,0,-1.73472347597681e-18,0,0.459496956526789,0,0.0998387541265549,8.67361737988404e-19,0,0,0,0,0,0,-0.0561562496329204,0,0,0,0,-0.00395860773055275,0,0.214055158237898,0,0,-0.017822025092278,0,-0.0170077333973588,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.120825024202961,0,0,0.140097519574691,0.126868319185376,0,0.0501900273944286,0.0167085795123401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627980180336139,0.11491780454259,0.0452767228507189,0,-3.3881317890172e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142741461521924,0,0.013834326426403,0,0,-0.0668110895171556,0,0,0,0,0,0,0,0.452036864503537,0,0,0,0.131047061008541,0,0,0,0,0.123873954133936,0,0,0,0,0.251337442495274,0,0,0,0,-0.0590537973163959,0,0,0,-0.0182361093788109,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.23350207098232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056282950300947,0,0,0,0,0.101811577654457,0,0,0,0.151519704155179,0,0,0.034721272084477,0,0,0.0209106082182265,0,0,0,0,0,0,0,0.0873340310933825,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.225316587407135,0.0662644068234521,0,0,0,0.0801220617999768,0,0.0673434555202257,0,0,0.0755708802262752,0,0,0,0,0,0,0,0,0.0195346216586225,0,0,0,0,0,0,0.048121358351597,0.132161998108042,0,0,0,0,0.0464737402233312,0,0,0,0,0,0,0,0,-0.0187136074161044,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286033744939346,0,0,0,0,0,0,0,0,0,0,0,0,0.15971470301842,0,0,0,0,0,0,0,0,0,0,0,0.264233345280393,0,0,0,0,0,0,0,0,-0.0135039496984885,0,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.439855683588247,0,0,0.058334674312033,0,0,0.0503385872017553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00475674336358781,0,0,0,0,0.21395836296452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.350144487336113,0,0,0,0,0,0,0.00554555411091167,0,0,0,0,0,0.164708802816905,0.0633821976622449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433415443695788,0,-4.33680868994202e-19,0,0,0,0.0436797091607973,0,0,0,0,0,0,-0.0034426999067704,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179496112654567,0,0.113638754625323,0,-0.0121809989913918,0,0,0,0,0,0.602763041354792,0,0,0,0.0460994755776849,0,0,0,0,0,-0.0824076247376654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089210974087951,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0.0873991857014552,0,0,0,0,0,0.00835744005328852,0,0,0,0,0.17297787171936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113890291150986,0,0,0,0,0,0.173226171877648,0.0784596528858929,0,0,0.00221000729953394,0,0.0548502661796552,0,-0.0304040968076572,0,0,0,0,0,0,0
X600839.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.114669231752319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.196564944121765,0,0,0,0,0.156560414729189,0,0,0,0.124663762119451,0,-0.0384794071006212,0,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0.0494927999138862,0,0.109824581086934,-1.73472347597681e-18,0,0,0,0,0,0.0229209111773743,0,0,0,0.0242086206727727,0,0.0589669889342165,0,0,0.0377731434457674,0.0133326668282944,0,0,0,0,0,0,0.122659410497867,0.036869554609938,0,0,0,0,0,0,0,0,0,0,0,0,-0.000329676374411532,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011183352288811,0,0,0.236467382630583,0,0.168782296353313,0,0,0.267997996584988,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0600933093388339,0,0,0,0,0,0.0855372656585867,0,0,0,0,0,0.0248053051701777,0,0,0,0,0,0,0,0.0794029435951483,0,0.0231126729795238,0,0.144242519976932,0,0.0133143974878635,0,0.121946524691833,0,0.223955888788431,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356624672586424,0,0,0,0,0,0,0,0,0,0.0811753482906659,0,0,0,0,0,0,0,0,0.0432648651858325,0.270997492975088,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.0571494643160193,0,0.13120572574675,0,-0.0133029890127508,0.113684013173766,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059682666350579,0,0,0,0,0,0,0,0,0,0,0,0.0860889530524528,0,0.197461133268493,0,0,0,0,0.045105817889135,0,0,0,0.0382878863472833,0,0.0544605448206815,0,0,0,0.125053704869329,0,0,0,0.0134234577671807,0,0,-0.0425276230716729,0,0,0,0,0,0,0
X000547.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.365096259558766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320348177578573,0,0,0,0.00981526334670724,0,0.0673091508245655,0.0855993884802116,0.0409894196209851,0,0,0,0,0,0,0,0,0,0,0.0844377768890555,0,0,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.237891586729463,0,0,0.400042781610424,0,0,0,0,0,0,0,0,0,0.0370590672830294,0,0,0,0,0,0,0,0,0.0187244578428723,0,0,0,0,0,0.00426275416675096,0,0,0,0,0,0,0,0,-0.0072036767922574,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237391650131513,0,0,0,0,0,0,0,0,0.0956778224002586,0,0,0,0.302429764992671,0,0,0,0.0526767412143947,0,0.0578469373892514,0.0581616512308433,0,0,0.0768501044547075,0,0,0,0,0,0,0.028350465113739,0,0,0,-0.00358391479915731,0,0,0,0,0,0,0
X000550.SZ,0,0,0,0,0,0.00529754721363353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239625911164575,0,0,0,0.00396697618439341,0,0,0,0,0,0.104808458117971,0,0.333266720000599,0,0,0,0,0,0,-0.0168546167961115,0.00959361065258424,0,0,0,0,0,0
X000800.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661947175839496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11144338752203,0.393517533842542,0,0,0,0.226479966033982,0,0,0,0,0,0,0,0.0315412077511406,0,-0.0150734444961506,0,0,0,0,0,0,0
X600582.SH,0,0,0,0,0,0,0,0,0.0897549548983397,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135007722088323,0,0.181312718537549,0,0.0548568367581711,0.0329556865676415,0.029389334351073,0,0,0,0.0666139237954287,0,0.0708088121212973,0.150686225621537,0.0932398188502452,0,0,0,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0794615526704011,0,0,0.15569546420745,0,0,0,0,0,0,0,0,0,0,0,0,0.106450834255872,0,0,0,0.0305163744652561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169830987189933,0.0808873366664593,0,-0.00606723137735794,0,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0796683391575639,0,0,0,0.273236984733324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290983113223326,0,0,0,0,0,0,0.0942389448440338,0,0,0,0,0,0,0.128818838473445,0,0,-0.011537618479397,0,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500761016261024,0,0,0,0,0,0,0,0,0.0124433233474743,0.0300317740264394,0,0,0.0766558766386328,0,0,0,0,0,0.109751304525987,0.0733519932371558,0.0534768071627588,0,0.0955168447661266,0.167307111918242,0,0,0,0.194159824158899,0.0112457245629946,0,0,0,0,-0.0133927717642442,0,0,0,0,0,0,0
X002276.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129735469315603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249443881023773,0.190271852924762,0,0.0590402357320382,0,0,0,0.0341488166764971,0,0,0,0,0,0,0.0169300140923125,0,0,0,0,0,0,0
Change_TY3M,0,0,0.0190452835593752,0,0,0,0,0,0,0,0,0,-0.0798978792349711,0,0.0915287233930593,0.00462949991715337,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222654532039134,0,0.0100327572104875,0,0,0,0,0,0.0127085519118773,0.082304561449012,0,0,0,0,0,-0.148310762128536,0.095933450985164,0,0,0,0,-0.0154901875853735,0,0,0,0,0,0,0
Slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0977922493640924,0,0,0,0,0,-0.748513372700131,0,0,0,0,0,0,0,0,0.192416921042558,0,0,0,0,1.89491252092994,0,0,0,5.29672264380309,0,0
TED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299497863225516,0,0,0,0,0,0,0,0,0,0.126107516006004,0,-0.0220203342676239,0,0,0,0,0,0,0,0,0,0.0281919302719126,0,0.287698943960498,0,0,0,0,0,0,0
RealEstate_excess,0,0,0,0,0,0.127652896865225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181289089275404,0,0,0.183749049660666,0,0,0,0,0,0,0,0,-0.123615634442305,-0.102679061153716,0.21703059392535,0,0,0.0447600969858463,0,0,0,0,-0.125428748677275,0,0,0,0,0,0.0263787773294751,0,0.489149885812595,0,0,0,0
MKreturn,0,0,0,0,0,-0.290036297685382,0,0,0,0,0.0952477519204033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123907911056244,0,0,0,0,0.0468180518564066,0,0,0,0,0,0,0,0,-0.0630282091687294,0,0,0,0,0,0,0,0.276666915078089,0,-0.0258732783250025,0.00145173296713369,0.315906128046734,0,0,0,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00203111948893876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454730988380826,0,0,0,0,0,0,0
CarbonVol_Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018176864981734,0,0,0,0,0,0,-2.16840434497101e-19,0,-0.00470983258680141,0,0,0,0,0,0,0,0,-0.0107316696113098,0,0,0,0,0,0.0530268501682321,0,0,0,0,0,0,0
CarbonVol_Guangdong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00164076364360616,0,0,0.00205568119553053,0,0,0,0,0,0,0,-0.00386140968799151,0,0,0,0.0143500314738543,-0.00363716720132419,0,0,0,0,0,0
CarbonVol_Hubei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.70939649504291e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000445247903473464,0,0,0,0,0,0,-0.00111303724922551,0,0,0,0,0,0,-0.00834692560272839,-0.00369958117546255,0,0,0,0,0,0
