,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X002371.SZ,X003816.SZ,X002049.SZ,X000725.SZ,X002129.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002179.SZ,X000063.SZ,X600522.SH,X002241.SZ,X600089.SH,X000338.SZ,X600703.SH,X002180.SZ,X000661.SZ,X000733.SZ,X300142.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600487.SH,X600741.SH,X000157.SZ,X300003.SZ,X600460.SH,X600884.SH,X600702.SH,X002414.SZ,X600584.SH,X601799.SH,X600372.SH,X600563.SH,X002236.SZ,X002025.SZ,X000799.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.188292472123516,0.316283189361887,0,0.0731860136784332,0,0.00660869626953487,0.0824128137985897,0,0,0.0219983905107296,0,0,0,0,0,0,0.0229453632264799,0,0,0,0,0,0,0,0,0,0,-0.0898372338822163,0,-0.0882289516304827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012994571066783,0,0,0,0,0,0
X000858.SZ,0,0,0.149707704407947,0,0.104136581446291,0,0,0.0511837281875424,0,0,0,0.0576998528595416,0,0.0677196306537693,0,0.0664363386911443,0,0,0,0,0.0208807215680428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357804596074979,0,0,0,0,0,0,0.183273636546673,-0.0969253912461815,0,0,0,0,0,0,0.100860736338149,0,0.0227275371168633,0.0166966180173949,0,0,0,0,0,0
X600809.SH,0.155793229651998,0.0782112211940559,0,0,0.513969738722671,0,0,0,0,-0.0307746181698836,0,0,0,0,0,0,0,0,0,-0.0193856072133755,0.0486815998148891,0,0,0,0,0,0,0,0,0.0589753224642208,0,0,0,0,0,0,0,0,0.0220914182539524,0,0,0,0,0,-0.107719234297042,0,0,0,0,0,0,0,-0.00449946232915965,0,0,0,0,0,0
X002415.SZ,0,0.0606347640348299,0,0,0,0.0594714460837272,0,0,0,0,-0.136702648368109,0,0,0,0,0,0,0,0,0,0,0,0,-0.049905992993655,0,0,0,0,0,0,0,0.12434698410821,0.121987158009405,0,0,0,0,0,0,0,0,0,0,0.173570826429702,0,0,0,0.14555766550057,0,0.155853130722312,0.0288850715721982,0,-0.00814233467431021,0,0,0,0,0,0
X000568.SZ,0,0.203392891818757,0.468019943195461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182953775213229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139781858659806,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0189598641104059,0,0,0,0,0,0
X600276.SH,0,0,0,0.035326880580841,0,0,0,0,0,0,-0.0318092197113202,0,0,0,0,0,0,0,0,-0.046475811451479,0,0,0.106546976536158,0,0,0,0,0,0,0,0.0142929640422894,0,0,0,0,-0.059777602749935,0,0,0.132681478187584,0,0,0,0,0,0,0,-0.144905437101013,0.0469049187606889,0,0,0,-8.67361737988404e-19,-0.00345353675951202,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.326099327912644,0,0,0,0,0,-0.0173230671881191,0.166972264984601,0,0,0,0,0,0,0,0,0,0,0,0.107725941830821,0.0516183239829319,0.0909181121967488,0,0.0365079709431267,-0.0880391127526435,0,0,0,0,0,0,0,0,0,0,0,-0.0411720798923942,0,-0.0134372576570226,0,0,0,0,0,0,0,0,-0.0327325667988281,1.0842021724855e-19,0,0,0,0,0,0
X002304.SZ,0,0.15432529040285,0,0,0.27659619538523,0,0,0,0.060868730890526,0,0,0,0.0600731983723833,0,0,0,0,0,0,0,0.031214482181155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179087213495607,0,0,0,0,0,0,0.126290299291506,-0.0788080744336792,0,0.0126562830578322,0,0,0,0,0,0,0.0747649868855051,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.304237081658615,0.160847382734461,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.00501280273600763,0,0,0,0,0,0,0.0738559324915145,0,0,0,0,0.176869768492841,0,0,0,0,0.0128481481207815,0,0,0,0,0,0
X300124.SZ,0,0,-0.197992422436326,0,0,0,0,0,0.0426172694708514,0,0.0755869384999336,0,0,-0.0274448428358681,0,0,0,0,0,0.205850749806487,0,0,0,0,0.0780407278700748,0,0,-0.0114573464096439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122016048850532,0,0,0,0,0,0.0939619942005158,0,0,0,0.00952670758262033,0,0,0,0,0,0
X300014.SZ,0,0,-0.038792709442821,0,0,0,0,0,0.092723725716694,0.166704018103576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020940665652058,0,0,0,0,0.650548206832024,0,0,0,0,0,0,0,0.17448675405591,0,0,0,0.193326645341103,0,-0.186436103718202,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0427223159701566,0,0.398909883954619,0,0,0,0,0,0,-0.0114117287498596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116376425217313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048791532744374,-0.0263574901143317,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0565415537100145,0,0,0,0,0,0,0,0.0397311168551404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190652417902445,0.0488005868140838,1.73472347597681e-18,0.119844834617639,0,0,0,0,0,0,0.0565342451101185,0,0,0,0,0,0,0,0,-0.0107303662403115,0,0,0,0,0,0
X002371.SZ,0,0,0.0424865307426876,0,0,0,0,0,0.195876899697053,0,0,0,0,0,0,0,0,0,0,0,0.0795562986950722,0,0,0,0.0777332563038387,0,0,0.0257755276396377,0,0,0.13640392269702,0,0,0,0,0,0,0,0,0.53363184548847,0,0,0,0,0,0,0,0.247335058350288,0,0,0,-0.202956098915777,0.104035574692307,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0864598412868841,0,0,0,0,0.0539023803542783,0.0601020519480152,0,0,0,0,0,0.0172556588494834,0,0,-0.000796379623766002,0.0899271224842156,0,0.0226289799537234,0,0.0415602063127396,0,0,0,0,0.00195285910100296,0,0.0692643440387757,0.0163160267951419,0.0833316770228207,0,-0.142189267485461,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0.119312572839195,0,0,0.171021856021884,0,0,0,0,0.128024571685221,0,0.0384839956949224,0,0,0,0.0907567164389275,0,0,0,0,0,0,-0.0115420185133132,0,0,0.0187286478071468,0,0,0,0,0,0,0,0,0,0,0,0.00735770955881236,0,0.351476473758103,0,0,0,0.0103801602448887,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0606386415630032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345939536962087,0.0984837569589092,0,0,0,0,0.0473975108125731,0,0.361786190249749,0,0,0,0,0,0,0,0,0.0387649939312777,0,-0.0538791098780424,0,0,0,0,0.00760080652129947,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.146535198914616,0,0,0,0,0,0,0,0,0,0,0,0,0.0808448611307527,0,0,0,0,0,0.109733917003002,0,0,0,0,0,0.196039329692913,0,0,0,0,0,0,0.0735169853140401,0,0,0,0,0,0,0,0,0,0.00386961146855042,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0543047443252985,0,0,0,0,0.0941016100276455,0,0,0,0,0,0,0.185351562943185,0,0,0,0.0106281346443294,0.0565515490883128,0,0,0,0,0,0.0925528367251658,0,0,0,0,0.167481096578664,0,0,0,0,6.93889390390723e-18,-0.0375838923627822,0,0,0,0,0,0,0,-0.00982549026649493,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.144940964284777,0,0.211002371192707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00677539139725036,0,0,0,0,0,0,0,0.0268932431108336,0,0,0,0.0407499533395492,0,0.205203912367516,0,0,0,0,0,-0.0224013247459267,0,0,0,0,0,0
X000596.SZ,0,0,0.330829660995564,0,0,0,0,0.474725464698045,-0.00354312838081706,-0.0862882396055555,0,0,0,0,0,0.07940169522969,0,0,0,0,0,0,0,-0.0136893379460793,0,0,0,0,-0.0644496340662819,-0.0165285798596852,0,-0.133076736206527,0,0,0.0414358658906431,0,0,0,0,0,0,0,0,0,-0.0465101713192924,0,0.0466598283863966,0,0.241278695671116,0,0,0,-0.0295755752067951,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418100161370815,0,0.225586405319725,0,0.0263708816680579,0,0,0,0,0,0,0,0,0,0,0,-0.101049739766893,0.174908374668039,0,0,0,0,0,0,0,0,0,0.203827959178961,0,0,0,0,0,0.0305214370631386,0,0.18841517764022,0,-0.0874653300719813,-0.0148719714000248,-0.00924855790308016,0,0,0,0,0,0
