,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X002304.SZ,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002007.SZ,X000596.SZ,X300124.SZ,X300014.SZ,X300142.SZ,X002371.SZ,X000100.SZ,X600741.SH,X002049.SZ,X000625.SZ,X002129.SZ,X000157.SZ,X601877.SH,X002236.SZ,X300003.SZ,X600584.SH,X000800.SZ,X002414.SZ,X600183.SH,X002179.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X600118.SH,X002185.SZ,X000050.SZ,X002008.SZ,X000547.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0658968718795352,0,0,0,0,0,0.070073260308164,0.304503356792825,0,0,0,0,0,0,0,0,0,0.0451793058109938,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0526470309137663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178845237061752,0,0,0,0,0,0
X000858.SZ,0.160714660152769,0,0,0,0,0,0,0,0.142005649179917,0.0458620869486811,0.394210953702849,0,0,0,0,0,0.0244075193744196,0.00491409330272844,0,0,0.00696937895695152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186722587890575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285416840908265,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.117276463282531,0.175706354789614,0.0165826716933174,0,0,0,0,0,0,0,0,0.0502914318006404,0.0662480063219227,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587879629971839,0,0,0,0,0,0,0,0,0,0,0,0,-3.89570066383191e-05,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316566842489822,0,0,0,0,0,0,0,0.00902033886825226,0.101318986446203,0,0.012025682009094,0,0.0575496791895719,0,0,0,0,0.179970962592121,0,0,0,0,0,0,0,0,0,0,0.0431230932864643,0,0,0.0112095285811139,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.126750368225817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606682024564734,0,0.0355195023327234,0,0,0,0,0.223857717273052,0,0,0,0,0,0,0.0307079371086662,0,0,0,0,0,0,0,0,0,0,0,-0.0136836134106339,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.00807834032107321,0,0,0,0,0,0.13969966365456,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0597896459596862,0,0,0.0459582420141652,0,0.0141138745623809,0,0,0,0,0,0,0,0,0.0180738960798115,0,0,0,0,0,0,0.10082843195377,0,0.0266293367820886,0,0,0,-0.0467798903185812,-0.0192141535338757,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303772665060901,0.0535174035725752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534662887106123,0,0,0,0,0.20661424136881,0,0,0,0,0.058569295559668,0.0103579371492322,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249893093554951,0,6.40976506813377e-05,0.0527926458099419,0,0,0,0,0,0.0632592282945702,0,0,0.0435978560864237,0.344199892009449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195703116086841,0,0,0,0,0,0
X002304.SZ,0,0.278303101731881,0,0,0,0,0,0,0,0.24922123744397,0.0311304200978592,0,0,0,0,0,0,0,0,0,0.0815775087958626,0,0,0,0,0,0,0,0,0.184992057009961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195064229058121,0,0,0,0,0,0,0
X000568.SZ,0,0.192304761441604,0,0,0,0,0,0,0.13380284568681,0,0.157061650879845,0,0,0,0,0,0.0190607306042448,0,0,0.103433011952158,0.0703503169570247,0,0,0,0,0,0,0,0,0.00572291659436172,0,0,0,0,0.029071775382278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040788811002688,0.00629565080453151,0,0,0,0,0,0
