,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X002074.SZ,X600183.SH,X601799.SH,X002463.SZ,X600418.SH,X002180.SZ,X300142.SZ,X000733.SZ,X000066.SZ,X002028.SZ,X600702.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.421602608829959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354938222620344,0,0,0,-0.0169876347581715,0,0,0,0,0,0
X000858.SZ,0.128274728271833,0,0,0,0,0,0,0,0,0,0,0.088974232432419,0,0,0,0,0,-0.0529549358960014,0,0,0,0,0,0,0,0,0,0,-0.0754316504175072,0,0.0691595626629998,0,0.0225218447005215,0,0.0163643495229673,0,0,0,0,0,0.00471718695710011,0,0,0,0,0,0,0,0.0444052367915272,0.281484436284804,0,0,-0.022660891798924,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129070176766021,0,0,0,0,0,0,0.0497934702736485,0,0,0.20692627327834,0,0,0,0,0,0,0,0.0774891394766085,0,0,0,0,0,0,0,0.00657310236923434,0,0,0,0,0,0,0,0.0620837522794827,0.0083796837847787,-0.0160566510806675,0,0,0,-0.0366260427257014,0,0
X000568.SZ,0.204688904947927,0,0,0,0,0.251844627899312,0,0,0,0,0,0,0,0,0,0.220472257505201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127467491185343,0,0,-0.00854530150851,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.118243250129238,0,0,0,0,0,0,0,0,0,0,0,0,-0.035192829779619,0,-0.131453389249501,0,0,0,0,0,0,0,0,0.0926773758630302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189718601456849,0.0605743618248522,0,0,0,-0.00974031718714645,0,0.0101925858655013,0,0,0,0,0,0,0
X600809.SH,0.173053303682955,0,0,0.457933614560338,0,0,0.00636744206940917,0,0,0,0,0,0,0,0,0.131167901329473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262556633294683,0,0,0,0,0.0146353037982893,0,0,0,0.0484337191818738,0.0502944842114114,0,0,0,0.00360923419401453,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192363432240922,0,0,0,0,0,0,0,0,0,0.0778030717499584,0,0,0,0,0,0.158071111745347,0,0,0,0,0.0844122363813544,0,0,0,0,0.0884191163366961,0.0653304317345198,0.202745838780277,0,0,0,0,0,0,-0.0450421770244542,0.0583119782281341,0,0,0,-0.108618684773138,0,0
X600690.SH,0.144048516243194,0,0,0.0869790549164474,0,0,0,0,0,0,0,0.0230277339425907,0,0,0,0.0381234656341543,0,0,0.0308233479639652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200968252145913,0,0,0,0,0.0516305712652068,0,0,0,-0.0596522458668405,0,0,0,0,-0.000320702627740093,0,0,0,0,0,0,0
X000651.SZ,0.108385815772643,0,0,0,0.13462580838362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442840202999278,0,-3.46944695195361e-18,0.0915700740623886,0,0,0,0,0,0.0055256192768278,0,0,0,0.0184087343382037,0,0,0,0.0136611779522082,0,0,0,0,0,0,-0.0127817852592103,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0510070816127423,0,0,0,0,0,0.0826540082377114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305461025430173,0,0,-0.0253745243265272,0,0,0,0,0,0
X600104.SH,0.13788644098407,0,0,0,0,0,0,0,0,0,0,0.150680005337559,0.0125105632704951,0,0,0,0,0,0.0910490058059827,0,0,0,0,0,0,0,0,0,0,0.0142055510249666,0,0,-0.0893786135688289,0,-0.000165305410902301,0,0,0.108672218129384,0,0.0263769074760893,0,0.0275775203310859,0,0.0215022961671286,0,0,0,0,0,0,0,0.0059294271656988,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.0343165318684372,0,0,0,0,0,0,0,0,0,0,0.0900135875434342,0,-0.0428453626023844,0,0,0,0,0,0,0,0,0,-0.0533043155809686,0.120606931702588,0.0238511885365394,0,0,0,0,0,0,0,0,0.435411522188117,0,0,0,0,0,0,0,-0.00357974803780402,0,-0.124101904656893,0,0,0,0,0
X300124.SZ,0,0,0,0.0823261342294501,0,0,0,0,0,0,0,0,0,0,0,0,-0.132270644682858,0,0,0,0,0,0,0,0.0199700917936752,0,0.170188183964468,0,0,0,0,0.310655592188864,0.0139288066817252,0,0,0,0,-0.14631440853203,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000800774777539164,0,0.132188204176253,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.082573710662344,0,0,0,0.0814175548712923,0,0,0,0,0,0.419155713158476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243505277171843,0,0,0,0,0,0,0,0,0.00656645965764696,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0591249231966206,0,0,0,0,0,0.0844458093612705,0.114458417129969,0.105719666439693,0,0,0,0,0,0,0,0,-0.0723745249921852,-0.172422047329312,-0.15688267328672,0.040272629852008,-0.098910197372477,0,0.0558176471552345,0,0,0.023458097851048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097318553891522,-0.0121708053708522,0,0,0,0.0159345727108242,0,0
X000596.SZ,0,0,0,0.346461671042403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967227103959634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176237651984996,0,0.00936465858395431,-0.0155046790227932,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126047103842338,0,0.109819951929698,0,0,0,0.0685460958685416,0,0.0327443162276622,0,0,0,0,0,0.0524164465766334,0,0,0.106265688000322,0.0403912668897104,0,0,0,0,0,0,-0.00644735460299791,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0584701933388656,0,0,0,0,0,0,0,0,0,0,0,0,0.0563253848918787,0,0,0,0,0,0,0.16839534013841,0,0,0,0,0,0,0,0.352593323956826,0,0,0.2110694342138,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113097732956557,0.0279498820952034,0,0,0,0,0.264366151609582,0,0
X000338.SZ,0,0,0,0,0,0,0.00843162904709139,0,0.299286670479526,0,0,0.000829291107064716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185457598977973,0.020649244423773,0,0,-0.0977141319313214,0,0,0,0,-0.0227819428008718,0.0235486840016063,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593959657210317,0,0,0.0723490722497482,0,0.0595428111876908,0,0,0,0,0,0.0287003801677857,0.00587994761590355,0,0.333673198478059,0,0,0,0,0.061747031001594,0,0,0,0,0,0,0.0444344214068273,0,0,0,0,0,0,0,0,-0.00814227385362971,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343381635732554,0,0,0,0,0,0.164121806911442,0,0,0,0,0,0,0,0,0,0.0434018468786275,0,0,0.0242575138493324,0,0,0,0,0,0,0,0,0.00194492255435856,0,0,0,0,0,0,0
X002179.SZ,-0.039058562338041,0,0,0,-0.0641498270693425,0,0,0,0,0,0,0,0,0.339117691868801,0,0,0,0,-0.11396133820939,0,0,0,0,0,0,0,0.0812654515229998,0,0.0507011122199705,0,0,0,-0.128141902215431,0,-0.0348960352257095,0,-0.0483102488557389,0,0,0,0,0,-0.0437887677566802,0,0,0,0.263378343076034,0,0,0,0,-0.00029723587088356,0,0,0,0,0,0,0
