,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X002475.SZ,X600177.SH,X002292.SZ,X002456.SZ,X000559.SZ,X000338.SZ,X600372.SH,X002007.SZ,X300003.SZ,X000157.SZ,X002506.SZ,X600867.SH,X002180.SZ,X002074.SZ,X600522.SH,X300124.SZ,X002085.SZ,X002294.SZ,X600089.SH,X002426.SZ,X600487.SH,X601877.SH,X002508.SZ,X600498.SH,X000050.SZ,X002249.SZ,X002465.SZ,X000869.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.176731609549391,0,0,0,0,0.128507830296021,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.231250898716334,0,0,0,0,0,0,0,0,0.0513775106530576,0,0,0.119600667865816,0,0,0,0,0.0463351335312683,0,0,0,0,0,0,0,0,0,0,0,0,-0.030885120383662,0,0,0,0,0.0417703578737456,0,0,0,0,0,0,0
X600104.SH,0.0459463023948087,0,0,0,0,0,0,0,0.505767751871361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0095520839523404,0,0,0,0,0,0,0,0,0,0.0156773236552792,0,-1.73472347597681e-18,0,0,0,0,0,-0.0158086971971674,0,0,0,0,0,0,0.0302624929188252,0.00121417185096061,0,0.0466212434764563,-0.029296578999594,0,0,0,-0.0751942426968422,0,0
X002415.SZ,0,0,0,0,-0.10892863943768,0,0,0,0,0,0,0,0,0,0,0,0.0603864615988251,0,0,0,0.0232130501259931,0.0870760367618064,0.0976215811967607,0,0,0,0,0,0.0793442102085926,0,0,0,0,0,0.0630510085401235,0,0,0,0.167015262715752,0,0,0,0.0247509776803518,0.0800479082272298,0.0460514678670632,0,0,0,0.0189326964898372,0,0,0.0348265017648266,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0768922843627173,0,0,0,0.0199714387936404,0,0,0.333810959054874,0,0,0,0,0,0,0,0,0,0,0,0.0802081586134558,0,0,0,0,0,0,0.00783106784074075,0,0,0,0,0,0,0,0,0.168804625393544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0844390938554472,0,0.0990874058269816,0,0,0,0,0,0,0,0,0,-0.0608052302721631,0,0,0,0,0,0,0,0,0,0,0,0.049606295548608,0.0657537681348644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305156466114193,-0.00910289530001019,0,0,0,0,0,0
X002304.SZ,0.0540758685772551,0,0,0.511583979919651,0,0,0,0,0,0,0,0,0,0,0,0,0.19596204454558,0,0,0,0,0,0,0,0,0,0,0.0789352921045073,0,0,0,0.0879904738030542,0,0.0711097815023466,0,0.01180183677756,0,0.0163488168877121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0525172527402576,0,0,0,0.0588488047250769,0,0,0,0,0,0,0,0,0,0.0527612714453002,0.017971873023313,0,0,0,0,0,0.00329501855022017,0,0,0,0,0,0,0,0,0,0,0,0.0360627411993918,0,0,0,0.0088307699643394,0,-0.0765473799502403,0,0,0,0,0,0,0
X000625.SZ,0,0.254858306548185,0,0,0,0,0,0,0,0,0,0.0545496417640757,0,0.0894914010762967,0,0.0360909845687382,0,0,0,0,0,0,0,0,-0.0165443387949622,0,0,0,0,0,0,0,0,0,0,0.0334351884581328,0,0,0,0,0,0.0741391009729994,0,0,0,0,0,0,0,0.00304778858578507,0,-0.00539633286813563,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.143204031959802,0,0,0,0,0,0,0,0.067531995953504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623589121624081,0,0,0.106821812066351,0,0,0,0,0.00667492497987531,0,0.102227408508996,0,0,0,0,0,0.0059872169180679,0,0,0,0.0141201791163028,0,0,0,0.00414541603032392,0,0,0.0805393244615644,0,0,0,0,0,0
