,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000725.SZ,X600809.SH,X003816.SZ,X002241.SZ,X000338.SZ,X300142.SZ,X002007.SZ,X600690.SH,X600703.SH,X002371.SZ,X300014.SZ,X000596.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X300003.SZ,X600584.SH,X002129.SZ,X601877.SH,X600741.SH,X000157.SZ,X600183.SH,X002236.SZ,X002414.SZ,X000800.SZ,X000066.SZ,X300136.SZ,X000977.SZ,X002456.SZ,X000625.SZ,X002179.SZ,X002185.SZ,X600118.SH,X002008.SZ,X002463.SZ,X601799.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.308561222442053,0,0,0,0,0,0,0,0,0,0.0481816263662991,0,0,0,0.0163524113613005,0,0,0,0,0,0,0,0,0,0,0.0645694182964466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00567609575916154,0,0.00415388940627814,-0.00454929552367684,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.128007939369303,0,0,0,0.172104257029641,0,0.235488513187899,0,0.0694538647454112,0,0.0358193420388644,0,0,0,0,0,0.0578145186030817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126483423515542,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0578927780494655,0,0,0,0,0,0,0.216666053858504,0,0,0,0,0,0,0.0622784142738441,0,0,0,0,0,0.0129850901319867,0,0,0,0,0.0661784062810856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00991528952167558,-0.010432307948576,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319969716795974,0,0,0.035248847324466,0.0244608141476378,0,0,0,0.0802816109358871,0,0,0.0438269912712375,0,0.0813352547883669,0.0154905962820512,0,0,0,0,0,0,0,0,0.0366643935259929,0,0.0859200209818844,0,0,1.73472347597681e-18,0,0,0,0,0,0.00527067815060924,0,-0.00475742651124613,-0.0266937895370024,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279647250735516,0,0,0,0,0,0,0,0,0,0,0.13016628928826,0,0,0,0,0,0,0,0.182227453438169,0,0,8.67361737988404e-19,0,0,0.0285225835643358,0,0,0,0,0,0,0,0,0.0957850961230014,0,-0.00116966008277866,-0.00929303493945895,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0548166973566288,0,0,0,0.0696909675546065,0.0404192755986128,0,0,0.130014686859845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754927257888327,0,0,0,0,0,0,0,0,0,0,0.0154159065244559,-0.0200940440217263,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0307482248959584,0,0,0,0,0,0,0,0,0,0.0260969630573255,0,0,-0.0443305216408114,0,0,0,0,0,0,0,0,0.010452788293941,0,0,0.113030823426233,0,0.0486934195515954,0.118921792178705,0,0,0.0265807715750358,0.121645034344342,0,0.0189036506622861,0,0,0,0,0,0,0,-0.0155037311996186,5.42101086242752e-20,0,0,0,0,0,0
X002304.SZ,0,0.269840477342864,0,0,0,0,0,0,0,0,0,0.290378404951888,0,0,0,0,0,0,0,0,0,0,0,0.0631972335760039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00839000160646548,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.106903436028214,0,0,0,-0.0570109533722933,0,0,0,0,-0.092609807403718,0.178931142569367,0,0,0,0,0.129667810489472,0,0,0,0,0,0.0329961397517825,0,0,0.0780872119636577,0,0,0,0,0,0,0,0,0,0.0795997965458118,0,0,0,0,0,0,0,0.0402679674978821,0,0,0,0.0589290723023455,0,0.0170723476737751,-0.0294197241045,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.233968486388107,0,0,0,0,0,0,0.102431721370368,0.0405550066291089,0,0,0,0,0,0.0691306259931828,0,0,0,0,0,0,0,0.0401398847150304,0,0,0.0699991964689496,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0788773030489266,0,0,0.000469501091791736,0,0,0,0,0,0,0
