,X600519.SH,X600104.SH,X000858.SZ,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000568.SZ,X000338.SZ,X600031.SH,X600741.SH,X600703.SH,X300003.SZ,X600271.SH,X601877.SH,X300124.SZ,X000596.SZ,X600487.SH,X002008.SZ,X002236.SZ,X002456.SZ,X002007.SZ,X600809.SH,X000100.SZ,X600566.SH,X002179.SZ,X600867.SH,X600498.SH,X000661.SZ,X300146.SZ,X000625.SZ,X600066.SH,X002294.SZ,X600177.SH,X000157.SZ,X300136.SZ,X000977.SZ,X600089.SH,X002506.SZ,X002180.SZ,X002241.SZ,X600372.SH,X300142.SZ,X600522.SH,X000050.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.439547201664126,0.0229319754683973,0,0,0,0,0,0,0,0,0,0,0,0,0.149396354060813,0,0,0,0.0289142185653774,0,0,0.00420271336547392,-8.67361737988404e-19,0,0.0692826788647308,0,0,0,0,0.0576890951596679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00314353143701997,0,0,0,0,0,0,0
X600104.SH,0,0,0.113515944054592,0,0,0,0,0,0.131186562297074,0,0.0345514224422695,0,0.0718107533077748,0,0,0,0,0,0,0.02387608560861,0,0,0,0,0,0,0.194761016161396,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.161420315366783,0,0,0,0,0,0,0,0.0259046410244211,0,0,0.0135836179661075,0,0,0,0,0,0,0
X000858.SZ,0.122855511510455,0.0910367702610914,0,0,0,0,0.0576053740923461,0,0,0,0,0.216328803762073,0,0,0,0,0,0,0,0,0.117332317500068,0,0,0.00804840577164429,0,0,0.144174845446796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X000651.SZ,0.213431560299483,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.171422665068217,0,0,0.0571881931793648,0,1.73472347597681e-18,0,0,0,0.0516654266437197,0,0.000711686617138819,0,0,0,0.135134271270003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447644509911409,0,0,0,0,0.00253445167967919,0.00167888277054175,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0420730601788864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625039411224731,0,0,0,0,0,0,0,0.0931873889659429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147161611139379,0.0418999165429649,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.035986077031734,0,0,0,0,0,0.330358997089989,-0.0487982835427519,0,0,0,0,0,0.136447668334964,0,0.129782687801191,0,0,0,0,0.021349293026958,0,0,0.178190312566295,0,0,0.20383353837534,0,0,0,0,0,0,0,0,-0.0169420782755739,0.0480022296703891,0,0,0,0,0.0153848658257845,0.0362201599804361,0,0,0,0,0,0
X002304.SZ,0,0,0.45387508897564,0,0,0.0123327885085446,0,0,0,0.0219296718277294,0,0.348748461104319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101003366777396,0,0.0327883752448821,0,0,0,0,0.00590509384720178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00279141451654491,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959540753851098,0,0,0,0,0,0,0,0.0893783620927219,0,0,0.189684830199165,0,0,0,0,0,0,0,0,0,0,0,0,0.0340903550192325,0,0,0.0362555961018284,0,0,0,0.411224380156983,0,0,0,-0.00454083178951936,0,0,0,0,0,0,0
X600690.SH,0,0.0607842504201212,0,0,0,0,0,0,0,0,0,0.0202649118226271,0,0,0.284446569491711,0,0,0,0,0.159078192175085,0,0,0,0,0,0,0,0,0,0,0.0572991054601059,0,0,0,0,0,0,0,0,0,0.0215757476558186,0,0,0,0,0,0,0,0,0.0518081447949224,0,0,-0.0148530499087877,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.251773626056226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347176384147815,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.102951931126627,0.0265562099646155,0,0,0,0,0,0,0,0,0,0,0.00191693728685271,-0.0327832713605034,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0441295812962799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657068279909182,0.0364042512046597,0,0,0,0,0,0,0.0176495517834102,0,0,0,0,0,0,0.125128514043625,0.0120302256437504,0,0,0,0,0,0,0,0,0,0,0.017482188157782,0.066499820541629,0,0,0,0,0,0
X000568.SZ,0,0,0.353208924483277,0,0,0,0.188376051414172,0,0,0,0,0,0,0,0,0,0.0627978053248583,0,0,0,0,0,0,0,0,0.0708495138588475,0.179380448150341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011004738183934,0,0,0,0,0,0,0
X000338.SZ,0,0.177331157642666,0,0.170958924587607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179694113116776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020041032365618,0,0,0,0,0,0,0.102357770982518,0,0,0,-2.16840434497101e-19,-0.00876711341538161,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0955393001237269,0,0.0056831413060121,0,0,0,0,0,0,0,0,0,0,0,0,0.0713094062854485,0.0840972854398838,0.0305934710666054,0,0,0,0,0,0,0,0,0,0,0.0426103605872175,0,0,0,0,0,0,0.0553780958369424,0,0,0,0,0.171018995048603,0.0448634176818265,0,0,0,0,-0.0143029829593443,0.027130608989289,0,0,0,0,0,0
X600741.SH,0,0.105254616538404,0,0,0,0,0,0,0,0,0.0625153407407468,0,0,0,0,0,0.0112194008581849,0,0,0.0206613778889459,0,0,0.178190781934898,0.084845606247167,0,0,0.00172942859894398,0,0,0,0,0,0,0,0.0153213730535091,0.119624482488707,0,0,0,0.0444171614583314,-4.33680868994202e-19,0,0,0,0,0,0.0702384736995064,0,0.0107815533478958,0,0,-0.00728227706281715,-5.42101086242752e-20,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0560149667454577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319598502569205,0.0970565072690473,0,0,0,0,0,0,0.0088987998246519,0,0.160845813954131,0,0,0,0,0,-0.0187859585599038,0,0,0,0,0,0,0,0,0,0.0716932703374607,0,-0.0134915643916835,-0.0164792424219396,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.590283891589444,0,0,0,-0.036554399845745,0.143681178822885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19641633350488,0,0,0.0899063115811567,0,0.100758969302735,0,0.0605431201010725,-0.0976602503272989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236012605298498,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0.0196803015030013,0,0,0,0,0,0,0,0,0,0,0.364316210610513,0,0,0,0.085394222186597,0,0,0,0.0908582340435043,0,0,0,0,0,0,0,0,0,0.0220806062891126,0.198220805004226,0,0,0,0,0.489941512280454,0,0,0,0,0,-0.0109664952342534,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.0741314361726863,0,0.10577928911953,0,0,0,0,0,0,0,0,0.0609074023425248,0,0,0,0.00472233335845804,0.0791444035032238,0,0,0,0.0312957602121515,0,0,0,0.00916895095182291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.129689999712407,0,0,0,0,0,0,0,0.0191501690312069,0,0,0,0,0,0,-3.46944695195361e-18,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.427046385384687,0,0,0,0,0,0.206975320543115,0,0,0,0,0,0.0555024179452834,0,-0.0964242028116394,0,0,0.00815503238991079,-0.0210771975040507,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.343070437229045,0,0,0,0,0.06778759365732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304966982374942,0,0,0,0.032615230499442,0.0543579282704322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033965174645024,0,0,0,0,0.0111010533460406,0,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0.218321484157796,0,0,0,0,0,0,0,0.167451887999243,0,0,0,0,0,0,0,0,0.0221040260665387,0,0,0,0,0.27069041845217,0,0.0418794157674593,0,0,0,0,0,0,0,0,0,0,0,0,0.0091381378417731,0,0,0,0,-0.0384100138963056,-0.052095018802091,0,0,0,0,0,0
X002008.SZ,0,0.0616699259669837,0,0,0.236263075676111,0,0,0,0,0.123367909636236,0,0,0,0.117183097151512,0.11649228697774,0,0,0,0,0,0.199831438685137,0,0,0,0,-0.0499626290219824,0,0,0,0,0,0,0,0,0,0.0997029669139908,0,0,0,0,0,0,0,0.0696422139079038,0,0,0,0,0,0,0,0.034675421414443,0.00626435499747788,0,0,0,-0.0476829554635598,0,0
X002236.SZ,0,0,0,0,0.507893814070945,0.0232297495379361,0,0,0,0,0,0,0,0,0,0.64547046324009,0,0,0,0.0741246682419255,0,0,0,0,0,0,0,0,0,0,0.0218815881003229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115938733073598,0,0,0,0.116375400878433,0,0.0116142403389953,0.0414467460892792,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0.0076258018200527,0.373053556221246,0,0,0,0,0.06739267110263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404383226745419,0,0,0,0.17034366528941,0,0,0,0,0.046565246963709,0,0,-0.0121552862173664,-0.0367168376447012,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0.437759086020706,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903534590493829,0,0,0,0,0,0,0.160597695579018,0,0,0,0,0,0.0446880965909729,0,0,0,0,0,0,0,0,0,0,0,0,-0.10859019269065,0.178825129148726,0,0,0,0,0.011984089011833,-0.0682043727269864,0,0,0,0,0,0
X600809.SH,0,0.0492581204629922,0,0,0,0,0.202080057697353,0,0,0.0180256784184363,0,0,0,0,0,0.00148692286360503,0,0,0,0,0.414496249112343,0,0,0,0.0591396596893524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168421325690414,0,0,-0.0220352492381038,-0.0469314705523099,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.353915517317345,0,0.013096731291556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232249442790244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159655593824915,0,0,0,0,-0.00272001955948903,0,0,0,0,0,0
X600566.SH,0,0,0,0,0.0905590588503012,0.0248122585901767,0,0,0,0,0.040596394880741,0,0,0,0,0,0.246876872659053,0,0,0,0.035264059784545,0,0,0,0.0166615707233333,0.0460399161912027,0.117586373794476,0,0,0,0.0980610275736362,0,0.0831576708168306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113668692433483,-0.00671825747374188,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,-0.0456783062515043,0,0,0,0,0,0,0,0,0,0.315210642793705,0,0.0312706703232226,0,0,-0.300081823186299,0.135585568229242,0,0,0,0,0,0,0,0,-0.0999028190783169,0,0,0,0,0.173608594397532,0,0,0,0,0.0234243344658015,0,0,0.167780426489982,0,0.197610056809577,0.0119719056858023,0,0,0,0,0.022222372263902,-0.00240092190247795,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0.836636166007655,0,0,0.183886588310536,0,0,0,0,0,0,0,0,-0.0708248615631006,0,0,0,0,0,0,-0.0555916534476947,0,0,0,0,0,0,0,0,-0.155744700298916,0,0.474368783052743,0,0,0,0,0,0,0,0.367610426802714,0,-0.215266199018236,-0.456687674126449,0,0,0,0,0,-0.065275388302279,0,0.26419291666221,0,0,0,0
