,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X002304.SZ,X600104.SH,X000568.SZ,X600031.SH,X600809.SH,X000725.SZ,X000063.SZ,X600690.SH,X002241.SZ,X000661.SZ,X003816.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X300124.SZ,X600703.SH,X002007.SZ,X600741.SH,X000625.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X002129.SZ,X002236.SZ,X601877.SH,X002049.SZ,X000157.SZ,X002179.SZ,X600584.SH,X300003.SZ,X000800.SZ,X002414.SZ,X600183.SH,X300136.SZ,X601799.SH,X000066.SZ,X000977.SZ,X002456.SZ,X002008.SZ,X300146.SZ,X002185.SZ,X600118.SH,X000050.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.11068846880227,0,0,0,0,0,0.0689743545140614,0,0.27563567443353,0,0,0,0,0,0,0,0.0757178096064032,0,0,0,0,0,0,0.103875668367027,0,-1.73472347597681e-18,-0.0245520503890409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130416593801713,0,0.0680373194470607,0,0.0409362187099174,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0293550876410974,0,0.0550895851886704,0,0.239100155976491,0,0,0,0.0404573611402,0,0,0,0.134878230423893,0,0.0735755149648941,0,0,0,0,0,0,0,0,0,0,-0.0153218668627102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100127485697394,0,0,0.0160627074132689,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0514377745584715,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.0998902341733931,0,0.00154902166680398,0,0,0,0,0,0.00768022762036501,0,0,0.022803142379117,0,0,0,0,0.047625068943002,0,0,0,0,0,0,-0.00152106563725649,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350415745245486,0,0,0,0,0,0,0,0,0,0,0.11253828782533,0.0084184430050186,0,0,0,0,0,0,0,0.0646168081231656,0,0,0,0,0,0.0433446707865031,0,0,0,0.121286016546097,0,0,0,0.117238650164633,0,0,0.0101143493792343,-0.0157857471350016,0,0,0,0,0,0
X002415.SZ,0,0,0,0.112105886802237,0,0,0,0,0,0,0,0,0,0.103230334407207,0,0,0,0,0,0,0,0,0,0,0,0.0527754802101263,0,0,0,0.172955230862475,0,0,0,0,0,0,0,0,0,0.0418168522989674,0,0,0,0,0,0,0,0,0,0,0,-0.00483050574034869,-0.00379725058395633,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843991740962441,0,0,0,0,0,0,0,0,0,0,0,0.12613873885394,0,0,0,0,0,0,0.0621944072289958,0.0293712646427011,0,0.0317307281959812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536078045192211,0,0,0,0,0,0
X002304.SZ,0,0.137789690061899,0,0,0.0980477216084358,0,0,0,0.328688632785101,0,0,0,0,0,0,0,0,0,0,0.118979378471237,0,0,-0.0918477007820363,0,0,0,0,0,0,0,0,0,0,0.0893638498320883,0,0,0,0,0,0,0,0,0,0,0,0.0908423697722723,0,0,0,0.019404441673273,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229681735760337,0,0,0,0.0192555098608874,0,0.081835864465181,0.0173032669754702,0,0.0362575844357172,0,0,0,0,0,0,0,0,0,0,0.0389399183564478,0,0,0,0.0209384565121289,0,0,0,0.0429045101783858,0,0,0,0,0,0,0.00360180107750174,0,0,0,0,0,0
X000568.SZ,0,0.0998472647795807,0,0,0,0,0.216355642667086,0,0,0,0.163700627357496,0,0,0,0.129014181411674,0,0,0,0.108306772485116,0,0,0,0,0,0,0,0,0,0,-0.103572618137354,0,0,0,0,0,0,0,0,0,0,0.0354692052096834,0,0,0,0,0,0,0,0,0.197393670907799,0,-0.00557075956782385,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226456802383632,0,0.349911173772335,0,0,0,0,0,0.0635286828694412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054101642611594,0,-0.0076204741774305,0,0.0401387025059678,0,0,0,0,0,0,0,0,0
