,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X300014.SZ,X000651.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X002371.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X002049.SZ,X000338.SZ,X600703.SH,X600089.SH,X002179.SZ,X000661.SZ,X601877.SH,X002074.SZ,X300142.SZ,X600741.SH,X600522.SH,X002180.SZ,X000733.SZ,X600702.SH,X600460.SH,X000100.SZ,X000799.SZ,X600884.SH,X000157.SZ,X002236.SZ,X601799.SH,X600584.SH,X000800.SZ,X002176.SZ,X600779.SH,X002007.SZ,X002414.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0415514042678795,0.0522268139001121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256440790542316,0,0,0,0.00572182431399376,0,0,0,0,0,0,0,0,0,0,0,0.0600216245189409,0.118576832422287,0,0,0.0308340651438314,0,0,0,0,0,0,0.0459894040749318,0,0,0,0,0,-0.000649944068385846,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.235956364493695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171287185930976,0,0,0,0,0,0,0,0,0,0,-0.011043046628938,0,0,0,0,0.0261122368532408,0,0,0.207744589664572,0,0,0,0,0,0,0,0.0910207280489062,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0112760591794231,0,0
X600809.SH,0,0.38822281832637,0,0,0.0566850830573518,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.08455462564428,0.0170248258132318,0,0,0,0,0,0,0,0,0,0,0,0,0.023342927591795,0,0.0555393979371752,0.358586762231124,0,0,0,0,0,0,0,0,-0.0343778169991936,0,0,0,0,0,0,0.0130435454621554,0,0,0,0,0,0,0
X000568.SZ,0,0,0.134368989925374,0,0,0.022564040195342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461888328535924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371255118687274,0,0,0.109686387606655,0,0,0,0,0,0,0,0,0,0,0,0,-0.0085139985329009,0,0,0,0,0,0,0
X002415.SZ,0,0,0.00381740961779814,0,0,0,0,0,0,0,0,0,0,0,-0.1548003277744,0,0,0,0,0,0,0.087026619703532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935385438762528,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0394143934856942,0.0114061927143441,0,0,0,0,0,0
X002304.SZ,0,0,0,0.142980992526885,-4.33680868994202e-19,0,0.0435624290956926,0,0.0100427122662891,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0598503186996171,0,0,0.0231624317723306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277343396811398,0,0,0.00114188564927907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.125882333739912,0,0,0,0,0,0,0,0,0.168451721534516,0.0442104448699298,0,-0.0400467429190543,0,0,0,0,0,0,0,0.092792239226848,0,0,0,0,0,0,0,0,0,0,0,0.0374414516579823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404296440880393,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.022958938812534,0,0,0,0,0,0,0,0,0,0.0835472883659068,0.046636348473514,0.0314263200222696,0.41969880457432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202286624128675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0722139526058959,0.182089436416267,0,0,0,0,0,-0.0443449062502286,0.102663701103451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429141070034142,0,0,0,0,0,0.0405423666712108,0,0,0,0.16823331276702,0,0,0,0,0.0780123935913964,0,0.299558263180828,0,0,0,0,0,0,0,0,0,-0.0300652840265123,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.121885709960132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165117257173759,0.0211716320376076,0.0118800849491958,0,0,0,0,0,0,0,0,0.0646766157242754,0,0.0659724889624213,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0
