,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X002371.SZ,X000625.SZ,X600031.SH,X000063.SZ,X000596.SZ,X000100.SZ,X600089.SH,X002179.SZ,X300014.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002241.SZ,X600372.SH,X600741.SH,X002463.SZ,X000661.SZ,X000977.SZ,X002129.SZ,X002049.SZ,X002028.SZ,X600584.SH,X601877.SH,X600522.SH,X601799.SH,X000800.SZ,X600066.SH,X600183.SH,X000921.SZ,X002223.SZ,X002007.SZ,X600177.SH,X002074.SZ,X002156.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.217647681465375,0.0627026944372331,0.220872473615899,0,0,0.0624233433837077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547831107966744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769255581550918,0,0,0,0,0,0,0,0.0431067572643816,0.011203939859575,0,0,0.011763964462391,-0.00588440051295932,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0439960876805422,0.535626220358004,0,0,0,0,0,0,0,0,0,0,-0.0438865180394108,0,0.0677619059123585,0,0,0,0,0.0803708284567952,0,0,0,0,0,0,0,0,0.0282612076031988,0.0294718743170461,0,-0.0623814251402668,0,0,0,0,0,-0.0592436309026543,0,0,0,0,0,0,0,0,0,0.00174831112584856,-4.33680868994202e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.120715163212106,0,0,0,0,0,0,0,0,0,0,0.0650694264512202,0.109450737751674,0,0,0,0.109339951972559,0,0,0,0,0.0479388202771311,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,-0.00822823667582551,0,0,0,0,0,0,0
X600809.SH,0.127335021203307,0,0,0,0,0.436635112711831,0,0,0,0,0,0,0,0,0,0,-0.00296359469583365,0,0,0.314078988189695,0,0,0,0,0,0,0,-0.0272335398545011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0401994541794902,0,0,-0.0508679301599249,0.0417654641045453,0.0802986455478265,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853915645078072,0,0.159979960995288,0,0,0,0,0,0.01975615946091,0,0,0,0,0,0.0232789760860554,0,0,0.192663387465107,0.0247352984717988,0.0201486284072897,0,0,0,0,0,0.0323420236287,0,0,0.0614695915258723,0,0,0.0239751131601493,0,0,0,0.00677549072187931,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.664047456868858,0,0.303722572469929,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.103928252067556,0,-0.0647012428349243,0,0,0,0,0,0,0,0,0,0,0.0300437378866512,0,0,0.0610652207145005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967391576232657,-4.33680868994202e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.334275569723237,0,0.0318807143120307,0.00256816767510776,0,0,0,0,0,0.148972601198844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135444550272488,0,0,0,0,0,0,0,0,0,0,-0.0128642833634209,-0.0672200632229438,0.0935643266097721,0,0,0,0,0,0,0,1.73472347597681e-18,0.00758321575176396,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0755721625337882,0,0,0,0,0,0,0,0,0,0,0.0768876262792032,0,0,-0.00875303593151965,0,0.0652674410686193,0,0,0,0,0,0,0,0,0,0.0696368735524293,-0.0280226385047431,0,0,0,-0.0875103703992446,-0.0243462545738871,0,0,0,0.0214537387206162,0,0,0,0.190488383152041,0,0,0,0,0,0,0,-0.0158682330679423,0,0.0329148722183122,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232097989743443,0,0,0,0,-0.0759036527034851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545662262346897,0.275696921621607,0,-0.046993398884284,0.00926362371883023,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0902061033960522,0,0,0,0,0,0,0,0.00224016814243927,0,0,0,0,0,0,0,0.221905087102065,0,-0.140621709450163,0,0.339018424674828,0,-0.0204777590444478,0,-0.00171172706156188,-0.199809642405691,0,0,0,0,0,0,0,0,0,0.0859560039178155,0,0.123578127953203,0,0,-0.0438608379495431,0,0,-0.0297482375003568,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.097998898945232,0,0,0.0400911952963051,0,0,0.122200109138316,0,0,0,0.0289905061070529,0.0352821478426891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594033024110813,0,0,-0.017005011508038,0.0051238379359108,0.062866189170901,0,0,0,0,0,0,0,0,0.0178918159310436,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.156734453818065,0,0,0,0,0,0,0.117969427997957,0,0,0,0,0,0,0.104505552660576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116467816270266,0,0,0,0,0.00530693404273696,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0729238281560458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401413040016708,0,0,0,0,0,0.100291772593028,0,0,0,0,0,0,-0.012332566756386,0,0,0,0,0,0,0,0,0.0512927722383714,0,0,0,0,0,0,0,0,0,0.00606965979560904,0.0278844195244657,0,0,0,0,0
