,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X002129.SZ,X000100.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X002074.SZ,X002007.SZ,X002463.SZ,X000800.SZ,X600183.SH,X601799.SH,X600418.SH,X300142.SZ,X002180.SZ,X000733.SZ,X600460.SH,X002028.SZ,X600702.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.250154750483799,0,0.0912667925149395,0.0495117016971961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035261267430121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218081097827062,0,0,0.0190680688126182,0,0,0,0,0,0,0,0,0,0,0.136814096635847,0.0402234885062375,0,-0.00244163522592026,0,0,0,0,0,0,0
X000858.SZ,0.215986776513514,0,0,0,0,0,0,0,0,0,0,0,0.0761197354097599,0,0,0,0,-0.0119419258599691,0,0,0,0,0,0,0,0,0,0,0,0,0.0699644179981579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507861107529679,0.0558310305595415,0.21464907559495,0,-0.00975049324514896,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230290205465989,0,0,0,0,0,0.048538531644209,0,0,0,0.20763548621136,0,0,0,0,0,0,0,0.0330074989331195,0,0,0,0,0,0,0,0,0.0292522852469828,0,0,0,0,0,0,0,0,-0.0253791976340241,0,0,0,0,0,0
X000568.SZ,0.430943060290794,0,0,0,0,0.330616813713257,0,0,0,0,0,0.126246336635082,0,0,0,0.161520159922432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216841591728037,0.00613731266417359,4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.15789907602727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678502041096647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000572034963308632,0.0389650844683189,-1.73472347597681e-18,0,0,0,0,0.00171516010533211,0,0,0,0,-0.0360064289398386,0,0
X600809.SH,0.196372776378526,0,0,0.444902475805562,0,0,0.00804288455222444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105117066883102,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00690430582497062,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.000291059474421922,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879754030340102,0,0,0,0.0659633912021322,0,0,0,0,0,0.0767697521937662,0,0,0.22846982132222,0,0.141543104316874,0,0,0,0,0,0,0,0.100493283319222,0.134009228496709,0,0,0.0116764071564726,0,0.0250503761464139,0,0,0,0,0,-0.045572805705788,0.0679243518140983,0,0,0,-0.136729225060904,0,0
X600690.SH,0.117721270193642,0,0,0,0,0.0799088884205616,0,0,0,0,0,0.022833297702434,0.00981582174912057,0,0,0,0,0,0.130099410105931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693279074174247,0,0,0,0,0,0,0,0,0,0,0,0,0.000262150472439447,0,0,0,0,0,0
X000651.SZ,0.0530412324664029,0,0,0,0.0367083190024369,0,3.46944695195361e-18,0.119026913310974,0,0,0.0457152013461524,0,0,0,0,0,0,0,0.0123071352675161,0,0,0,0,0,0,0,0,0,-0.0560111797952669,0,0.106570107811804,0,0,0,0,0,0,0,0,0,0,0,0.00521671387972615,0,0.0290113051210725,0,0,0,0,0,0,0.0148087859236716,-0.0348972493976185,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0541399453550137,0,0,0,0,0,0,0.0846727208339783,0,0,0,0,0.00606806163223192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287806769262003,0,0,-0.0266792896330546,0,0,0,0,0,0
