,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600271.SH,X600118.SH,X002129.SZ,X600372.SH,X000338.SZ,X000157.SZ,X600703.SH,X600089.SH,X002241.SZ,X600741.SH,X600066.SH,X600177.SH,X002236.SZ,X600582.SH,X002292.SZ,X600060.SH,X300124.SZ,X000559.SZ,X600435.SH,X601877.SH,X000977.SZ,X002456.SZ,X000800.SZ,X002475.SZ,X002465.SZ,X600839.SH,X600867.SH,X002294.SZ,X000581.SZ,X002007.SZ,X000623.SZ,X300003.SZ,X000869.SZ,X000568.SZ,X600498.SH,X300146.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.137821199833642,0,0,0,0.0711413806137845,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0287722869591983,0,0,0,0,0,0,0,0,0,0.0022570975796106,0,0,0,0,0,0,0,0,0,0.00461573091217193,0,0,0,0,0,0,0,0.203584168588072,0,0,0,0,0,0.00480131886072216,0,0,0,0,0,0
X600104.SH,0,0,0,0.231431254103579,0.0399692494647016,0,0,0,0,0,0,0,0,0.0356013519629386,0,-0.0122320763831894,0.0634010223074675,0,0,0.0554442726612083,0,0,0,0.0438458197374888,0,0,0,0,0,0,0,0,0,-0.0108692762112037,0,0,0.0282846492031947,0,0,0,0,0,0,0.0757043727043217,0,0,0.168755523397889,0,0,0,0,0.000413452274217169,-0.00344475646736938,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0192092061123858,0,0,0,0,0,0,0,0,0,0.0996623823138969,0,0,0,0.0628543142926098,0.135481092801802,0,0,0,0,0,0,0.0236127634962931,0,0.0383337920738797,0,0,0,0,0,0,0.0975957307247867,0,0,0,0,0.0307341199779498,0,0,0,-1.73472347597681e-18,0.0379647544486642,0,0,0,0,0,0,-0.00426989586922828,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.051270395253859,0,0,0,0,0,0,0,0,0,0,0.00269162922744925,0,0.0557205781354785,0,0,0,0.0175099187252948,0.0461766900084276,0,0,0,0,0.000540709759620854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054883760282943,0,0,0,0,0,0.185898190141042,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224487098605317,0,0,0,0,0.0326758799136431,0.157579173612599,0,0,0,0,0,0,0,0,0.0098461403158826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406034191901814,0.155669472670609,0,0.104217125869903,0.0522891970591711,0,0,0,-0.0158998763854246,0.00830252109381822,0,0,0,0,0,0
X000063.SZ,0,0,0.00623013367051255,0,0,0,0,0.0859838846854357,0,0,0,0,0.0651550994163854,0,0,0,0,0,0,0,0.16941138751603,0,0,0,0,0,0,0,0.0137080679714046,0,0.043177797997764,0,0,0,0,0,0,0,0,0,0,0,0,0.0428378575446585,0,0,0,0.162135200614221,0,0,0,-0.0157874401338449,-0.0073849597874203,0,0,0,0,0,0
X000625.SZ,0,0,0.244453497716883,0.20459836907969,0,0,0,0,0,0,0,0,0,0,-0.114343070988737,0,0,0,0,0,0.0509579820482633,0,0.0712739666532429,0,-0.0203091911700492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126791126270857,-0.0454523147735399,0,0,0,0,0,0,0,0,0,0.0395522977953497,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0101588116583182,0,0,0.0661013277038144,0,0,0,0.0175847217029361,0,0,0,0,0,0,0,0,0,0,0,0.00152142489895476,0.0166595347116696,0,0,0,0,0.0419796032263498,0,0,0.0191677343425735,0,0,0,0,0,0,0,0,0,0,0,0,0.318711358134767,0.0333473019970065,0,0,0,-0.0119712725373872,-0.0287485411303465,0,0,0,0,0,0
X000858.SZ,0,0,0.0399200392938707,0,0,0.0927968293368352,0,0.0770896002572005,0,0,0.0115703510605317,0,0,0.0143739644287466,0,0,0,0.0467874655963632,0,0,0,0,0,0,0.0147033243029654,0,0.0212972262745226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166659782479892,0,0,0,0,-0.00540721835337052,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0407365694563303,0,0,0,0,0,0,0.0056483174409513,0,0,0,0,0,0,0,0,0.11678456187976,0,0,0,0,0.0662426720934844,0,0,0.00175859672209072,0,-0.0341445300746496,0,0.0240312378158005,0,0,0,0,0.0342081901029334,0,0,0,0,0,0,0,0,0,0,0,0,-0.00280735504995299,0.00301599482664899,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.102333182580141,0.0305522474610327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700387013474809,0,0.0348748378221007,0,0,0,0,0,0.0252453998901569,0,0.0336402766667754,0,0,0,0,0.132882704415917,0.0534249629954817,0,0,0,0,0,0,-0.000988443412111408,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392341498687824,0,0,0,0,0.495701866742602,0.0298947616728752,0.0468883732587872,0,0,0,0,0,0,0,0.0145420132756438,0,0,0,0.0222868765595471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208506099455576,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0347576182129492,0.00309469637261807,-0.0117833888962521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312608796223396,0,0,0,0,0,0,0,0,0,0.118102494331731,0,0,0,0,0.0141346926087919,0,0,0,0.0656843673464822,0,0.113426606042139,0,-0.00238172474227901,0.024702308622948,0,0,0,0,0,0
X600271.SH,0,0,0.216663975377385,0.106007607958179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158501037482154,0.0340038913678417,0,0,0,8.67361737988404e-19,0.0560460916737213,0,0,0,-0.0816582986939827,0,0,0,0.204577475418744,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0238171405892273,-0.0255453478978624,0,0,0,0,0,0
