,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X600104.SH,X002304.SZ,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X000100.SZ,X000596.SZ,X000157.SZ,X600703.SH,X002241.SZ,X002179.SZ,X002129.SZ,X600741.SH,X002371.SZ,X000625.SZ,X002007.SZ,X300142.SZ,X002236.SZ,X601877.SH,X002049.SZ,X600584.SH,X000799.SZ,X002414.SZ,X600183.SH,X000800.SZ,X601799.SH,X300003.SZ,X300146.SZ,X002074.SZ,X600779.SH,X002008.SZ,X600089.SH,X600707.SH,X000977.SZ,X600118.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.118587015941977,0,0,0,0,0,0.122045867226645,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0333740612592479,0,0,0.0214353481951737,0,0,0,0,0,0,0,0,0,0,0.184992723684994,0,0,0,0,0,0,0,0.0883269273904283,0,0,0,0,0,0,0,0,-0.0252609104014394,0,0,0,-0.0167952688851751,0,0
X000858.SZ,0,0,0,0,0,0.357193420154302,0.0346881006573869,0,0,0,0,0.11108970270746,0,0,0,0,0,0,0,0,0,0.00817754801900654,0,0,0.0865603676486398,0,0,0,0,0,0,0,0,0,0,0.141514309192241,0,0,0,0,0,0,0.00836597651023119,0,0,0,0,0,0,0,0,-0.0130415706302867,0,0,0,0,-0.00824953289180083,0,0
X002415.SZ,0,0,0,0,0,0.135859201431815,0,0,0,0,0,0,0,0,0,0,0,0.040701303585802,0,0,0,0,0,0,0,0,0,0,0,0.213366603712355,0,0.113663431696428,0,0,0,0.0363306432852093,0.0438859312480764,0,0,0,0,0,0.0579203152940282,0,0,0,0,0,0.0745925256156992,0,0,0.0738779155871924,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0206938554028101,0.0589736601587189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941094015668927,0,0,0.179403477105599,0,0,0,0,0,0,0,0,0,0,0.0182765657210963,0,0,0,0,0,-0.160320410676311,0,0,0,0,0,0,0,0,0,0,-0.00487932757489798,0,0,0,-0.00465647541578531,0,0
X000651.SZ,0,0,0,0,0,0,0.0886114266978271,0.0363080516316569,0,0,0,0.0552955113048258,0,0.0867842939508722,0,0,0,0.0689827950628562,0,0.0359295342172972,0,0.0278129980967658,0,0,0,0.0460871588591825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00933231699029521,0,0
X000568.SZ,0,0.0932506942621243,0,0,0,0,0.0594378197157412,0,0,0,0,0,0,0,0,0,0.154934942656693,0,0,0,0,0,0,0,0,0,0,0,0,0.0591307341527337,0,0,0,0,0,0.317107144367705,0,0,0,0,0,-0.0455653282473192,0,0.088669400272156,0,0,0,0,0,0,0,0,-0.0482642305528137,0,0,0,-0.024117072571392,0,0
X600809.SH,0,0,0,0,0,0.134256332238294,0,0,0.273663886395022,0,0,0,0,0,0,0,0.162757125204935,0.10507648520394,0,0,0.0325761404046799,0,0,0,0.0659849305077323,0,0,0,0,0,0,0,0,0,0,0.210652869363091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554270886543819,0,0,0,-0.0254486708332191,0,0
X600690.SH,0,0,0.0520754391583653,0,0.184623852566197,0,0.152532484518871,0,0,0,0,0,0,0.130196422772813,0,0,0,0,0,0.0208514129611796,0,0,0,0,0.159270137258161,0,0,0,0,0,0,0,0.0748236818605492,0,0,0,0,0,0,0,0,0,0,0.0491803870489683,0,0,-0.0400258126560962,0,0,0,0,0,0.0149070608643283,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0951941667884983,0,0,0,0,0,0.0655941433140376,0,0,0,0,0.133032349461227,0,0.0294505485700563,0,0.118764356246549,0.157038870148816,0,0.0281406331872004,0.0755221548897874,0,0,0,0,0,0,0,0.176658971058067,0,0,0,0,0,0.0387384887872317,0,0,0,0,0,0,0,0,0,0,0,-0.0412924476396448,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0387412156094557,0,0,0,0,0,0,0,0,0,0,0,0.0909349734642411,0,0,0,0.090184095588802,0,0.504009050320424,0,0,0,0,0,0.0319768743836023,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323989623073502,0.0102336035757213,0,0,0,-0.00659552819859873,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0672080763077496,0,0,-0.0559766785403516,0,0,0.0625348273497581,-0.0807216359147918,0,0,0,0,0,-0.0327925660039492,0,0,0,0,0,0,0,0,0,-0.0250644874082758,0,0,0.0471653135661369,0,0,0,0,0,0,0,0,0.0119752798947741,0.0258300037099529,0,0,-0.148772345313675,-0.0188446531642107,0.000696646276734459,0,0,0,-0.0519825259170874,0,0
X002304.SZ,0,0.265002257246654,0,0,0,0.231935471352687,0.0887305404233078,0,0,0,0,0,0,0,-0.142947590486488,0,0,0,0,0,0,0,0.050841900921467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223626603320822,0,0,0,0,-0.0256152567283595,0,0
X000725.SZ,0,0,0.134729114327666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213794459927122,0,0,0.112130110748294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303728098807027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133026635793973,0,0,0,0,-0.0370606254845779,0,0
X000661.SZ,0,0,0,0,0,0.0729670872635036,0,0.1192491263432,0.0734975409134749,0,0,0,0,0,0,0,0,0,0,0,0,0.092556932909798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0061712172374382,0,0,0,0,-0.0187704900674885,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209750257463516,0,0,0,0,0.0974348981032952,0,0,0,0,0,0,0.182388863661829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00848880190844861,0,0,0,0,0.0520076417287396,0,0,0,-0.00081307321203938,-0.0297321330793009,0,0,0,0.0121094169017401,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845849928955939,0,0,0.0380399945346131,0,0,0,0,0.100728058201113,0,0,0,0,-0.083985325963334,0,0,0,0,0.0141759722207519,0,-0.197646973658994,0.020796371092054,0,0,0.0600060176997421,0,-0.063683249031626,0,0,0,0,0,0.0347777396137489,0,0.0174167584589016,0,0,0,0,0,0,0,0,0.00970695908267319,0,0
X300014.SZ,0,0,0,0,0,0,0.0983874117556723,0,0,0.239166613581621,0,0,0,0,0.0185498927991611,0,0,0,0,0,0,0,0,0,0.301621223389196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282965022347663,0,0,0.249165166293218,0,0,0,0,0,0.0160795936054506,0,0,0,0,0,0,0
X300124.SZ,0,0,0.0569087375577896,0,0,0.0268001456193788,0.407207649247134,0,0.168280695066913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115644707753421,0.0804855906652916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32511234801096,0,0,0.00956131777155834,0,0,0,0,0,0,0.199466620541998,0,0,-0.0423699476438373,0,0,0,-0.00417903301734864,0,0
