,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000338.SZ,X600031.SH,X600741.SH,X000568.SZ,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X600487.SH,X002456.SZ,X002007.SZ,X000100.SZ,X002236.SZ,X600566.SH,X002008.SZ,X000596.SZ,X002179.SZ,X600498.SH,X600809.SH,X000625.SZ,X000661.SZ,X600066.SH,X300146.SZ,X600177.SH,X002506.SZ,X002294.SZ,X000157.SZ,X600089.SH,X600867.SH,X300136.SZ,X300142.SZ,X600372.SH,X002180.SZ,X002241.SZ,X000977.SZ,X000981.SZ,X600522.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.586365682913617,0.01285313578685,0,0,0.000191217802077927,0,0,0,0,6.93889390390723e-18,0,0.111891681954377,0,0,0,0.0356842860789506,0,0,0,0.00239133956335249,0,0.00824067552308594,0,0,0,0.0177168429744368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118956624704629,0,0.0157450261023776,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.215313514786272,0,0,0.202063312904389,0,0.0657672515556376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750320606560854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130768588164074,0,0,0,0,0.0196344066081129,-0.00772114176277601,0,0,0,0,0,0
X000651.SZ,0.203438902530604,0,0,0,0,0,0,0,0,0,0,0.027343951083204,0,0.0283091130575879,0.192247671803052,0,0,0,0,0.0270503509589264,0,0,0,0,0,0,0,0,0,0,0.125313949942084,0,0,0,0,0,0,0,0,0,0.0220090689735833,0,0.0866977843989697,0,0,0,0,0,0,0,0,0.0101521819579899,0.00262095021124971,0,0,0,0,0,0
X002415.SZ,0,0.0409333660685767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619540496997796,0,0,0,0,0.0937466064727199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123346339470168,0.037530627602826,0,0,0,0,0,0
X600276.SH,0,0,0,0.0374522514197215,0,0,0,0,0,0,0,0,0,0,0,0,0.359705886089559,0,0,0,0,0,0.0902430472894479,0,0.11059125203137,0,0,0,0,0,0,0,0,0,0.147602131401424,0,0,0.0772248564788788,0,0,0.0552514174783139,0,0,0,0,0,0,0,0,0,0,0,0.0205899863666975,0,0,0,0,0,0
X000858.SZ,0.129890242768267,0.0109937592443029,0,0,0,0,0.194490565016402,0,0,0,0,0,0,0,0.251796757349039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171191173424134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.244380815239022,0,0,0,0,0,0,0,0,0.425380830346052,0,0.0214804458382065,0,0,0,0,0,0.0210973801599948,0,0,0,0,0,0,0,0.28278564265755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421402191525656,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137701885744386,0,0,0,0,0.0701972826149045,0,0.247825027450222,0,0,0,0,0,0.0324143053981469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471604186156276,0,0.0636029338348222,0,0.403035003603459,0,0,-0.0128752632151663,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425477825016288,0.133396456497694,0,0,0.0719486229516569,0,0.241259147559479,0,0,0,0,0,0,0,0,0,-0.0779662426825229,0,0,0,0,0,0,0,0,0,0,0.0488644259724986,0,0,0,0,0,0.26562345544476,0.00365326799356412,0,0,-0.00152109318489738,0,-0.0234008151160209,0,0,0,0,0,0
X000063.SZ,0,0,0,0.178274669302239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493324376385633,0,0,0.0585600914686138,0,0,0,0,0,0,0,0,0,-0.0498296906077937,0,0,0,0,0,0,0.0284809096287372,0,0,0,0,0.034890108697364,0,0.132080907193916,0,0,0.00264964662146014,-0.0317482582195838,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0189135528622189,0,0,0,0,0.052761013472051,0,0,0,0,0,0,0.0403639858750752,0,0,0,0,0.636172480751654,0.00251023415871305,0,0,0,0,0,0,0,0,0,0.0338629324576688,0,0,0,0,0,0,0,0,0.119957525709,0,0,0,0,0,0,0,0,0,0.0131733079434881,0.0736539733647428,0,0,0,0,0,0
X000338.SZ,0,0.120776518996344,0.221076480080429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701665269037601,0,0,0,0,0,0,0,0.0100842303438968,0,0,0.141400219974754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976128403471842,0,0,0.0067154466687828,-0.0125079879137203,0,0,0,0,0,0
X600031.SH,0,0,0,0.007478761072791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578871583685411,0,0.104901722446593,0,0,0,0,0.100895307856618,0,0,0,0,0,0,0.10452152863725,0,0,0,0,0,0.0555791793011783,0,0.188446814724862,0.225554642960473,0,0,0,0.0502497164967029,0,0,0,-0.0113783969827846,0.00379600247705885,0,0,0,0,0,0
X600741.SH,0,0.012016364077446,0,0,0,0,0,0,0,0,0.0234511838417295,0,0,0,0,0,0.0909104272330916,0,0,0.119264722176206,0,0,0,0,0.0800684757832583,0,0.153574530103326,0,0,0,0.0230819127458633,0,0.0722452800967609,0,0,0,0,0,0,0,0,0.0646163618816454,0.0540503672593834,0,0,0,0,0,0,0.0448221315793284,0,0,-0.00116123671894141,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.62653339439349,0.0746624399007349,0,0,0,0,0,0,0,0,0,0.0271057078836175,0,0,0,0,0,0.0248821233839509,0,0,0,0,0,0,0,0.180413620726028,0,0,0,0,0,0,0,0,0,0.00769286912021522,0,0,0,0,0,0,0,0,0,0,-0.0117536871218642,0.00814934615800048,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,-0.0175346720245754,0.0443308642484417,0,0,0,0,0,0,0,0,0,0,0,0.10886129927232,0,0,0.382157464492334,0,0,0,0,0.0538594081638219,0,0,-0.0589662397933971,0,0.149312119484444,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0541960514384143,0.146522387126581,0,0,0,-0.0189164768392402,-0.0346527108405581,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.601863944619568,0,0,0,0,-0.0413408329666939,0.0949634138860054,0,0,0,0,0,0,0,0,0,0,0,0.260391162644256,0,0,0.0602091700901754,0,0,0,0,0,0,0.0278494703355497,0,-0.102838961805079,0,0,0,0,0,0.100686516495137,0,0,0,0,0,0,0,0,0,0,0.0010752195085006,0.00619998948730805,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.170591855737643,1.73472347597681e-18,0.122755882652276,0,0,0,0,0,0,0,0,0.00830317576700168,0,0.0959909944603518,0,0,0,0,0,0,0,0,0,0,0.0253571101110065,0,0.000449141072768762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165099932326553,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579867049863351,0,0.0589345399489472,0,0,0,0,0,0,0.0502941567014185,0,0,0.0337552458602912,0,0,0,0,0,0,0,0,0,0,0.460541576746161,0,0,0.549972289141809,0,0,0,0.0915571351227832,-0.000399911912311337,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.0688141943298775,0,0.267605716359359,0,0,0,-0.0815061712074733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179084966442779,0,0,0,0,0,0,0,0,0.00115773723604654,0.0344321912168999,0.107449793428613,0,0,0,0.30847320288804,0,0,0,0,0.0034990493341591,0,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0.183913717784247,0,0,0,0,0,0.0704376638270985,0,0,0.0846342638229698,0,0,0,0,0,0,0,0,0,0,0.0957067841511184,0,0,0,0,0.122960346283145,0,0,0,0,0,0.00718220299686503,0,0.0960542279629914,0,0.200012189271935,0,0.140294158596291,0,0,0,0,-0.00853365383559593,0,0,0,0,-0.0489725499061306,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0.0372335278790426,0.371018110463848,0,0,0,0,0.0262548050682579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182311288146482,0,0.0222008999090237,0,0,0,0,0,0.00184830275032559,0.397407113817179,0,0,0.157914366360748,0,0,0,0,0,0,-0.0195838462451278,-0.0332383803792684,0,0,0,0,0,0
