,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X002475.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X000338.SZ,X000063.SZ,X300003.SZ,X600271.SH,X002236.SZ,X601877.SH,X002456.SZ,X300124.SZ,X002008.SZ,X600809.SH,X600867.SH,X600487.SH,X000596.SZ,X000100.SZ,X000625.SZ,X000977.SZ,X000661.SZ,X600566.SH,X600066.SH,X600498.SH,X002294.SZ,X000157.SZ,X300136.SZ,X300142.SZ,X002179.SZ,X000981.SZ,X002180.SZ,X002007.SZ,X300146.SZ,X002241.SZ,X000050.SZ,X002049.SZ,X600779.SH,X600522.SH,X000869.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.436693727799603,0,0,0,0.0708452026599774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498743799490962,0,0,0,0,0,0,0,0,0,0,0,0,0.0292653720306493,0.0083886824959218,0,0,0,0,0,0.0146069296722747,0.0124264414406734,0,0,0,0,0,0,0.0126853662604533,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0678046108751735,0,0,0,0,0,0.143175783199663,0,0.217480440986794,0,0.0206479199882881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206267629497279,0,0,0,-0.0297362190651606,0,0,-0.084101527133003,0.0305204295718344,0,0,0,0,0,0,0,0,0.0751272064477838,0.0118447451102826,0.0440089946845723,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.171672332657129,0,0,0,0,0,0,0,-0.0922928760853094,0,0,0.27161013368503,0,0,0,0,0,0,0,0.044792986869344,0,0,0,0,0,0,0.162677903004712,0,0,0,0,0,0,0,0,0,0,0,0,0.0290236136004133,0,0,0,0,0.017030596397172,0.0410468781632324,0,0,0,0,0,0
X000858.SZ,0.0494713367750338,0,0,0,0.0871975415793244,0,0.114281233000088,0,0.228353838898426,0.0418314845624749,0,0,0,0,0,0,0,0,0.0367202941636209,0,0,0,0.0811865235530776,0,0,0,0.151130029582904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114524731401226,0.0013577142862464,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0614673019366187,0,0,0,0,0,0.0698493785770494,0,0,0,0.127412159750407,-8.67361737988404e-19,0,0,0,0.332726162202205,0.0453066804045585,0,0,0.154789086941471,0,0,0,0,0,0,0,0.118986916097251,0,0,0,0.0493359409874306,0,0,0,0,0.014560858262077,0.0247389016908094,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.236022196484431,0,0,0.0106994299671331,0,0,0.228664880622377,0,0,0,0,0,0,0,0.126806990981895,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00871481521655423,0,0,0,0,0,0,0,0,0,0.0113703989300448,0.0238728237288092,0,0,0,0,0,0
X002304.SZ,0,0,0,0.388940076268555,0,0,0,0,0,0,0,0,0.109752254871656,0,0,0,0.157147481569337,0,0,0.0223813112214119,0,0.147179997737036,0,0.143239308123474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203139665107396,0.0177740073233345,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264261729116979,0,0,0,0,0,0,0,0,0.0318202798641292,0,0.431089759243905,0,0.0757365218186949,0,0,0,0,0,0,0,0.0817416056375904,0,0.0369044070831427,0,0,0,0,0.0855508864252832,0.00971022697998441,0,0.205611399104182,0,0,-0.0297263929078584,0,-0.00837123180536218,0,0,0,0,0,0
X600690.SH,0,0,0,0.355589291245115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115888588265366,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0473072647516138,0,0,0.0027717153945435,0.0213149292117975,0,0,0,0,0,0
X002475.SZ,0,0.0238461410150231,0,0.0410191307767046,0,0.0386521831430875,0,0,0,0,0,0,0,0.0207389908358704,0,0,0,0,0,0,0.62964261995732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.137890324014305,0.0686963683506445,0,0,0,0,0,0,0,0,0.00904221044759994,0.00158412601419003,0,0,0,0,0,0
