,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000661.SZ,X000596.SZ,X600809.SH,X601877.SH,X600183.SH,X002007.SZ,X300003.SZ,X002236.SZ,X000100.SZ,X600703.SH,X000157.SZ,X300142.SZ,X002179.SZ,X300124.SZ,X600271.SH,X000625.SZ,X002241.SZ,X600498.SH,X002463.SZ,X600177.SH,X002506.SZ,X002129.SZ,X600867.SH,X300014.SZ,X300146.SZ,X002008.SZ,X600066.SH,X300136.SZ,X002049.SZ,X600487.SH,X000050.SZ,X002371.SZ,X000977.SZ,X600776.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.18035031782631,0,0,0,0.0966914661504552,0,0,0,0.172736053828736,0,0,0,0,0,0,0.0465510178921534,0,0,0,0,0,0,0,0.00969571774042876,0,0,0,0,0,0,0,0,0.00468017213930862,0,0,0,0,0.010018886267938,0,0,0,0,0,0,0,0.0214741801580528,0,0,0,0,-0.0111890648726427,0.00827541927313373,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.356821159447091,0,0.0446143319224638,0,0,0,0,0.00955249247750859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342947909733858,0,0,0,0,0,0,0,0,0,0.0531874215636382,0,0,0,0,-0.0100344350025958,0,0,0,0,0,0,0
X000651.SZ,0,0.0796351828255349,0,0,0,0,0.0877082724597497,0,0,0.109816444394526,0,0.0791251980253451,0,0,0.0486220347234873,0.158521752545752,-3.46944695195361e-18,0,0,0,0.119109657677069,0,0,0,0,0,0.0454572385751796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322362586752206,0,0,0.0306889531119133,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.228930960287624,0,0,0,0.196057441839107,0,0,0,0,0,0,0,0,0,0,0.119236264976263,0,0,0,0,0,0,0,0,0,0,0,0,0.0280954494226681,0,0,0,0.109940876102687,0,0,0,0,0,0,0,-0.00012731865734169,-0.0256067061086892,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.179128958719876,0,0,0,0,-0.0624521851430892,0,0.0486818052376365,0,0,0,0,0,0,0,0,0.23007033001088,0,0,0,0,0,0,0,0.105552121238793,0,0,0,0,0,0,0,0,0.0771585932299978,0,0,0,-0.00235573038887753,-0.0137491022022172,0,0,0,0,0,0
X002415.SZ,0,0.202054725576293,0,0,0,0,0,0,0,0,0,0.0495340241537301,0,0,0,0,0,0,0,0,0,0,0.640211607059689,0,0,0,0,0,0,0,0,0.199629745580928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020826394526229,-0.00604395151723948,0,0,0,0,0,0
X002304.SZ,0,0.0230974784576906,0,0,0,0.0548577255882709,0,0,0,0.0684106776837005,0,0,0,0,0.134694868527226,0,0.11952787890531,0.0865623921105331,0,0,0,0,0,0,-0.0902319789759195,0,0,0,0,0,0,0,0,0,0,0,-0.0229130080679287,0,0.0440792023230656,0,0.0581585770572557,0,0,0,0,0,0,0,0,0,0,0,0.0560391293343766,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338462087438181,0,0.209897146463172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208654769437898,0,0,0.0345861155799546,0,0,-0.0271337534797292,0.059862507650082,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.149035453478372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114544310389471,0,0,0,0,0,0,0,0,0.154322891383049,0.0656994962948305,0,0,0,0,0.180139942639168,0,0,0.0201401949463107,0.0470074922232904,0,0,0,0,0,0
X000568.SZ,0,0.535466907121494,0,0,0,0.091224592130218,0,0,0,0,0,0.00308436414420604,0,0,0.00775886982085492,0.220981790896934,0.0201502581982689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110655098707278,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0.149719536379309,0,0,0,0,0,0,0,0.0546561969199805,0,0,0,0.116407010243036,0,0,0,0,0,0,0,0,0,0,0,0,0.147285254563597,0,0,0,0,0,0,0,0,0,0,0,0.0472147823003854,0,0,0,0,-0.0104221310839317,0,0,0,0.0605133616907259,0,0,0,0,0.00966066136010455,0,0,0,0.0169520411441447,0,0
X002475.SZ,0,0.290379936134982,0,0.0435805580049432,0,0.0556277720025579,0,0,0.28498971539778,0,0,0,0,0,0.251780384464049,0,0,0,0,0,0,0,0,0,0.10473205866597,0,0,0,0,0,0,0,0,0.113728049838268,0,0,0,0,0,0,0.0209928170017176,0,0,0,0,0,0,0,0,0,0,0.00876693632026848,-0.0183362010430293,0,0,0,0.0146862634126085,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218877480189822,0,0,0,0,0,0,0,0.0838840959806573,0,0,0,0,0,0,0,0,0.0929800977472695,0,0,0,0,-0.0319952318258398,0,0.0948113303788205,0,0.0448559789235044,0,0,0,0,0,0,0,0.107077890319256,0,0,-0.00604558766036196,0.0192486711191668,0,0,0,0.0201023746765402,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.115971132709177,0,0,0,0,0,0,0,0,0,0,0,0,0.235133592449826,0,-8.67361737988404e-19,0,0.0484822915620075,0,0,0,0.0262245894288149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142395324032014,0,0,0.0471691862432089,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.0298812542503105,0,0,0,0,0,0.134668120038892,0.231809720896546,0,0,0,0,0,0,0,0,0,0,0,0,0.0663113328111268,0,0.161464070144085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712910611233792,0,0,0.00214367901000837,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.132505068609348,0,0,0,0,0,0.134960166023664,0,1.73472347597681e-18,0,0,0,0,0.0663369887221076,0.0462388952324134,0,0,0.277405854333024,0,0,0,0,0,0.0873107054870381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271439087875005,0,0,0,-0.00941851524544544,0,0
X000596.SZ,0,0.00516226489547753,0,0,0,0,0.202126140180513,0,0,0.36293219225569,0,0,0,0,0,0,0,0.232697473312328,0,0,0,0,0,0,0,0,0,0.0591887253817346,0,0,0,0,0,0,0,0,0,0,0.00941520060158657,0,0,0,0.130892015668967,0,0,0,0.0588819757665839,0,-0.00308498219063094,0,0,0.000677309049576662,0,0,0,0,0.0784709782848171,0,0
X600809.SH,0,0.164143540542878,0,0,0,0,0,0,-2.16840434497101e-19,0.162034074742374,0,0,0,0,0,0.0415705293329593,0,0,0,0,0,0,0,0,0.0921459283804265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895966768336,0,0,0,0,0.0165014364603061,0.0477671342789131,0,-0.00157130696811137,0,0,0,0,0,0,0
X601877.SH,0,0,0,0.0246687262200465,0,0.00574225003088709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107637438680907,0,0,0,0,0,0,0.0503670183279912,0,0,0,0,0.0354348074865716,0,0,0,0.0193066386600931,0,0,0,0.0665203401157802,0.0301414879242967,0,0,0.059616382154995,0,0.0671264078283727,0,0,0,0,0,0,-0.0153121481117497,0,0,0,0.0250582471599396,0,0
X600183.SH,0,0,-0.134963741035065,0,0,0,0,0,0.0905577870832988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638987300162328,0,0,0.170530798343671,0,0.127288986658367,0,0,0,0,0.228946020103672,0,0,0,0.197975884070961,0.0212928925793516,0.0159924429721875,0,-0.0030970467287365,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0.00922381550629271,0,0,0,0,0,0,0,0.346608271435509,0,0,0,0,0,0,0,0,0,0,0.215570552121806,0,0,0,0.08983389452293,0,0,0,0,0,0.0678048929163054,0,0.109103875327302,0,0,0,0,0,0,0,0,0,0.0533196254861894,0,0,0,0.00849184961312214,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0.043851149945682,0,0,0,0,0,0,0,0,0,0,0.0294496158685049,0,0,0,0,0,0.0588589974779321,0,0,0,0.0664320285465687,0.183100145937008,0,0,0,0,0,0.0994542864118768,0,0,0,0,0,-0.0239607988297665,0,0,0,0,0.117439160809544,0,0,0.0407481449337731,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0.680683184005771,0,0,0.149320390555317,0.000946007499620496,0,0,0,0,0.046710720696312,0,0,0,0,0,0,0,0,0,0,0.0713982668891949,0,0,0,0,0,0,0,0,0,0,0,0,0.0867314883413148,0,0,0,0.0297021215411114,0,0,0.0315168661654952,0,0,-0.0545511320091083,0,0,0,0.0059290758860423,0,0,0,0.016351916673876,0,0
X000100.SZ,0,0,0,0,0,0,0,0.152994876090264,0,0,0,0,0,0.0681934158896876,0,0,0,0,0,0,0,0,0.0954992306811258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972904020828848,0,0,0.0478729995324182,0,0,-0.00933033205621452,0.0144380355212188,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597936355914086,0,0,0.0986086134552567,0,0,0,0,0,0.16054799376802,0,0,0,0,0.0472895988685519,0,0,0.125579304097174,0,0,0,0,0,0,0,-0.0127622010803139,-0.0217625834176517,0,0,0,0.275551793955204,0,0
X000157.SZ,0,-0.0730619484101692,0,0,0,0,0,-0.142630650310207,0,0,0.14553561387801,0,0,0,0.15662755684227,0,0,0,0,0,0,0,0,0,-0.0594175425654266,0,0,0,0,0,0,0,0,0,0,0.10802635721872,0,0,0.201460610705799,0.0274943682037955,-0.0857525836181037,0,0,-0.0733633697336231,0,0,0,0,0.149275626081401,0,0,-0.0691072749726701,0.0883221076347042,0,0,0,0,0,0
X300142.SZ,0,0,0,0.0824911627204573,0,0,0,0,-0.0542575460059658,0,0.0825474158400587,0,0,0,0,0.00640340167968361,0,0,0,0,0.301994957875317,0,0,0,0,0,0,0,0,0,0.0984128624070517,0,0,0.117333666123141,0,0,0,0.0654232681323534,0,0,0,0,0,0.0377498941932554,0,0,0,0,0.225112464384575,0,0,0.0142649835084144,0.024347236332348,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,-0.0255278732592608,0,0,0,0,0,0,0,0,0,0,0.0779534572416789,0,0,0,0,0,0,0,0,0,0,0.0208612333698057,0,0,-0.0357327522117887,0,0,0.0231361100458734,0.0198741993035753,0.116603105474929,0,0,0.0455676540682436,0,-0.0196672435983574,0,0,0.177091207463227,0.181054226552621,-0.0603959695252854,0,0,-0.00556535420447119,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.0423345275791021,0,0,0,0.0142736013252154,0.220563099981635,0,0.033936223971127,0,0,0,0,0,0,0,0,0.0992821160664377,0,0,0,0,0,0,0,0,0,0,0.0632677579537832,0,0,0,0,0,0.0725789192754381,-0.0149746261384613,0,0,0,0,0,0,0,0,-0.0015350166323869,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106785662951287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304506991138611,0,0,0,0,0,0.0823471725030187,0.191254904393499,0,0,0.0837097266584099,0.204519986981158,0,0.00170201012545363,0.00528042849548466,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.216278847722559,0,0,0,0,0,0,0.142221572876067,0,0,0.0801780825358994,0,0,0,0,0,0,0,0,0,0,0,0.256184353158431,0,0,0,0,0,0,0.0562001101983556,0,0,-0.0275168609684697,0,0.0767973013372086,0,0,0,0,0,0,0,0,0,0,0,0,0.0430621795994944,-0.0538740112804625,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364394161005615,0,0,0,0,0,0,0,0,0,0,0.0466722257982095,0,0,0,0.0934181318468495,0,0,0.210138824992589,0,0,0,0,0,0,0,0,0,0,0.00228357430030628,0.0228645465537771,0,0,0,0,0,0
