,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X000568.SZ,X600031.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X300124.SZ,X600703.SH,X000338.SZ,X002371.SZ,X000063.SZ,X000625.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X300142.SZ,X002049.SZ,X601877.SH,X000596.SZ,X000100.SZ,X002179.SZ,X600460.SH,X000157.SZ,X600702.SH,X000799.SZ,X002074.SZ,X600741.SH,X002414.SZ,X002007.SZ,X600089.SH,X600584.SH,X600183.SH,X002236.SZ,X600779.SH,X601799.SH,X000800.SZ,X600884.SH,X300146.SZ,X000733.SZ,X000066.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.156781744750223,0,0.0119097913524754,0,0,0,0.117786753105259,0.12016792114394,0.0466396542220011,0,0,0,0,0,0,0,0,0,0,0.000391773440006997,0,0,0,0,0,0,0,0,0,0,0,0.0579340009723149,0,0,0,0,0,0,0,0,0,0.0508725183732881,0,0,0,0,0,0,0,0,0.013135501854577,0.0668613149462719,0,0,0,0,0,0
X000858.SZ,0.144825454969496,0,0,0,0.0293890793003891,0,0,0.254271362499917,0.0306335169160377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165317749724133,0,0,0,0,0,0,0,0,0,0.0174362237443168,0.0426661728240715,0,0,0,0,0,0,0,0.15557472948112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0755564223697353,0,0,0.106165008395872,0,0.0633580135758718,0,0,0.0248493965401945,0,0,0,0.0933926362837058,0,0.0832457356748382,0,0,0,0,0.060896231674865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384362504259597,0,0.0574868260998524,0,0.0430404386833363,0,0,0,0.0160519193711687,0,0,0,0,0,0,0
X600809.SH,0.0823830652775783,0,0,0,0,0,0,0.298384616810789,0,0.0643120337051043,0,0,0,-0.0825184118610735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352262955369951,0,0.0472897828740138,0.418471884266699,0,0,0,0,0,-0.0194477028024162,0,0,0.0773334883609652,0,0,0,0,0.0366203393664707,0,0,0,-0.0409574244440338,0.017258321124414,0,0,0,0,0,0
X600276.SH,0,0.0281227814844259,0,-0.0423525291957412,0,0,-0.00474129433679382,0,0,0,0.115943270324559,0,0,0,0,0,0,0,0,0,0,0,0,0.154453061823049,0,0,0,0,0,0,0,0.326179474017633,0,0.0709764660591792,0,0,0,0,-0.0857548732058866,0,-0.176388300601659,0,0,0,0,0.109461251670949,0,0,0,0,0,0.0156337345829636,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0134882831810404,0,0,0,0,0,0,0,0,0,0,-0.045967197054303,0.0980957377643336,0,0,0,0,0.0882377196597141,0,0,0.0283168401319712,-0.0500198195056896,0,0,-0.0354714995663934,0,0.0558741088955601,0,0,0.0153221646475085,0,0,0,0,0,0,0.0783328353629905,-0.0885067438172251,0,-0.0107640427988782,0,0,-0.0343490814707146,0,0,-0.0479223963611578,0.141246212685339,0,0,0,-0.0225532027190492,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.0448496508145571,0,0,0,0,0.0217998658910111,0,0.0457473537843248,0,0,0,0.250014661233116,0,0,0,0.132613074131314,-0.0483993696980476,0,0,0.0759687763375219,0.0967533603301552,0,0,0,0,0,0,0,-0.106817776734938,0,0,0,0,0.225023600812185,0,0,0,0,0,0,0,0.0117160527994556,0,0,0,0,0,0,0
X000568.SZ,0,0.183614487228324,0,0.14267137207737,0,0,0,0,0,0.0678104357831362,0,0,0,0,0,0,0,-0.0543225267716341,0,0,0,0,0,0,0,0,0,0.153002122728254,0,0,0,0,0.0680155980055702,0,0,0,0,0,0,0,0,0,0.048679750620237,0,0,0,0,0,0,0,0,-0.0136535635535578,0,0,0,0,0,0,0
X600031.SH,0,0.0447841266991165,0,0,0.164400833339678,0,0,0,0,0,0.0449618283407438,0,0,0,0.0037844361147966,0.1148994633186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276665791990398,0,0.0990848503609255,0.0642784320068513,0,0,0,0.027544652257075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0511471107547808,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.262587975985345,0,0,0,0.347949119266925,0,0,0,0,0,0,0,0.119670731187715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0.0421997188744861,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.107943913767573,0,0,-0.0806716277805493,0,0,0,0,0,0,0
X600690.SH,0,0.0492536474964983,0,0,0.155515605033476,0,0,0.107445635423644,0.04816754846183,0.106585063232755,0,0,0,0.0488799580198977,0,0,0,0,0,0,-0.0160855558034135,0,0,0.0281621760773052,0,0,0,0,0,0,0,0,0.0178420926631242,0,0,0,0,0,0,-0.0225006043595558,0,0,0.062476812779908,0,0,0,0,0,0,0,0,-0.0628029973109209,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0522142018961769,0.0654580821167515,0,0,0,0,0,0,0,0.0134998165871868,0,0.114509718497972,0,0,0,0,0.0681708233175526,0,0,0.00569514283471251,0,0.0383679612839916,0,0,0,0.0561856509253046,0,0.0560987829979141,0,0,0,0,0,0,0,0,0,0,0,-0.0790053226493678,0.0374886750359195,0,0,0,0,0,0,0,0,0,0
