,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600809.SH,X600031.SH,X600104.SH,X600690.SH,X000725.SZ,X000661.SZ,X000063.SZ,X300124.SZ,X300014.SZ,X003816.SZ,X000596.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000625.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002179.SZ,X002049.SZ,X000157.SZ,X601877.SH,X002129.SZ,X002007.SZ,X600584.SH,X002414.SZ,X600183.SH,X300142.SZ,X002236.SZ,X601799.SH,X000800.SZ,X000066.SZ,X000799.SZ,X300003.SZ,X002074.SZ,X002008.SZ,X000547.SZ,X000977.SZ,X300146.SZ,X002508.SZ,X600066.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.122720991093856,0,-0.028891495969622,0,0,0,0,0.0750227353408246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493408823906784,0,0,0,0,-0.0288929938196613,0,0,0.00965306998806145,0.0135667196223234,0,0,0,-0.00138806708123851,0,0
X000858.SZ,0.229145133526371,0,0,0,0,0,0.0447635127616356,0.27031894585704,0.0688203536360864,0,0,0,0,0,0,0.0129869189524106,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0448733374578421,0,0,0,0,0,0,0.0267824974171893,0,0,0,0,0,0,0,0,0.0616842838166946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00297783317237541,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645172527057249,0,0,0,0,0,0,0,0.0188244997620892,0,0.0839093297499292,0.0736451866340851,0.0768041472530845,0,0.00824303627022212,0,0.0048278806391603,0,0,0,0,0,0,0.0525378927456795,0,0,0,0,0,0,0,0,0.00571650227952432,0,0,0,0,-0.00192561429129987,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0494922908105247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0896364075618857,0,0.0454432988924616,0,0,0,0,0,0.135386655459195,0,0,0,0.192638637788571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00728772474291265,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279321172243089,0,0.0348568585661644,0,0.0709127366604873,0.372125036409725,0,0,-0.00839427762139709,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239126246992396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207584547649709,0,0,0,0,-1.0842021724855e-19,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0712560541608675,0.0772430274514373,0,0,0,0,0,0,0,-0.11332922646694,0,0,0,0,0,0,0,0,0.248476596856553,0,0,0,0,0,0.0158465734795412,0.0384511767178044,0,0,0,0,0,0,0.141837193793882,0,0,0,0,0,0,0.0515232787920638,0,0,-0.0170213531080534,0,0,0,-0.0215886938709661,0,0
X002304.SZ,0,0,0.0236086985732648,0,0,0,0,0,0.256845256637051,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00658398017940153,0,0,0,0,0.00243236477194241,0,0,0,0,0,0,0,0,0,0,-0.0947777812157733,0.0203160385107598,0.17460994307149,0,0.0330975920427322,0,0,0,0,0,0,0,0,0.0199836275872385,0,0,0,0,-0.00390786406830636,0,0
X000568.SZ,0,0.21347506639863,0,0,0,0,0.104580017492952,0,0.314090975974201,0,0,0.198170918614163,0,0,0,0,-0.0114314004566874,0,0.0446449444752509,0.0394773150039476,0,0,-0.0193821945018226,0,0,0,-0.0199201670674178,0,0,0,0,0,0,0,0,0,0,0,0,-0.0697185955037394,0,0,0,0.0407821202756785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194651494271303,0,0,0,-0.129388323643842,0,0,-0.0172832565081531,0,0,0,0,0,0,0,-0.0752390551843432,0,0,0,0,0,-0.0341077409358551,0.251368491758341,0,0,0,0,0,0,0.156134637075226,0,0,0,0,0.0583244074020033,0,0,0,0.00539177855725731,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.154228373950383,0,0,0,0,0.0455644512201273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210302784249248,0,0,0,0.139434064278077,0,0,0,0,0.185124819558476,0,-0.135331679722952,0.118633308859237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
