,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X600031.SH,X002456.SZ,X000625.SZ,X600487.SH,X601877.SH,X002008.SZ,X000100.SZ,X300136.SZ,X600066.SH,X600522.SH,X300124.SZ,X600809.SH,X002508.SZ,X300003.SZ,X600867.SH,X600089.SH,X600271.SH,X002294.SZ,X600498.SH,X002085.SZ,X600699.SH,X000981.SZ,X000050.SZ,X000157.SZ,X300142.SZ,X600177.SH,X000596.SZ,X600584.SH,X600566.SH,X000661.SZ,X002179.SZ,X600118.SH,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.176681276443838,0,0,0.0245813713679644,0.0988152852027059,0,0,0.0818337116238533,0,0,0,0,0,0,0,0,0,0,0.0674804105087579,0,0.0131057695759563,0,0,0,0,0.0140150791163392,0,0,0,0,0,0,0,0,0.0614359345382103,0,0,0,0,0,0.0464781156600906,0,0,0,0,0,0.0200012230364104,0,0,0.0132966604272652,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.264504533493379,0,0.0312634388022595,0,0,0,0.0335308990333981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126661623052163,0,0,0,0,0,0,0,0.00111337412558896,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242138753098184,0,0,0,0,0,0,0,0.0205858822465903,0,0,0,0,0,0,0,0,0.0282339313793679,0,0.0870079672690768,0,0,0,0,0.00417526316093221,0,0,0,0,0,0,0
X000858.SZ,0.0717876974859675,0,0,0,0,0,0,0.123397944129096,-0.0327286200869555,0.0190362954043876,0,0.367907538071975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240055022925408,0,0,0,0,0,0,0,0,0.0253506742294463,0,0,0,0,0,0.0186658913354943,0,0,0,0,0,0.0673821458982634,0,0,-0.00951173523978341,0,0,0,0,0,0
X000651.SZ,0,0.242436270296894,-0.0613319934201945,0.170552714346619,0,0,0,0,0,0,0,0,0.0378078759126714,0.105486956072746,0,0.022327567946212,0,0.154621351375942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051892292264075,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0933863570163893,0,0,0,0,0,0,-0.0409640626544691,0.0353577026258316,0,0,0,0,0,0,0.141933209461297,0.350882067783378,0,0,0,0,0,0,0.0506630071998756,0,0,0,0,0,0,0,0.248195539424169,0,0,0,0,0,0,0,0,0,0.0428235678703021,0,-0.0307222406792833,0.0393905276572944,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0294174377314248,0,0,0,0,0.189934521031528,0,0,0,0,0,0,0,-0.0867889787365225,0,0,-0.025409415314842,0,0,0,0,0,0,0.042260449284743,0,0,0,0,0,0.151152478590202,0,0,-0.0743315684347635,0,0,0,0,0,0,0,0,0,0,0,-0.0551558699888303,0,0,0.0221247602078813,0,0,0,0,0,0
X002304.SZ,0,0,0,0.304204175924366,0,0,0,0,0,0,0.0968256653897717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00817171921002538,0,0,-0.0349094686310275,0,0.0362054693273792,0,0,0.0931328908339855,0,0.045178746685055,0.00391879956686727,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.287895193553432,0,-0.13202323359519,0,0,0,0,-0.0736770815241324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00607147457597518,0,0,0,0.0936569728645159,0,0.117354677937352,0,0,0,0,0,0,0.150029117064966,0,0,0,0,0,0,0,0.016722814147434,0,0,0,0,0,0
X600690.SH,0,0,0.121715343380585,0,0,0,0,0,0,0,0.0764351949567663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161362850970503,0,0.222766819649839,0,-0.00538654598939894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164197073737157,0,0,0,0,0,0,0.0249797238501466,0,0,0,0,0,0,0
