,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X000063.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002236.SZ,X002008.SZ,X600271.SH,X600809.SH,X601877.SH,X002456.SZ,X600867.SH,X300124.SZ,X000596.SZ,X600487.SH,X000100.SZ,X600066.SH,X600566.SH,X000625.SZ,X002294.SZ,X000661.SZ,X000977.SZ,X002179.SZ,X300136.SZ,X002180.SZ,X600498.SH,X002241.SZ,X000157.SZ,X000981.SZ,X000050.SZ,X002007.SZ,X300142.SZ,X002049.SZ,X000869.SZ,X600522.SH,X600779.SH,X002508.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.140129920451176,0.24695666234439,0,0,0,0.0854205816408913,0,0,0,0,0,0.0698074160414336,0,0.00481914780885569,0,0,0,0.0265107603683756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111376029648379,0,0,0,0,0,0.0537846312741244,0,0.0883330531520911,0,0,0,0,0,0.00130852058936945,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0810249400088054,0.248337766498574,0,0,0.136147609126246,0,0,0,0,0,0,0,-0.0146073664269868,0.0196823393090756,0,0,0,0,0,0,0,0,0,0,0.0311237349319131,-0.0533993337562953,-0.166778729307765,0,0,0,0,0,0,-0.0403570862117576,0,0,0,0,0,0,0.0217073948953627,0.0254335766608958,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0307046970470294,0,0,0,0,0,0,0,0,-0.124640208006313,0,0,0,0.16230798742066,0,0,0,0,0,0,0,0,0.165025205768057,0,0,0,0,0,0.0159551286910808,0,0,0.0756940443091928,0,0,0,0,0,0,0,0.0628433800695097,0,0,0,0,0.069944278245463,0,0.0130436532265373,0.0230910805466663,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.193546651229404,0.0868825928039499,0,0,0.202445172541086,0,0,0,0,0,0,0,0,0.0935044861310386,0,0,0.0216222498179379,0,0.01489724266833,0,0,0.155784053083384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121891806492859,0,0,0,0,0.0100091175438008,0,0,0,0,0,0,0
X000651.SZ,0.154562024113419,0,0,0.384007678717452,0,0,0,0,0,0.148507720540606,0,0.0465170302538691,0,0,0,0,0,0,0,0,0,0.024085568727158,0,-0.0626519860261525,0,0,0.0987620566936065,0,0,0,0,0,0,0,0,0,-0.0482132093327626,0,0,0,0,0,0,0,0,0,0,0.053880347637633,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.14364697821074,0,-0.0228679926662078,0,0,0.135205846211733,0,0,0,-0.0533725281140102,0,-0.0530515169944598,0,0,0,0,0,0,0,0.136143643165076,0,0.1677344994689,0.13799406859881,0,0,0,0,0.0298885810797392,0,0,0,0,0,0,0,0,0.00859989810708044,0.181417638707783,0,0,0,0.0131812863504816,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.103993752712443,0,0,0,0,0.318426558388564,0,0,0.00975407061085577,0,-0.0229558855198003,0,0,0,0,0.0113114978506116,0,0.25620781597612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268165836092498,0.00681158948222665,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0213000908041584,0,0,0,0,0,0,0,0,0.0144114669481714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120034301803504,0,0,0,-0.0324455561971321,0,0.0486955867295248,0,0,0.156825260801737,0,0,0.157385442548636,0,0.2297709146588,0,0,0,-0.0101969026357413,0.013173390258429,-0.00690711528644172,0,0,0,0.025431081625072,0,0
X600690.SH,0,0,0,0.112190292513598,0,0,0.0918861816452849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227856491096268,0,0,0,0.0472195711833048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158687000952644,0.017556573246428,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.229058017252718,0,0,0,0,0,0,-0.23246952310816,0,0,0,0,0,0,0,0.0402293001577016,0,-1.73472347597681e-18,0.356977683553422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17567212330707,0,0,0,0,0,0.107909408446693,0,0,0,0.0101613837014784,-0.012543481176278,0,0,0,0,0,0
