,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X002304.SZ,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X000596.SZ,X600703.SH,X300124.SZ,X002007.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X000100.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000157.SZ,X601877.SH,X002236.SZ,X300003.SZ,X600584.SH,X002414.SZ,X600183.SH,X000800.SZ,X002179.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X002008.SZ,X000547.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.128283932430414,0,0,0,0,0,0.18766880646153,0.223389705123381,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0105246982091727,0,0,0,0,0,-3.46944695195361e-18,0,0.0167139532891047,0,0,0,0,0,0,0.0171597588635931,0,0,0,0,0,0,0,0.017273683064358,0,0,0,0,0,0,0,0,0,0.0139307628211618,0,0,0,0,0,0
X000858.SZ,0.0876350761824481,0,0,0,0,0,0,0,0.153413922080109,0.031837496888615,0.389107252246759,0,0,0,0,0,0.0408814708269864,0,0.0340486224767521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222739270330024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026525257850424,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.102471959496134,0.136540331630479,0.00299931126940762,0,0,0,0,0,0,0,0.0649529590113224,0,0,0,0,0,0,0.0323087152840781,0,0,0.0136767262789886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286767164879872,0,0,0,0,0,0,-4.33680868994202e-19,0,0.000386778306538601,0.0813513975573807,0.0161900232157812,0.0719895861748348,0,0,0.0317674232971447,0,0,0.212216742363785,0,0,0,0,0,0,0,0,0,0,0.015404483111968,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.154269251146836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852191461421107,0,0,0,0,0.224518761260019,0.0245551425778983,0,0,0,0,0,0.0176424320382093,0,0,0,0,0,0,0,0,0,0,0,0,-0.00925064901300828,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105917630232643,0,0,0,0,0,0,0,0,0.0457661691384926,0,0.036156926090637,0,0.0354190088127756,0.0750034251260628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062159978196579,0,0,0,0,0,0,-0.0525943710188453,-0.0195408738720356,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0220081841723223,0,0,0,0,0,0,0.167967402676163,0,0.076691755623374,0,0,0,-0.00747861361225619,0,5.42101086242752e-20,0,0,0,0.100559979323391,0,0,0,0,0,0,0.126169840444125,0,0,0,0.103430735239911,0,0,0,0,0,0,0,0,0,0,0,0.00395281024282481,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0743480008995295,0,0,0,0,0,0,0,0,0.31461912658745,0.021811450639276,0,0,0.00673004276507357,0,0,0.00456044211816095,0,0,0,0,0,0.278077397466549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182492696563076,0.0295143742715468,0,0,0,0,0,0
X002304.SZ,0,0.290185984208081,0,0,0,0,0,0,0,0.246923801264443,0.0302313899574073,0,0,0,0,0,0,0,0.0808749843536195,0,0,0,0,0,0,0,0,0,0.185030329429791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078033668106786,0,0,0,0,0,0
X000568.SZ,0,0.152915596964751,0,0,0,0,0,0,0.126667164470253,0,0.160425849808686,0,0,0,0,0,0.0328509982098452,0,0.0547952384858556,0,0,0.0962922649223744,0,0,0,0,0,0,0.0407359440570763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260783410680312,0.00233485515791174,0,0,0,0,0,0
