,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X000625.SZ,X002241.SZ,X600741.SH,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X300003.SZ,X600809.SH,X600487.SH,X300136.SZ,X002085.SZ,X002008.SZ,X600089.SH,X002508.SZ,X600177.SH,X600271.SH,X000157.SZ,X600522.SH,X002294.SZ,X600118.SH,X600867.SH,X000050.SZ,X300115.SZ,X600699.SH,X000981.SZ,X600372.SH,X000559.SZ,X600498.SH,X600566.SH,X002074.SZ,X002007.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0601271365441528,0,0.163155701971159,0,0,0.0234003881089708,0,0,0,0.16539113588054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11371091371775,0,0,0,0,0,0.0298076710929465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0710793194455347,0,0,0,0,-0.00317118103040593,0,0,0,0,0,0
X600104.SH,0,0,0,0.0266476556511577,0,0,0,0,0,0,0.0533912179415079,0,0,0,0,0,0.490930147499358,0,0,0,0,0,0.00744789206844529,0,0.114480374105978,0,0,0,0,0,-0.0344653015515906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20720232208647,0.0970102142979803,0,0,0,0,0.0154595656890696,-0.0100122181248926,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.190759273713985,0,0.288946757428466,0,0,0,0.126699057658098,0,0,0,0,0,0,0,0,0,0,0,0.114758160182109,0,0,0.0531418385338036,0,0,0,0,0,-0.0429815721352339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00315293393986533,0,0,0,0,0,0,0
X000651.SZ,0,0.0939162111953965,0,0,0.1509279715884,0,0,0,0,0,0.272141842219065,0,0.0734622842153348,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235942801452075,0,0,0,0,0,0,0,-0.0224597400008155,0.0169530607770011,0,0,0,0,0,0,0,0,0,0.0695298284065452,-0.00670996902484356,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0515750074304255,0.0899787531268166,0,0,0,0,0,0,0,0.459968821632957,0.110723344778084,0,0,0,0,0.0139413844336882,0,0,0,0,0,0,0.0543621699958496,0,0,0,0,-0.00910949620704079,0.0393152087930826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00194042257894358,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.300369257442722,0,0,0,0,0,0,0,0,0,0,-0.0713484144778054,0.0374855241722108,0,0,0,0,0,0,-0.165888591916466,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132188024113099,0,0,0,0.0965662059239822,0,0,-0.133693948257581,0.0203078824994459,-0.0184120591849972,0,0,0,0,0,0
X000725.SZ,0,0,0.153528649517317,0,0,0,0,0,0.0169333235424888,0,0,0,0,0,0,0,0,0,0.202360274461901,0,0,0,0,0,0,0,0.252247024709499,0,0.110415802311941,0,0,0,0,0,0,0,0,0,0,0.0652397609191435,-0.0057447026865195,0.100219693456703,0,0,0,0.119208372155153,0,0,0,0,0,-0.00860916611366306,0.00953955362760055,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.119639527696159,0,0,0,0,0,0,0.448172237048695,0,0,0,0,0.0382322842306615,0.0654992695720857,0,-0.0846645933001265,0,0,0,0,0,0.0880350422917296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0061638755083008,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0454677524160512,0,0,0,0,0,0,0.0709342413544298,0,0,0.148936766927241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250479676252005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374070375537204,0.0621184790888041,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.247287606101728,0.272693412770203,0,0.163768613879433,0,0.0241440147586742,0.0258522160946837,0,0.23564568977143,0.0166146243322605,0.172385989184788,0,0,0,0,0.148656340275758,0,-0.0531620128645005,0,0,0,0,0.0255694948628939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104949225295803,0.00147192695734574,0,0,0,0,0,0
