,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X600031.SH,X002304.SZ,X600703.SH,X000568.SZ,X000338.SZ,X600690.SH,X000661.SZ,X002371.SZ,X600809.SH,X000100.SZ,X600183.SH,X600741.SH,X300003.SZ,X002007.SZ,X300014.SZ,X000977.SZ,X002241.SZ,X000596.SZ,X002236.SZ,X601877.SH,X002129.SZ,X000625.SZ,X300142.SZ,X002463.SZ,X600498.SH,X300124.SZ,X000157.SZ,X002456.SZ,X600487.SH,X000066.SZ,X002179.SZ,X600584.SH,X600271.SH,X600118.SH,X300136.SZ,X600522.SH,X002180.SZ,X002049.SZ,X002414.SZ,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.338053127227124,0.0529762494290672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127221056782792,0,-0.00650661987678164,0,0.00647397694297631,0,0,0,0,0.161339507669412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132991222973778,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0236788432750691,0,0,0,0,0.0986972061167648,0,0,0.468471517703922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149386390511858,0,0,0,0.00112170952652692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000373118885797342,0.0203399371126406,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382514696411005,0,4.33680868994202e-19,0.211832134957787,0,0,0,0,0.0377964814776473,0,0,0.0380709205548988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147506270434004,0,0,0,0,0,0,0,0,0.00447644875416458,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0238464068843981,0,0,0,0,0,0,0.246220110723975,0.123690890695933,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192664741535806,0,0,0,0,0,0,0,0.00334492059705823,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119219100549912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385960456505609,0.0959901555902678,0,0,0.131402678263981,0,0,0,0,0,0,0,0.000749477530501685,0,0,0,0,0.10611362807103,0,-6.93889390390723e-18,0,0,0,0,0,0.0297974169660696,0,0,0,0,0,0
X600104.SH,0,0.0197805741969711,0,0,0,0,0,0,0,0,0.187030203106028,0.131109680311775,0,0.171928360843866,0.0259293166094647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130622852745881,0,0,0,0,0,0.0752123691998866,0,0,0.098549654496768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751371933347554,0,0.0851168137834009,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0270986407538683,0.420300537682337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275969220518823,0,0,0,0,0,0,-0.0115764580495947,0.0162261705441334,0,0,0,0.0027824509634512,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378560896903571,0,0,0,0.183231867503051,0,0,0,0,0,0,0.0798808760005696,0,0,0.228496523148336,0,0,0,0,0,0,0,0,0,0.0594678634931128,0,0,0,0,1.73472347597681e-18,0,0,0.0538830738661917,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0125623984024515,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336334459041279,0,0,0,0,0,0,0,0,0,0.0193571047366339,0.0866788733860304,0.132824352829827,0,0,0,0,0,0,0.0230928436239949,0,0,0.00220632290292867,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688291608815606,0,0,0.451299276072025,0.01315575678561,0,0,0,0.0780060696670349,0,0,0,0.0355462843514744,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.120918932445802,0,0,0,0,0,0,0.00773581364630978,0,0,0,0,0,0,0
