,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X600066.SH,X000100.SZ,X002292.SZ,X600177.SH,X002236.SZ,X600031.SH,X002475.SZ,X600118.SH,X000568.SZ,X000559.SZ,X002506.SZ,X600372.SH,X300003.SZ,X000157.SZ,X000338.SZ,X300124.SZ,X000050.SZ,X002074.SZ,X002456.SZ,X002085.SZ,X002007.SZ,X002294.SZ,X600867.SH,X002426.SZ,X600089.SH,X002249.SZ,X002180.SZ,X000869.SZ,X000981.SZ,X002049.SZ,X002465.SZ,X600699.SH,X002179.SZ,X600498.SH,X601877.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.106523675750433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495681009013716,-0.116375498343039,0,0,0,2.16840434497101e-19,0.0847479230242813,0,-0.0133255909794909,0.239486656817803,0,0,0,0,0,0.0217412155569874,0,0,0.0501057174635269,-0.0521168530152208,0,0,0,0,0,-0.0387578353892095,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.136651345364635,0,0.176272125386035,0,0.0739849013486158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301625468155115,0,0,0,0.116041626401164,-0.0227908200628051,-0.00168366136197025,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117800296840331,0,0,0.0423605177030868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023572429043608,0.0628583785232422,0,0,0,0,0,0,0,0.151501690052032,0,0,0,0.00329911878868991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.236340326859943,0,0,0,0,0,0,0,0,0,0,0,0.00903189183480449,0,0,0,0,0,0,0,0.00962665976969767,0,0,0,0,0,0.0939972894356269,0,0,0,0,0,0,0.0516790458943275,0,0,0,0,0.0794480659162145,0,0,0,0,0,0,0,0.0074258013981047,0,0,0,0,0,0,0
X002304.SZ,0.158279269494601,0,0,0.127771378050512,0,0,0,0,0,0,0.144962086561334,0,0,0,0,0,0,0,0,0,0,0,0.0319579333387878,0,-0.0367661319786604,0,0,0,0,0,-0.0225807074420894,0,0,0,0.137895250668875,0,0,0,0,0,0,0,0,0.13978884021835,0,0,0.112956959325986,0,0,0,0.0241951208247785,0,0,0,0,0,0,0
X600276.SH,0,0.276513884641693,0,0,0,0,0,0,0,0.129638547425342,0,0,0,0,0.115707049600501,0,0,0,0,0,0,0,0,0,-0.0462506196692191,0,0,0,0,0,-0.00888464938724194,0.0995855930705513,0,-0.0129749388383104,0,0,0,0,0,0,-0.0207636648831174,0,-0.0227697136888529,0.0259237868675836,0,0,0,0.134811597432302,0,0,-0.00699878692175944,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844196095260842,0,0,0,0,0,0,0.124194254642232,0.131138180365132,0.0274325053354544,0,0,0,0,0.0600269654333393,0,0.0229299902623999,0,0,0,0,0,0,0,0,0,0.0445473249783542,0,0,0,0,0,0.00507515134094498,0,-0.00593463296050374,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.220341642280224,0,0,0,0,0,0,0,0,0,0,0,0.0757739527954008,0,0,0,0.114775664997003,-0.0194065587868293,0,0,0,0,0.0425770216722223,0.0451737167937593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.136149088029692,0,0,0,0.121747279084887,0,0,0,0,0,0,0,0,0.00336931291779871,0.0186159932232729,0,0,0,0,0,0.0151471078167691,0.0332027628255966,0,0,0,0,0.099062615325728,0.00426045246746026,0.069555978878147,0,0,0,0,0,0,0,0,0,0,0.081376447757525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0194109363411947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130122495987988,0,0,0,0,0,0,0,0.0324424325858961,0,0,0,0.0511109739239994,0,0,0,0.416664113170449,0,0,0.117763179623952,0,0,0,0.0333569260288818,0.0401029738495896,0,0,0,0.00608696259717778,0,0,0,0,0,0,0
