,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000625.SZ,X600809.SH,X601877.SH,X002008.SZ,X002508.SZ,X600487.SH,X600066.SH,X002456.SZ,X000100.SZ,X300124.SZ,X300003.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X600522.SH,X600089.SH,X000596.SZ,X000157.SZ,X300136.SZ,X600566.SH,X000981.SZ,X002085.SZ,X600177.SH,X600707.SH,X000661.SZ,X600498.SH,X002179.SZ,X600699.SH,X300142.SZ,X600118.SH,X002180.SZ,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.573476476070866,0.100990955937951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157694880690004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283485944090403,0,0,0,0,0,0.0190896009309753,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0281569511499877,0.149572219230491,0,0,0.120920737370867,0,0,0,0.113695929887363,0,0,0,0,0,0,0,0.0151289643968188,0,0,0.0344304595834531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111937336711232,0,0,0,0,-0.0243435192550757,0.0431132843378167,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.133245448081192,0,0,0,0.0881102051102676,0,0,0,0,0,0.168155365820321,0.290160238289464,0,0.15692640810639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749697017212264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191855027014143,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.266810618771765,0,0,0.226946258953573,0.0568818975891929,0.0175496903644654,0,0,0,0,0.066511869364831,0,0,0,0,0,6.93889390390723e-18,0.0425057019691476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411302381368005,0,0,0,0,0,0,0,0,0,0.120137039188408,0,0,0,0,0.0148313943587814,-0.00920296356565034,0,0,0,0,0,0
X000858.SZ,0.180848881407872,0,0,0.205933154000193,0,0,0,0.0317036602115701,0,0,0.316371273984601,0,0,0,0,0,0,0,0,0,0.123579489393787,0,0.0102782933102119,0,0,0,0,0,0,0,0,0,0,0,0.0191489766237081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00734401708327716,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.228025695300494,0,0.172312378483473,0,0,0,0,0,0,0,0,0,0,0.084991541368252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194817601528626,0.025121610333472,0,0,0,0,0,0
X000725.SZ,0.0507489466398167,0,0,0,0,0,0,0,0.62309404003391,0.233767005166357,0,0,-0.0527797031789349,0,0,0,0,0,0,0,0,0,0,0,0,0.126079732495984,0,0.014393943542562,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495732229746541,0,0,0,0,0,0,0,0,0,-0.0803172978914396,0.114861174056799,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.320006076203549,0,0.0242671534742686,0,0,0,0,0.00590525291036234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262724131263702,0,0,0,0,0,0,0,0,0,0,0,0.0635932893469975,0,0,0,0,-0.00583490040427245,0.0100763155449134,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.282131092737098,0,0,0,0,0.00708463454886567,0,0,0,0,0,0,0,0,0.189706263123073,0,0.030504612326091,0,0,0,0,0,0.10523033802168,0,0,0,0.386739824854666,0,0,0,0,0,0,0,0,0,0,0.242639666699021,0,0,0,0,0,0,0,1.0842021724855e-19,0.00414899714320808,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.50561435643977,0.0729789478474051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872225668611265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323276535802684,0,0.0684114509270225,0,0,0,0,0,0.00869875925901058,0,0,0,0,0,0
