,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X600690.SH,X002304.SZ,X600276.SH,X000651.SZ,X300014.SZ,X600104.SH,X002129.SZ,X300124.SZ,X002371.SZ,X000625.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002049.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X600522.SH,X000661.SZ,X300142.SZ,X601877.SH,X002180.SZ,X002074.SZ,X000733.SZ,X600741.SH,X000100.SZ,X600460.SH,X600884.SH,X600702.SH,X000157.SZ,X000799.SZ,X002414.SZ,X002236.SZ,X600584.SH,X600487.SH,X600563.SH,X601799.SH,X000800.SZ,X002007.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.326678418497474,0,0.0162786303484825,0,0.022195545139035,0,0,0.0229034249868305,0,0,0,0,-0.0520478168043315,0,0,0,-0.0672388500807041,0,0,0,0,0,0,0,0,0.0550838887733512,0,0,0,0,0,0,0,0.0281369102422295,0,0,0,0,0,0,0,0,0,0,0,-0.0329309382553196,0,0,0.0157239327467505,0.0157918749764226,0,0,0,-0.00578949695651026,0,0
X000858.SZ,0,0,0.0638202101726827,0,0,0,0,0.195722129014584,0,0,0,0,0,0,0.0340005561530148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296806353785274,0,0,0,0,0,0,0,0,0,0,0,0,0.0295756795659864,0.00574582264745538,0,0,0,0,0,0
X600809.SH,0,0,0,0.464948692671908,0,0,0,0,0,0,0,0,0,0,0.0455293576088648,-0.115500560681917,0,0,0.0837569763292443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603821160477052,0,0,0,0.016016011360737,0,0.0226304031166216,0,0,0,0,0,0,0,0,0,0,0,0,-0.035362587518796,-0.0150959401607642,0,0,0,0,0,0
X000568.SZ,0,0,0.200683182128209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250865036575605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364485589384587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01905012565736,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.143171235183389,0,-0.0843356126519708,0,0,0,-0.0151076035034956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541070885524712,0.00822656266921482,0,-0.00484086086638705,0,0,0.0198125562323297,0,0,0,0.0198849352593242,0,0,0,0.0162015246738217,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.015532683535124,0,0,0,0,0.164016794246127,0,0,0,0,0,0,0.296757099166808,0,0,0,-0.0851237617997778,0,0,0,0,0,0,0,0.0240236499410679,0.0897446350971887,0.187606916585483,0,0,0,0,0.0748965738874876,0,0,-0.0168629918691599,0,0,0,0,0,0,-0.112211821915385,0,0,0,0,-0.0218379021139822,0,0
X600690.SH,0,0,0,0,0,0.0254100345705481,0,0,0,0.310625853432347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219269008027841,0,-0.0897142717953021,0,0,0,0.0372865586132751,0.0586843535211777,0,0,0,0,0,0.0244483977530634,0,0,0,0,0,0,0.0321076310168469,0,0,-0.0203333607773627,-0.0838429924538735,0,0,0,0,0,0
X002304.SZ,0,0.355519625329049,0,0,0,0.0977067783888263,0,0,0.00571302328333812,0,0,0,0,0.0224211079448535,-0.0472561637137855,0.0452512468234851,0,0,0.0518789443135715,0,0,0,0,0,0,0,-0.0958304442337878,0,0,0,0,0.150510759711158,0,0,0,0,0,0.0114198086036403,0.140472957476341,0,0,0,0,0,-0.0483320272518778,0,0,0,0,0,0,0,0.0273227890085408,0,0,0,-0.0132410616276446,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585700779180877,0,0,0,0,0,0,0,0.161720548040822,0.203614715810737,0,0,0,0.012876489667419,0,0.0881349929715509,0,0,0,0,0,0,0,0,0,0,0,0,0.186753790687551,0,0,0,0.00632817394736112,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0118763256589848,0,0,0,0,0,0,0,0,0,0,0,0,0.12530831460257,0,0,0.100561653185971,0,0.0967109574931934,0,0,0,0,0.145762766946109,-3.46944695195361e-18,0,0,0,0,0,0,-0.120705777882772,0.0247671918413686,0,0.174401656118884,0,0,0,0,0,0,0,0,0,0,0,-0.026551873783895,0,0,0,0.0314529064085514,0,0
X300014.SZ,0,0,0,0,0,0.0641178715803008,0,0,0,0,0,0,0,0,0,0.15576833511328,0,0,0,0,0,0,0,0,0,0,0,0.154331730522947,0,0.231907518237781,0.0645308560712687,0,0.240076126953273,0,0,0,0,0,0,0,0,0.0432331888989194,0,0,0.0392185851225376,0,0.0981197213553986,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0161560359041913,0,0,0.0179720101785783,0,0.0175653354396741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457274337505234,0,0,0,0.0664774494147751,0,0.310805033569766,0.0805182249208144,0,0,0,0,0,0,0,0,0,0,0,0.110469150111505,0,0,0,0.0286043675136646,0,0,0,0,-0.0150205395484512,0,0
X002129.SZ,0,0,0,0,0,-0.0552174075402741,0,0,0,0,0,0,0,0,0.00655179338773259,0,0,0,0,0,0,0,0,0,0,0,0,0.221477154037917,0,0,0,0,0.157412228723851,0,0,0,0,0,0,0,0,0.0880243056869161,0,0,0,0.0524620696419089,-0.0114004718502099,0,0,0,0,0,0,0,0,0,0.0805763640642255,0,0
X300124.SZ,0,0,0,0,0,0.228896438098054,0,0,0,0,0.100224595033528,0,0,0,-0.0154694678557204,0,0,0,0,0,0,0,0,0,0,0,0.155987662508627,0,0,-0.0601496107795311,0,0.0255886297803239,0.0298431916444667,0,0,0,0,0,0,0,0,0,0,-0.000155733022044343,0,0,0,0,-0.137044222962035,0,0,0,0.0626034187419218,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0564869955626776,0,0,0,0,0,0,0,0,0,0.041523105484484,0,0,0,-0.0244804143591426,0.0546472236195126,0,0,0.356338655976448,0,0,-0.180057762925484,0,0.181304373313632,0.0925912014130255,0,0,0,0,0,0,0.456864919374126,0,0,0,0,0,0,0,0,0,0,-0.0637763441334841,0,0,0,0,-0.0499173862603068,0,0,0,-0.0206069108402707,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-0.088329161547661,0,0.183481607387381,0,-0.17266207632818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108470387671715,0,0.28705975228864,0,-0.061258845588919,0.323663808488555,0,0,0,0,0,0,0,0,0,0.0935382711985265,0,0,0,0,-0.00614735738589642,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0834781076974162,0,0.0734295726169755,0.0350555155475632,0,0,0,0,0,0,0,0,0,0,0,0.0962267026125717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00624705282101142,0.0458332440800275,0,0.0368586358359242,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130990014990635,0,0,0,0,0.0215114090896829,0.350783814092935,0,0,0.0400811457662897,0,0,0,0,0,-0.0325775431354602,0,0,0,0,0.0324455736434056,0,0.00570404778028233,0,0,0,0,0,0,0
X000596.SZ,0,0,0.0207142823036446,0.121454473506641,0,0,0,0.27534723477409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0876435271884298,0,0,0.00951012487798625,0,0,0,0,0,0,0,0.0278279566651783,0,0,0,0,0.173301141417517,0,0,0,0,0,0,0.178830205262554,0,0,0,0,0,0,-0.0329207691632616,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.102961127221849,0,0.0125749780276532,0,0,0,0,0,0.116362364613885,0,0,0,0,0,0,0,0,0,0,0.0426057750808172,0.0775566691649618,0,1.73472347597681e-18,0,0,0,-0.0246068490254546,0,-1.73472347597681e-18,0,0,0.133740256481752,0,0,0.139950499591469,0.0687444933374631,0,0,0,0,0,0,-0.0374465589017614,0,0,0,0,0,-0.0245780373012698,0,0,0,0.0226854294488557,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0.116202379543154,0,0,0,0.0934587058568582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100259878364553,0,0,0,0,-0.0588491613981563,0,0,0,0.114254750828049,0,0,0,0.106204593801897,0,0.0680092215828628,0,0,0,0.140022104881404,0.00888662946255357,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00605956467102723,0,0,0,0,0.00310421332159891,0,0,0,-0.0113707466034765,0,0,0.084787163592361,0,0,0,0,0,0,0,0,0,0,0,0,0.224384643799385,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0307324795360448,0,0
X002241.SZ,0,0,-0.0598628356426721,0,0,0.645465876054631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116734034002854,0,0,0,0,0,0.145033316659954,0,0.228573839662534,0.023527096936358,0,0,0,-0.190097290077784,-0.00380684325133749,0,0,0,0,0,0,0,0,0,-0.133274507495103,0.0133344366592075,0,-0.107084140666486,0,0,0,0.0787308765528549,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0960956537543139,0,0,0,0,0.251685955467941,0,0,0,0,0.0492154239388399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162789299927902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396134741855511,0,0,0,0,0.0223519013742998,0,0
X000338.SZ,0,0,0,0,0.0748790670527949,0.0372286099311224,0,0,0,0,0.0578757890726493,0.164006923405701,0,0,0,0,0,0,0,0.230255390616238,0,0,0,0,0,0,0.00545199859078164,0,0.0152168037321881,0,0,0,0,0,0,0.0632707838194622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132823360797574,0,0,0,0,0,0
