,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X300014.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X002371.SZ,X000725.SZ,X600031.SH,X002241.SZ,X300124.SZ,X600703.SH,X003816.SZ,X000063.SZ,X000338.SZ,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X600460.SH,X000100.SZ,X600089.SH,X002074.SZ,X600741.SH,X600702.SH,X000799.SZ,X002236.SZ,X600779.SH,X600884.SH,X601799.SH,X000157.SZ,X600584.SH,X000733.SZ,X600563.SH,X002414.SZ,X002180.SZ,X600522.SH,X600183.SH,X002007.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.476614514987607,0,0,0.0206182387887014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988327928604887,0,0,0,0,0,0,0,0,0.00118922027678561,0,0,0,0,0,0,0,0,-0.000730631400427561,0,0,0,0,0,0
X000858.SZ,0.0609617307596512,0,0,0.251294824757067,0.0332043168847535,0,0,0.0280538558516763,0,0,0,0,0,0,0,0,0,0,-0.0859823195460501,0,0,0,0,0,0,0.120309485418261,0,0,0,0,0,0,0,0,0.0697781477336139,0.129045391319032,0,0.0691456264454886,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122724895699018,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.130010520175616,0.207527020452925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0443208805845305,0,0.0363004340345454,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0113644066272725,0,0,0,0,0,0.0743313264767261,0,0,0,0,0,0,0.0129119475692765,0.00290143663932364,0,0,0,0.0401855976527414,0,0
X600809.SH,0,0.166485314937173,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100471914803245,0,0,0,0,0,0,0,0,0,0.0435343001256232,0,0,0,0.0450762807004423,-0.126750826504093,0,0,0,0,0.350384263622806,0,0.0399870041661137,0,0,0,0,0,-0.0718876753372174,0,0,-0.0814184099327898,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228468982494886,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.174677986184258,-0.0244052145155808,0.195182631929247,-0.0989942800842383,0,0,0,-0.118214165143943,0,-0.0157580135725667,0,-0.131411901397281,0,0,0,0,0,0.0277955219247078,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.157754063032688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216893818385693,0.101089959011959,-0.0604105209530813,0.0112494459663675,-0.00443630582734113,0,0,0,0.162821436286217,0,0.151572359332614,0,0,-0.251679561087219,0,0,0,0,0,-0.0550295534735495,0,0,0,0,0,0,0,0.00523939761336039,0,0,0,0,0,0
X002475.SZ,0,0.127564091527453,0,0,0,0,0,0,0,0,0,0,0.043809020031924,0,0,0,0.160652336495118,0,0,0,0,0,0,0,0,0,-0.0617905698294471,-0.130542118433113,0,0.0977660826865483,0,0,0,0.065470169397245,0,0,0,0,0,0,0,0,-0.0662016219573772,0,0,0,0.0421589712696611,0,0.0624918116054281,0,0,0,0,0,0,0,0.111839319842981,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765104050590575,0,0,0,0.0310387719587043,0,0,0,0,0.026969697911552,0.131837302042326,0,0.125019860548948,0,0,0,0.122310259306234,0,0.110710945187886,0,0,0,0,0,0,0,0,0,0,0,-0.0483284113070676,0,0,0,0,0,0.0901633968730417,0,0,0,0.093033252845444,0,0
X002304.SZ,0,0.119566771336016,0.160243702224753,0.226036714814921,0,0,0,0,0,0.128337363329639,0,0,0,0,0,0,0,0,-0.107741883148583,0,0,0,0,0.000482411392509954,0.0166872386384316,0,0,0,0.0147477351896571,0,0,0,0,0,0,0,0.114408187644536,0.153104229381587,0,0,0,0,0,0,0,0,-0.0124829878978632,0,0,0,0,0.0131375202257554,0,0,0,0,-0.0702239733130539,0,0
X600690.SH,0,0.00613151266238579,0,0,0,0.0625606423622392,0,0,0,0,0,0,0,0,0,0,0,0,-0.00452896319333488,0,0,0,0,0,0,0,0,0,0.00546321805437282,-0.146038758644961,0.158401827762165,0,0,0,0,0,0,0,-0.00156625078488906,0,0,0,0,0.0341945068592045,0,0,0,0,0,0.0891084461296288,0,0,0,0,0,0,0,0,0
