,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X002508.SZ,X002085.SZ,X600177.SH,X300136.SZ,X300003.SZ,X002008.SZ,X600271.SH,X600522.SH,X000157.SZ,X600089.SH,X002007.SZ,X600118.SH,X002294.SZ,X600867.SH,X600487.SH,X600699.SH,X000066.SZ,X600372.SH,X600809.SH,X600566.SH,X300115.SZ,X000050.SZ,X002180.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.131131296576206,0,0,0.175598358171463,0,0.107042633064561,0,0,0,0,0,0,0.0451866094980462,0,0,0,0,0,0,0,0,0,0.0406144751559952,0,0,0,0.0893322205881913,0,0,0,0,0.0522657504531214,0,0,-0.0193462541744431,0.0758226448474766,0,0,0,0,0,0,0.0073237566530957,-0.0159222705615817,0,0,0,0,0,0
X600104.SH,0,0,0,0.102513772148147,0,0,0,0.0678163686500193,0.121668458539113,0,0,0.197647282437886,0,0.239408603231692,0,0,0,0,0,-0.0275938665909151,0,0,0,0,0,-0.102371850888138,0,-0.0868968550224479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00850484781941654,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0761559914316309,0,0,-0.138759815542078,0,0,0,0.0626692908227696,0,0,0,0,0.293342868458201,0,0,0,0,0,0,0.300197264555785,0,0,0,0,0,0,0.0267341767030746,0,0,0,0,0,0,0,-0.257797520868265,0,0,0,0,0,0.0241611504051502,-0.0197721931526751,0,0,0.0106542632944852,0.020812997795903,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0805324418548135,0,0,0,0,0.170853526891537,0,0.0722653900286556,0,0,0,0,-3.46944695195361e-18,0,0,0.0780227524694367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00925723422532541,0,0,-0.0116903029297329,0,0.140489030810494,0,0,0,0,0,0,0.0230147453257384,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00323098256141465,0,0.031557507585189,0,0,0,0,0,0,0.599999185919844,0,0,0,0,0.0902215084866455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00162970985787654,-0.00029642578631999,0,0,0,0,0,0
X000725.SZ,0,0,0.0686761897914816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441515319923666,0,0,0,0,0,0,0,0,0,0,0,0.570072013947332,0,0,0.097673173376886,0,0,0,0,0,0,0,0,0.00986543364822055,0.0999136936252381,0,-0.00673195091673586,0,0,0,0,0.0062418605068139,0,0,0,0,0,0
X600276.SH,0,0,0.0323844695705125,0.102477891972722,0,0,0,0.0900315582597742,0,0,0,0,0,0,0,0,-0.20691019181738,0,0,0,0,0,0,0,0.01512630961982,0,0,0,0,0,0,0.00774144702741251,0,0,0,0,0,0,0,0,-0.108077558268811,-0.022578058900381,0,0,0,0,0,-0.0493611163727415,0,0.0125362766079446,-0.00680028529584148,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.413825573721608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181048707273088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165488875338443,0,0,0,0,0,0,1.0842021724855e-19,0.0147512740020755,0,0,0,0,0,0
X600690.SH,0,0.530888867738659,0,0,0,0,0,0.0658367310515394,0,0,0,0.0386914105420648,0,0.0302581993178265,0,0,0,-2.16840434497101e-19,0,0,0,0.0175671361108884,0,0,0,0,0,0,0,0.0283656694641119,0,0,0,0,0,0,0,0,0,0,-0.125080431403349,0,-6.93889390390723e-18,0,0.144476298999385,0,0,0,0,0.0088900859012506,-0.00203861507604628,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0599303547553928,0.106872543485261,0,-0.00587970440982474,-0.0325026322419774,0,0,0,0,0,0,0,0,0,0,0,0,-0.109763289484703,0,0.0715856390803768,0,0,0,0,0,0,0,0,0,0,0.0917167165058872,0,0,0,0.0725992662513373,0,0,0.150207795398455,0,0,1.73472347597681e-18,0.170059439051676,0,0,0,0.00658434040366624,-0.0177273992200243,0,0,0,0,0,0
