,X600519.SH,X600104.SH,X000725.SZ,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X000100.SZ,X600372.SH,X600703.SH,X600031.SH,X600271.SH,X000559.SZ,X000157.SZ,X000338.SZ,X600839.SH,X002236.SZ,X002241.SZ,X600066.SH,X600089.SH,X002129.SZ,X600741.SH,X300124.SZ,X002475.SZ,X002506.SZ,X000800.SZ,X000547.SZ,X600435.SH,X002465.SZ,X000568.SZ,X000016.SZ,X600582.SH,X600177.SH,X300003.SZ,X000977.SZ,X002294.SZ,X600867.SH,X600006.SH,X002038.SZ,X002007.SZ,X002456.SZ,X000066.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.170157900435748,0,0,0,0,0,0.00656248420156323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159742996301753,0,0.0140248984163134,0,0,0,0,0,0,0,0,0.020357921886261,0,0,0,0,0,0,0,0,0.0508625083815982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.302222576145552,0,0.113677477803891,0,0,0,0,0,0,0,0,0,0,0,0,0.122928695616642,0,0,0,0.0974579607610562,0,0.0245281762624206,0,0,-0.0183309647568923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171906030777395,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0224692223134557,0,0,0.14075610539479,0.0588507060518267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125687584117725,0,0,0,0,0.0468590777058069,0,0,0.142537366204348,0.135674311023822,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0.0976409567663074,0,0,0,0,0,0,0,0.0446090390328428,0,0,0.0160520613513861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040898252096645,0,0,0.234638921324199,0,0,0,0,0,0,-0.0368971524286374,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0296377956333405,0,0,0,0,0.0729019007638743,0.143513223789779,0,0,0.0482081345018864,0,0,0,0.0457066095097354,0,0,0,0,0,0,0,0.0280936828905119,0,0,0,0,0,0,0.365650411687579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000827552128619443,-0.0115695676935263,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.111824285489646,0,0,0,0,0,0,0,0,0,0,0.0730117910262204,0.0745707742483719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492321422976417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332935196779096,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.138473726623709,0,0.176740859337391,0,0,0,0,0,0,0,0,0,0,0,0.11104347824977,0,0,0.129198134948793,0,0,0,0,0,0,0,0.0462698002781943,0,0,0,0,0,0,0,0.0894742281007358,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X002304.SZ,0,0.193372781918019,0,0,0,0.328249447767568,0,0,0,0,0,0,0,0,0,0,0,0.052428337907263,0,0,0,0,0,0,0,0,0,0.0670681002010826,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0246528201461694,0.0561874502811688,0,0,0,0,0,0,0,0.029743762035175,0,0,0,0,0,0,0
X000063.SZ,0,0.0171682854990854,0,0,0,0,0,0,0,0,0,0.228120347561145,0,0,0,0,0.0163471670222364,0,0,0,0,0,0,0,0.414906344749967,0,0.0508111213412667,0,0,0,0,0,0,0,0,0,0,0,0,0.0606784699160475,0,0,0,0,0,0,0,0,0,-0.0102338939081791,-0.00712345172387346,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0572339275659262,0,0,0,0,0,0.146503420183551,0.0240673097404899,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0.0375283810261579,0,0.138972558696997,0,0,0,0.0733205762986674,0,0,0,0.232103916457057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
