,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X600104.SH,X002129.SZ,X000651.SZ,X300014.SZ,X300124.SZ,X000625.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002371.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X600089.SH,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X000661.SZ,X601877.SH,X600522.SH,X300142.SZ,X002074.SZ,X002180.SZ,X000733.SZ,X600460.SH,X600884.SH,X600741.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X002176.SZ,X002236.SZ,X600584.SH,X600563.SH,X601799.SH,X600779.SH,X002007.SZ,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.000296715805058509,0,0.267616558416708,0,0.00872195820133941,0,0,0,0,0,0,0,0,0,0,0,0,0.0158633242941595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431266402052907,0.0925556853953998,0,0,0,0,0,0.0752900384342666,0,0.0215064795920752,0,0,0.0205697722783834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,-2.16840434497101e-19,0.386341967798687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257155066147332,0,0,0.178410194898565,0.043869721258704,0,0.0358652783390531,0,0,0,0,0.120237645596037,0,0,0,0,0,0.0388939562802976,0,0,0,0,0,0
X600809.SH,0.258502427105543,0.167628760397963,0,0.0997018807138246,0.119673566577005,0.113516931651754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000219436404162338,0.153701077367679,0,0,0.0335662704269122,0,0,0,0.278783737662946,0,0,-0.0867424263126053,0,0,0.00455535645799495,0,0,0,-0.00580386989921211,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.225744654026229,0,0,0,0.100199520338645,0,0,0,0,0,0,0,0,0,0,0,0,0.0353197721926449,0.0207065643374,0,0,0,0,0,0,0,0,0,0,0.0161470561432789,0,0,0,0,0,0,0,0.334829582731377,0.0630880965103101,0,0,0,0,0,0,0,-0.0764206538313376,0,0,0,-0.00642754426320999,0,0,0,0,-0.0376321421919221,0,0
X002415.SZ,0,0,0.10751846881485,0,0,0,0,0,0,0,0.0309040405804705,0,0,0,-0.160148995970571,0,0,0,0,0,0,0,0,0.0696112685085808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855150650544889,0,0,0,0,0,0,0,0,0.0397537616590111,0.0526763439574245,0,0,0,-0.000960802139051223,0,0
X002304.SZ,0,0,0,0.191917202674101,0,0,0.0910662716265263,0.0495286280326363,0,0,0,0,0,0,0,0,0,0,0.0132355947187789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248001083123844,0,0,0,0,0,0,0,0,0.014049976454756,0,0,0,0,0,0,0,0,-0.0152193241053231,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062649485946195,0,0,0,0,0,0,0,0,0,0,0.264880158402976,0,0,0,0,0,0,0,0,0,0.00281040206327198,0,0,0.0557617770543853,0,0,0,0,0,0,0,0.255102629725114,0,0,0,0,0.052188506369087,0.0110444839579773,0,0,0,-0.0167103123320079,0,0
X600690.SH,0,0,0.0568491562404819,0,0,0,0,0,0,0,0,0.287033980305189,0,0.00515050796168747,0,0,0,0,0,0,0,0,-0.0690631048117757,0,0,0,0,0,0,0,0,0,-0.065396747464706,0,0,0,0,0,0.211231166082251,0,0,0,0,0,0,0,-0.0208947059706395,0,0,0.201087143206785,0,-0.0104741051229935,0,0,0,0,-0.076559873821677,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133735833630827,0,0,0,0,0.206239345618037,0,0.0791782443103002,0,0,0,0,0,0,0,0,0,0,0,0,0.0319236996214012,0.0155470313712727,0,0,0.124981096945904,0,0,0.0336014111515289,0,0,0,0,0,-0.0310003771227677,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0182367094051841,0,0.125903734505586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311528654324909,0,0,0,0,0.172035448761727,0,0,0,0,0,0,0,0,0.0423684079566447,0,0,0.0188934156824559,0,0,-0.00423603058990957,0,0,0,0,0.0104466790216418,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.015165981314498,0.0818713135910777,0.0105957225034164,0,0,0,0.106007087623349,0,0,0,0,0,0,0.0328302099943798,3.46944695195361e-18,0,0,0,-0.0527734115791717,0,0,0,0,0.280522933313214,0,0,0,0,0,0.106302399553051,0,0,-2.16840434497101e-19,0,0.0238723621394517,0,0,0,0,0.0219381178670051,0,0,0,0,0,0,0
