,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X002129.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000596.SZ,X003816.SZ,X300014.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X300142.SZ,X600702.SH,X601877.SH,X000157.SZ,X600741.SH,X000733.SZ,X002074.SZ,X600522.SH,X600584.SH,X002236.SZ,X600460.SH,X000977.SZ,X000799.SZ,X000066.SZ,X300003.SZ,X600183.SH,X002007.SZ,X000800.SZ,X600884.SH,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.04437939788749,0,0,0.176471583005336,0,0.25075858519147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963425823115875,0,0,0,0,0,0,0,0,0.00035380934931156,0.0081547358681359,0,0,0,0,0,0
X000858.SZ,0,0,0.00123784039059831,0,0.16188356006102,0,0.572953511769903,0,0,0.113336514393743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250461397170122,0,0,0,0,0,0,0,0,0,0,0,-0.0574265367215811,0.0351996034152867,0,0,0,0,0,0
X002415.SZ,0,0.282415719667942,0,0,0,0,0,0,0.0132446592906955,0,0,0,0,0,0,0,0,0,0.0635217861754068,0.0397333945186843,0,0,0,0,0.0212657005687878,0,0,0,0.10926656718739,0,0,-0.0546802468312844,-0.0731905891601463,0,0,0.128800658265007,0,-0.124593526286752,0.0567317183102241,0.0234630778640047,0,0,0,0.0138398206902623,0,0,-0.109769449501802,0,0,0,0,0,-0.0175546227837304,0,0,0,0,0,0
X000568.SZ,0.203729120234261,0.307247526994713,0,0,0,0,0.288659546042405,0.178572584840522,0,0,0,0,0,0,0,0,0,0,0,0.0610982352566393,0,0,0,0,0,0,0,0,0,-0.0114055414816169,0,0,0,0,0,0,0,-0.119862282696348,0,0,0,0,0,0,0,0.0676712055792884,0,0,0,0,0,0,-0.00939748676001363,0,0,0,0,0,0
X600809.SH,0,0,0.0867621265695974,0.0662573689141898,0,0,0.211218385927371,0.166978190178299,0,0,0,0,0,0,0,0,0,0,0.0509956808877341,0,0,0,0,0,0,0,0,0,0.00506380507801746,0,0,0,0,0,0,-0.0321040567404582,0,-0.0526090244977592,0,0,0,0,0.293645172686166,-0.026760677092647,0,-0.0331391308679389,0,0,0,0,0,0.00166972436247258,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0544265004853325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321751269382918,0,0,0,0,0,0,0,0,0.0345820246495759,0,0,0.0473969144636452,0.127987298128642,0,0,0.0582712755508685,0.152558025672372,0,0,0,0,0,0,0,-0.00972900670160478,0,0,0,0,0,0,0
X002304.SZ,0,0.249595367112299,0,0.436442015197189,0,0,0,0,0,0,0,0,0,0,0,0.0666545057625207,0.155072976822798,0,0,0,0,0,0,0,0,-0.0113461590759209,0,0,0,-0.027193765987377,0,0.0290358034913673,0,0,0,0,0,0,0,0,0,0.000370376632519104,0,-0.0457452695614148,-0.0991456186844032,0,0,0,0,0,0,-0.0171205532821068,0.0117878269148161,0,0,0,0,0,0
X600690.SH,0,0,0,0.106620543975578,0,0,0,0,0,0,0.0559532265894251,0,-0.0466571118365953,0,0,0.171992257499918,0,0,0,0,0.127883033705652,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.00262991136394334,0,0,0.0224045054154446,0,0,0,0,0,0,0.0109626080440432,-0.0111982561687915,0,0,0,0,0,0
X002475.SZ,0,0.145335083808154,0,0,0,0,0,0,0,0,0.0817683594430808,0,0,0,0,0,0,0,0.141735292947551,0.179907442884553,0,0,0,0,0,0,0,0,0,0.204564388474967,0,0,0.0327953392127613,0,0,0,0.10637170611227,0,0.00985782351274272,0,0,0,0,0,0,0,0.00604392332932932,0,0,0,0.116423208035169,-0.0246781101624076,-0.00798702121795197,0,0,0,0,0,0
X000651.SZ,0,0.1322895566868,0,0.0277209786616642,0,0,0,0.142891574607664,0,0,0,0,0,0,0,0,0,0,0,0,0.0716312709382658,0,0,0,0,0,0,0,0,0,0.091357925252702,0,0.0148960665107479,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0252121422826317,-0.0179196068584486,0,0,0,0,0,0
