,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X601877.SH,X002475.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X600066.SH,X600809.SH,X002456.SZ,X600487.SH,X000100.SZ,X600271.SH,X600867.SH,X002294.SZ,X600566.SH,X000981.SZ,X002241.SZ,X002049.SZ,X002180.SZ,X600522.SH,X600584.SH,X002508.SZ,X000157.SZ,X002179.SZ,X000661.SZ,X300142.SZ,X000050.SZ,X000596.SZ,X300136.SZ,X600177.SH,X600498.SH,X600089.SH,X000977.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00288085739626113,0,0.408221963690089,0,0,0,0,0.00892064742475649,0,0.0127048710156503,0.13703077748434,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.146861894883265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226720959018846,0,0,0,0,0,0,0.0158171764262977,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0306409384143189,0,0,0.231075763592052,0,0,0.0345106218027268,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0133081419407652,0,0,0,0,0.0144297033949275,0,0,0,0,0.0469390348815809,0,0,0,0,0,0,0,0,-0.100938532837336,0,-0.0321148890709335,-0.0435998654680927,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0361493367509636,0,0.0322342926396215,0,0,0,0,0,0,0.128071267875256,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.416837577883471,0,0,0,0,0,0,0.0696465597332834,0,0,0,0,0,0,0,0,0,0,0,0.045026907088091,0,0,0,0,0,0,0,0.00241230169959474,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.290084558584292,0,0,0,0,0.300901488502274,0,0,0,0,0,0.0215938983356228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110855788723634,0,0,0,0.120581603470672,0,0,0,0,0,0,0,0,0,0,0.0145180073427874,0,0,0,0,0,0
X000858.SZ,0.252034367570598,0,0,0.230269385742688,0,0,0.00977595477995535,0,0,0.0103724769898706,0.438364101220487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294821084436153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00288263551593239,0,0,0,0,0,0,0.022667466398403,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0625724148065668,0,0.069054592752097,0,0,0,0,0,0,0.0210712783886368,0,0,0,0,0.123468020207619,0,0,0,0,0.0902586226333795,0,0.240993282644236,0,0,0,0,0,0,0,0.0514757886678905,0,0,0,0,0,0,0.0685027750980005,0,0,0,0,0,0,0,0,0,0,-0.0183889467245605,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0640312400751971,0.244100938887018,0,0.049472380094108,0.0161511674419523,0,0,0,0,0,0,0,0,0,0.129498862344986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133403079865313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244830741910429,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.263493208745645,0,0,0,0,0,0,0,0,0,0.0208026162696734,0,0,0,0,0,0,0.105106232040116,0.199256072859459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807893735435738,0.29106078441333,0,0,0,-0.0293773595730279,0.0396789188674055,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0792471730895958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526226348372707,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180277965856341,0,0,0.116275342397824,0,0,0.130120963970715,0,0.0207465454315546,0.0581379157565872,0,0,0,0,0,0
X600690.SH,0,0,0,0.154618204067075,0.44246732796085,0,0.0218878259559997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582340068198269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00882994559452623,0,0,0,0,0,0
