,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X600031.SH,X000559.SZ,X000100.SZ,X600271.SH,X600066.SH,X600372.SH,X002241.SZ,X000157.SZ,X002236.SZ,X600741.SH,X600089.SH,X002475.SZ,X000338.SZ,X002292.SZ,X300124.SZ,X002465.SZ,X600177.SH,X000568.SZ,X002074.SZ,X002506.SZ,X300003.SZ,X600839.SH,X002129.SZ,X002294.SZ,X000977.SZ,X600582.SH,X000547.SZ,X600867.SH,X002276.SZ,X000800.SZ,X002008.SZ,X002180.SZ,X000623.SZ,X300001.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.171015247894999,0,0,0,0,0,0,0,0,0.0933640812820759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254923859429805,0,0,0,0,0.0464189108688441,0,0,0,0,0,0,0,0,0.0295635818097814,0,0,0,0,0,0,0,-0.0236464206365452,0.0272130145691273,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.40013714791904,0.296737363125412,0.0210004559367796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00894678257589889,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0259885810721391,0,0,0,0,0,-0.19709783763397,0,0,0,0,0,0.170027451190815,0,0,0,0,0.0127565595854379,0,0.0544443482147687,0.323750038784209,0,0,0,0,0.0349901175908374,0,0.0256304079041169,0,0,0,0,0,0,0,0,0,0,0,1.40957679885629e-05,0,0,0.00885342336129818,4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147067513192532,0,0,0,0,0,0,0.0428558345647255,0,0,0,0,0,0,0,0,0,0.0525670767737302,0.00425329515797162,0,0,0,0,0.033952141751759,0,0,0,0.019642200129891,0,0,0,0.0752763335466585,0,0,-0.012548218548492,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0794769310230572,0,0,0,0,0,0.0180775901734579,0.0840916025861042,0,0,0,0,0,0,0,0,0,0,0,0,0.0271968035883216,0,0,0,0.028922895293021,0,0,0.0147710698134159,0,0,0.083521323208967,0,0,0,0.0467798054666728,0,0,0.227165866071656,0,0,0,-0.0155063370149396,0,0,0,0,0,0,0
X002304.SZ,0,0.0964374602163862,0,0,0,0,0,0,0.00540171532095148,0,0,0,0.0814585032329424,0,0,0,0,0,0,0,0,0.13195773930911,0.06999744021034,0,0,0,0,0,0,0,0.152889208921742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190883302764382,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506906054755588,0,0,0,0,0,0,0.156684809640599,0,0,0,0,0,0,0,0,0,0,-0.0272108087440939,0,0,0,0.107811200784827,0,0,0.106993878298591,0,0,0,0,0,0.10310691431928,0,0,0,0,0.045627246432822,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0916852727463468,0,0.0655280312378162,0,0,0,0,0.0657562849437732,0,0,0.0796964229771047,0,0,0.136665605579017,0,0,0.0518678995056571,0.154709364438124,0,0,0.00613816193057197,0,0,0,0,0.0401386491652663,0,0,0,0,0,0,0,0,0,0,0,-0.00153398513094798,0,0,0,0,0,0,0
X000625.SZ,0,0.054689543782484,0,0,0,0.0482179560637363,0,0,0,0,0,0,0,0,0,0,0,0,0.0564117941668108,0.056425354078016,0,0,0.169042326372007,0,0.141274081506872,0.114407982475668,0,0,0,0,0,0,0.00743910149741744,0,0,0.0227866724656342,0.0436427201814377,0,0,0,0,0,0.118612659994035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.0718109018039795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604922267125277,0,0.0495331722514676,0,0,0,0.407031685359019,0,0,0,0,0,0,0,0,0,0.0588196158121374,0,0,0,0,0,0,0,0,0.0540097171862681,0,0,0,0,0,0,0,-0.00579089318510523,0,0,0,0,0,0,0
X600703.SH,0,0.0310488768364936,0,0,0,0,0,0,0.0781621168942667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118876943625981,0.276287391685902,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230564901725155,0,0,0,0,0,-0.0152411617181283,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987147832885642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119701493427443,0,0,0,0.34182202680325,0,0,0.124116834635796,0,0,0,0.0340759446988678,0,0,-0.0315386543939991,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0228079548006761,0,0,0,0,0,0,0,0.451592487323546,0,0,0,0,0,0,0,0.0133571244349287,0,0,0.0185219735497175,0.020222081860356,0,0.00922631881499774,0.107878060447964,0,0.0474134982130234,0,0,0,0,0.00557693213607773,0.0397896903192444,0,0,-8.67361737988404e-19,0,0,-0.0346261906900654,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320104725488389,0,0,0,0,0,0,0,0,0,0,0,0.17663362449668,0.0415737912767991,0,0,0.106121846550588,0,0.174711249001599,0,0,0,0,0.107592334454848,0,0,0,0.106920017044281,0,0,-0.0109325148986779,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.177075902814189,0,0,0,0,0,0.0491544805900295,0,0.105580624730477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315527572940682,0.0508280825593346,0,0.0423415809457543,0,0,0.0935400044785967,0,0,0,0.018444242691694,0,0,0,0,0,0,-0.0231189773401799,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255780041370035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26338924679271,0,0,0,0.136350857819899,0,0,0,0,0,0,0,0,0.013225305799769,0,0.129608282908776,0,0,1.73472347597681e-18,0,0,-0.0424057779042967,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.101482615487202,0.168492527047642,0,0,0,0,0.00810882181217846,0,0,0,0,0,0,0.0894799917242603,0,0,0.16423449123984,0,0.0366713897928851,0.00725816844235111,0,0,0,0.0730280397126359,0,0,0,0,0,0,0,0.0279595961633219,0,0,0.027931130384922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.234437038189688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375402464363095,0,0,0,0,0.10820346849797,0,0,0,0,0,0,0,0,0.115771593210406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748413940932196,0,0,0,0,0,0,0,0,0.0739385613669769,0,0,0,0,0,0,0,0.352598422977304,0,0,0,0,0,0,0,0.249326187860624,0,0,0,0,0,-0.00954953305513959,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0325036178156645,0.135466000824815,0.0302087712374936,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139403543219971,0,0,0.123918432761647,0,0.153005595993205,0,0,0,0,0.061543694836144,0.00801825905381639,0,0,0,0.0720025969573072,0,-0.0273516077814098,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.117113945061263,0,0,0,0.0012654106094038,0,0,0,0,0,0,0,0,0,0,0,0.0913335980687055,0,0,0.0583547251262815,0.0577411435599051,0,0,0,0,0,0,0.0999805383114957,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207746604125297,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.251600104702412,0.284536959614835,0,0.0488366124314514,0,0,0.0109030553619506,0,0,0,0.0429212606017168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588620746037176,0.019272245569036,0,0,0,0,0,0,0,0,0.0813758357620754,0,0,0,0,0,0,-0.0211371443278854,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791158916795769,0,0,0,0,0,0,0,0,0,0,0,0.244063834180422,0,0,0.038988627732488,0.0881676695240853,0,0,0.0191460257266511,0,0,0,0,0.0418257083777748,0,0,0,0,0,0,0,0,0,0,0,-0.0305926638099123,0,0,0,0,0,0,0
