,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X000338.SZ,X002236.SZ,X000625.SZ,X002456.SZ,X002241.SZ,X601877.SH,X600487.SH,X600066.SH,X002008.SZ,X000100.SZ,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X002294.SZ,X600522.SH,X300003.SZ,X600271.SH,X002085.SZ,X600867.SH,X600089.SH,X000981.SZ,X000157.SZ,X000596.SZ,X600177.SH,X600498.SH,X002179.SZ,X600699.SH,X600566.SH,X000661.SZ,X600118.SH,X002129.SZ,X002049.SZ,X002180.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.314900106434723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173203838294285,0,0,0,0.000758972763232478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00529329027426274,0.0250699467555709,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0206014573250712,0.0803883821451364,0,0.225252793782924,0.12117824042139,0,0,0,0,0,0,0,0,0,0,0.0716195481781062,0.00240121748770682,0,0,0,0,0,0,0,0,0.00723706349103882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344280777990213,-0.0613229807644326,0,-0.0159581363184925,0.020450410415216,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.114330294041992,0,0,0,0,0,0,0,0,0,0.117494871344716,0.128637714592524,0,0.34818890229178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318792073435099,0,0,-0.0101335595228426,0,0,0,0,0,0
X000858.SZ,0.135307608068957,0,0,0,0.0537424273002847,0,0,0.0795184686287183,0,0,0,0.372581843851327,0,0,0,0,0,0,0,0,0,0,0,0.0221909350307378,0,0,0.245916939422891,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00935273332768736,0,0,0,0,0,0
X000651.SZ,0,0.0283810380310943,0,0.341686844084701,0,0,0,0,0.128696176595963,0,0,0,0,0,0,0,0.122643176964625,0,0,0,0,0,0,0,0,0,0,-0.0610748410082397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163246218230371,0,0.0895422103085668,0,0,0,-0.00337559954662312,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.290042430887728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135619864291581,0,0,0,0.106308903756299,0.0398376957370347,0,0,0,0,0,0,0.21365837118386,0,0,0,0,0,0,0,0,0,0,0.203886460368977,0,-0.0429613227859722,0.0631433317236714,0,0,0,0,0,0
X600276.SH,0,0,0.0720426384792276,0,0,0,0,0,0.0326535642971975,0,0.232062160820718,0.0684237861484489,0,0,0,0.0632447260128677,0,0,-0.145177957896195,0,0,0.0762115991197064,0,0,0,0.0961969541927754,0,0,0,0,0,0,0,0,0,0,0,0,0.0834169790040916,0,0,0,0,0,0,0,0,-0.0658407048937233,0,0,0,-0.0227680191923535,0.0519147467842031,0,0,0,0,0,0
X002304.SZ,0.199408794144492,0,0,0.189245632436013,0,0,0,0,0,0,0,0.148193289571524,0.0416643757686686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13175749544467,0,0,0,0,0,0,-0.0205353061449603,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.306625675961512,0,0,0,0,0,0,0,0,0,0,0.13638144804274,0,0,0.138620975817802,0,0,0,0,-0.0958437777193394,0,0,0,0,-0.000655209725055073,0.0556850308502933,0,0.138345873979068,0,0,0,0,0,0,0,0.402472643568244,0,0.148344223238264,0,0,0,0,0.143481085124388,0,0.0614820741717644,0,-0.0178059559867931,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.029332285727281,0.231223606260384,0,0,0,0,0,0,0,0.0275199632558683,0,0,0,0,0,0,0,0,0,0,0.403901517474642,0,0,0,0,0,0,0.0404509029976229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000847708894076537,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.126848058254037,0,0.0359763777440091,0,0,0,0,0.142883746140273,0,0,0,0,0,0,0.0363631172205126,0,0,0.0551978932967447,0,0.0769934076856155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269392096630274,0,0,0,0,0,0,0.189895764772478,0,0,0,-0.027399136532751,0,0,0,0,0,0,0
X000568.SZ,0,0,0.0323367284185555,0.356184032780864,0,0,0,0.0547325662086194,0,0,0,0,0,0.0379755970909815,0,0,0.0889437409751835,0,0,0,0,0,0,0.0581036018600874,0,0,0.045643504298185,0,0,0,0,0,0,0,0,0,0,0,0.0705910960431066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.0663009193550807,0,0.260282247076822,0.00335758642541491,0.0664570684971989,0,0,0,-0.0786135953688562,0,0.124802183948974,0,0,0.0471607787317198,0,0,0,-0.00796502153121951,0,0,0,0,0,0.0728173205003014,0,0,0,0,0,0,0,0,0,0,0.0480162094232147,0,0,0,0,-0.105573573129979,0,0,0,0,-0.0365441542075146,0.0808179546551177,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.00276997566073593,0,0,0,0,0,0,0,0,0,0,0,0,0.231572803719979,0,0,0,0,0.159232776279369,0.0190587334094628,0.182636181052383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118486296243237,0,0,0,0.0280699600256294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.135617530955417,-0.0240154915019726,0,0,0,0,0,0.028992165588543,0,0,0,0.189744514784655,0,0,0,0.135339300181477,0,0.102312720296714,0.067163941111256,-0.0496682183847239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448646193687416,0,0,0,-0.290549837462991,0,0.0131869918160203,-0.0234523484702178,0,-2.16840434497101e-19,0,-0.0191452869110524,0.0622421406011278,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.00476078037252925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856800820547595,0,0,0.0531088763802783,0.238733333546249,0,0,0,0,0,0,0,0,0,0,0,0.21095627247501,-0.114037675124679,0,0,0,0,0,0,0.0582891450214058,0,0,-0.0225838133327736,0.0248052730088066,0,0,0,0,0,0
X002236.SZ,0,0,0.491364119494875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102252731026852,0,0,0.0556593257679662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136883120680358,0,0.191061144702476,0,0.0115314949948137,-0.0275265815016527,0,0,0,0,0,0
X000625.SZ,0,0,0,-0.118495446131606,0,0,0,0,0,0,0.0902144373167434,0,0,0,0,0,0,0,0,0,0,0,0,0.0258728523874999,0,0,0,0,0,0,0.0136364593704212,0,0,0,0.0116552889050548,0,0,0,0,0,0.00524008639689336,0,0,0,0,0,0.0619959290063484,0.0587979675128039,0,0,0,-0.0228603414454068,0.0494515233298399,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0.123701913754647,0,0,0,0,0,0,0,0.289974543876621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184212590550084,0,-0.0993077161204531,0,0,0.124780179414286,0,0,0.0387065703334883,0,0,0,0,0,0
X002241.SZ,0,0,0.166857929815393,0,0,0,0,0,0.030477367976654,0,0,0,0,0.105984790925215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129790585201884,0,0,0,0,0,0,0,0,0,0,0,-0.104604634054191,0,0.11052380896565,0,0,0.0711994919516323,0,0,0,-0.00856643541032484,0.0654885147765122,0,0,0,0,0,0
X601877.SH,0.166342622141359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27254261353135,0,0,0,0.113223783421554,0.0107168487993345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220060213129471,0,0,0,0,0,0,0,0,0.00892717497793973,0,0,0,0,0,0,0,0,0
X600487.SH,0,0,0.140348043642477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318781001592967,0,0.014397146514485,0.152686953356258,0,0,0,0,0,0,0.186394523752913,0,0,0,0,0,0,0,0,0,0.136613826045685,0,0,0,0,0,0.0372234022629161,0,0,0.0206697693560153,0,0.0237152668928748,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,-0.13700746012281,0,0,0,0,0,0,0,0,0.308777164206549,0,0,0,0,0,0,0,0,0.11268042418744,0,-0.0368515769622278,0,0.0870167020985492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178853732347852,0,0,0,0.12132922043363,0,0,0,0,-0.024281173425145,0.0533174066828083,0,0,0,0,0,0
X002008.SZ,0,0,0.217994949139462,0,0,0,0,0,0,0.0793555797700131,0.19769896630472,0,0,0,0,0,0,0,0,0,0.116035090467899,0.0028875115252444,0,0,0.153140764478811,0.0510784898505796,0,0,0,0.25681515884615,0,0,0,0,0,0,0,0,0,0,0,0,0.00128956355752474,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-8.67361737988404e-19,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0911125762860266,0,0,0,0,0.069512141994354,0,0,0,0,0,0,0,0.114364313779283,0.0367028483240019,0.0553327468690143,0,0,0.0897895408208805,0,0,0,0,0,0,0.0168443376061332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179725665954635,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0.00196081076012347,0,0,0.0649634572268909,0,0,0,0,0.0633171390789876,0,0,0,0,0,0,0,0,0,0.0653595415885788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483724008365223,0,0,0,0,0,0,0,0,0.124144676683725,0,0,0,0.0261944804734065,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.341022892330033,0,0,0,0,0,0,0.0826939434972497,0,0,0,0,0,0,0,0,0.0221602923543709,0,0,0,0.0810954360447851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915402135574539,0,0,0,0,0,0,0,0,0,0,-0.0212667467522764,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,-0.0353220503931155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575450430733705,0.0807095768543175,0,0.0818524370168095,0,0,0,0,0,0.0886725456865736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287612211901108,0,-0.041163616803485,0.0741775768029704,0,0,0,0,0,0
X002508.SZ,0,0,0.19426262648725,0,0,0.00618778165219765,0,0.0187726704738506,0,0.186456540924572,0,0,0,0,-0.157900032137542,0,0,0,0,0,0,0,0,0,0,0.299375015538324,0,0,0,0,-0.0153304343063744,0.0237961817753653,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245096462446568,0.0235543994661219,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0.0432692948318083,0,0,0.196883542600499,0,0,0,0,0,0,0,0,0,0,0,0,0.00363161533863609,0,0,0.0675725595624213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00902612970109349,0,0.0818596677518261,0,-0.00475380205855269,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.381566866429882,0,0.088503143831487,0.129080994110806,0.0699862191640485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147019429084549,0,0,0,0,0,0,0,0.0527782728493982,0,0,0,0.0265849034675687,0,0,0,0,0,0
