,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X600276.SH,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X300124.SZ,X002129.SZ,X300014.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X002049.SZ,X000596.SZ,X600703.SH,X300142.SZ,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X600741.SH,X000661.SZ,X600460.SH,X000157.SZ,X002180.SZ,X002236.SZ,X600522.SH,X600702.SH,X600884.SH,X000799.SZ,X000733.SZ,X002074.SZ,X600584.SH,X002432.SZ,X600779.SH,X000800.SZ,X000977.SZ,X600183.SH,X002414.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0529375796791833,0.19790806715728,0.0675412207373617,0.0703630837771515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094422277520766,0,0,0,0,0,0,0,0,-0.0129925160086628,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.00897074786394714,0,0,0.0361750563612134,0,0,0.147588118050157,0,0,-0.0245746076260986,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.148741799663643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666957370553114,0,0,0,0.117338371758722,0,0,0,0,0,0,0,0.00155393970837904,0,0,0,0,0,0,0.0958605055544771,0,0,0,0.0269407377768617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0645606044462835,0,0,0,0,0.0239037581652748,0,0,0,0,0,0,0,0,0.0336569495675776,0,0,0,0,0,0,0,0,0,0,0,0.00860349794913386,0,0,0,0,0,0,0.106421009855974,0,0,0.176764315137857,0.0212831095418174,0,0,0.0373364347776954,0,0,0,0,0.234673925765283,0,0,0,0,0,0.00359016545034368,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.68498512896535,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0853089197165281,0,0,-0.0106344241373728,0.0722125887890758,0,0,0,0,0,0,0,0,0,0,0,0.178209568804199,0,0,0.0342041618579027,0,0,0,0,0,0,0,0,0,0,0.0096777828725657,-0.00469527125803689,0,0,0,0,0,0
X000568.SZ,0.164526923682608,0.221746928137944,0,0.0601501552387183,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.072086565940825,0,0,0,0.0171101320724366,0,0,0,0.161647451710524,0,0,0,0,0,0,0,0,0,0,0,0.0768346279538526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070402857113858,0.0505222053845075,0,0,0,0,0,0
X600690.SH,0,0.354615058316237,0,0,0,0,0,0.169001779618805,0,0,0,0,0,0.0485056048872677,0,0,0,0.0647650807499913,0,0,0.0794131953357624,0,0,0,0,0,0,0,0,0,0.128838248412175,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115087191407799,0,0,0,0,0,0,0,-0.0258593647956389,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.00308752302202468,0.0514035979168483,0,0,0,0,0,0,0,0.0277661529809756,0,0,0.0710072639428422,0,0,0,0,0,0,0.227373751268032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279628134425337,0.262230543725418,0,0,0,0.00837320517621744,0,0,0,0.0121353719123688,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.178805154616393,0,0,0,0,0,0,0,0,0,0,0,0,0.195851488787686,0,0,0,0,0,0.0528048955609364,0,0,0,0,0,0,0.0650551908133498,0,0,0,0,0,0,0.0299031640416546,0.0598984213717786,0,0,0,0.0710845210770965,0,0,0,0,0,0,0,-0.0113168368989126,-0.00994163215402625,0.0324452706608858,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166715764087464,0,0,0,0,0.471799719875871,0,0,0.0944917314051579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226601356839296,0,0,0,0,0,0,0,-0.018745658601846,-0.0361037638545435,0,0,0,0,0,0
X600104.SH,0,0,0,0.00325691037396445,0,0,0,0,0,0,0,0,0.0282574816670144,0.0158487658412396,0,0,0,0,0.0139334806471911,0,0.131424768229013,0,0,0,0,0,0.0621779005419557,0,0,0,0.0433043973232247,0,0,0,0.0626757376867527,0,0,0,0,0,0.00595408397513725,0,0,1.0842021724855e-19,0,0,0,0,0,0.0977601441181396,0,0,0.0120919116316044,0,0,0,0,0,0
