,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X600183.SH,X600741.SH,X000596.SZ,X000100.SZ,X002371.SZ,X300014.SZ,X002241.SZ,X601877.SH,X300142.SZ,X000977.SZ,X000157.SZ,X300124.SZ,X002236.SZ,X000800.SZ,X000625.SZ,X002463.SZ,X002129.SZ,X600118.SH,X600498.SH,X002456.SZ,X002179.SZ,X002223.SZ,X002049.SZ,X002414.SZ,X600271.SH,X000066.SZ,X300136.SZ,X600584.SH,X600522.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.211556670031197,0,0,0,0,0,0,0,0,0.023057633985911,0,0,0.0971807820555137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397326243457655,0,0,0.0225508966227472,0,0,0,-0.0121858119636042,0,0,0,0,0,0,0,0,0,0.0304706084417813,0.00752975059282425,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0820070279953926,0,0.0792268994863919,0,0,0,0,0.4449825267601,0,0,0,0.0374441550720618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206983285639132,0.0271520885604279,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109087984299985,0,0,0,0,0.0133423468338632,0,0,0.0391394735303406,0,0,0,0.069938431858544,0.02276244302801,0,0,0,0,0,0,0.0591365634637291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217758226295307,-0.00182972451374929,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.157613150694491,0.0889497975978748,0,0,0,0,0,0,0.165217827185796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392035480089581,0,0,0,0,0,0,0
X002415.SZ,0,0.0485879342148204,0,0,0,0.0461990302991889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333525172794956,6.93889390390723e-18,0.0504703057386658,0.0217194282864524,0,0,0,0,0,0,0,0,0.126949306097659,0,0,0,0,0,0,0,0,0,0,0.0462905355848791,0.0562561201294402,0.0135506724692475,0,0,0,0.0198993216189083,0.0282038972368929,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900522812789653,0,0.0387288399293221,0,0.16362933209077,0.198225734214247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340658842977218,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0.179468877457867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136715643180203,0,0,0,0,0,0,0,0,0,0,0.124826755826943,0.243234139850874,0,0.027034263917642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606378853515808,0.0315466993915206,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0949268353492204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134265657218302,0,0,0,0,0.161579294524524,0,0,0,0,0,0,0,0,0.199949045264942,0.0442394995255477,0,0,0.21042332515515,0,0,0.0195228202248898,0,0,0,0,0,0,0,0,0,0.0306945338262918,0.0300945992047363,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0731428899388973,0,0,0,0,0,0.0161084087021201,0,0.047393364833116,0,0,0,0,0,0,0,0.100925553599445,0.00991814036133868,0,0.00941107314490597,0,0,0,0,0.444572788756871,0,0,0,0.069588038672414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218867607290916,0.0047531800082211,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00951384000092718,0,0,0,0.000612457071549636,0,0,0,0,0,0,0.0287310996568959,0,0,0,0,0,0,0,0,0.1453162534768,0,0,0,0,0,0.0209245396732143,-0.00916032791921955,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246733819173495,0,0,0,0,0,0,0,0,0,0.00733337074469038,0,0,0,0,0,0,0,0,0,0,0,0,0.0389766558609607,0,0.00724156339011232,-3.46944695195361e-18,0,-0.0334411120646222,0,0,0,0,0,0,0,0,0,0.0244091852598706,0.00237549354367577,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422621876987514,0,0,0,0,0,0,0.42900316915279,0.045510794991324,0,0,0,0.111850216818042,0,0,0,0,0,0,0,0,0.0243221152234358,0,0.00442874261779923,0,0,0,0,0,0,0.0550737388232744,0,0,0,0,0.0354629679156313,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623087485269529,0,0,0,0.320899598912589,0,0,0,0,0.152304142574109,0.0910145822424595,0,0,0,0,0,0.105559489854106,0,0,0.118898404116392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232065173273578,0,0,0,0,0,0,0
X000568.SZ,0,0.326015980838489,0,0,0,0,0,0,0.0091892736000059,0,0,0,0,0,0,0,0,0.404877557345176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781287317818521,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437252588552577,0,0,0.0486299801861748,0,0,0,0,0,0,0,0,0.000324340169806967,0,0,0.0370454307708252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505658361723716,0,0,0,0,0,0.0536114934303395,0,0,0.0286867250599588,0,0,0,0,0,0,0
X600690.SH,0,0.017421530742216,0,0,0,0.00627875406314534,0.0418584430992894,0,0,0,0,0,0,0,0.2283207542273,0,0,0,0,0,0,0,0.0354297165803923,0,0,0.0445120094218234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237277681336002,0,0,0,0,0,0,0,0,0.00636204242448903,0.00905495384924813,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781336608714525,0,0,0,0,0,0,0,0,0,0,0,0.0882307130861936,0,0,0.092802846085787,0,0,0.0167322927080163,0,0,0,0,0.585248502979801,0.212719099672852,0,0,0.0169135707297485,0.0145274127638758,0,0,0,0,0,0
