,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X000559.SZ,X600118.SH,X600066.SH,X000157.SZ,X600372.SH,X002236.SZ,X600089.SH,X000338.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002292.SZ,X000568.SZ,X600839.SH,X300124.SZ,X600177.SH,X002465.SZ,X002294.SZ,X000977.SZ,X002074.SZ,X600867.SH,X000800.SZ,X000869.SZ,X600582.SH,X300003.SZ,X600498.SH,X002129.SZ,X600525.SH,X000581.SZ,X000550.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0600994360135336,0,0,0,0,0.078951477729295,0,0.0615990916651815,0.124712134521232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789976949462938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322312195009171,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.166098228556083,0,0.180662768225296,0.133042162536234,0,0,-3.3881317890172e-21,0,0,0,0,0,0,0,0,0,0,0,0.0623844825694143,0,0,0,0,0,0,0.0932358821146287,0,0,0,0,0,0,0,0,0,0,0.0376725389184814,0,0,0,0.00403415607814421,0.0199038520277949,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.130546589614701,0,0,0,0,0,0,0,0,0,0,0.148537881990961,0,0,0,0,0,0,0,0,0.0329526273650363,0,0,0.0449378016716536,-3.46944695195361e-18,0,0,0.0633013236846035,0,0,0.0721018905399919,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00568944864282477,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.244848459788401,0,0,0,0,0,0,0,0.0490825722651844,0,0.279486234828093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167807683030668,0,0,0.060503016467605,0,0,0,-0.00229692359600646,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990280285428362,0,0,0,0.0273430751306325,0.184925203452861,0,0,0,0,0,0,0.0061682852362569,0,0.341860709673109,0.0648924963234904,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0.0626965653074819,0,0,0,0,0,0,-0.0254621977670987,2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.154505841009475,0.230147095114571,0,0,0,0,0,0,-0.109232914179641,0,0,0,0.0146207202848351,0,-0.0656811362543631,0,0,0,0,0,0,0.393116319101216,0.0563462036019004,0,0,0,0,0,-0.0468012257805985,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588193352651678,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.00452118845492018,0,0,0.0230336606069098,0.0864941327695344,0,0,0,0,0,0,0,0.312550206461294,0,0,0,0,0,0,0,0,0,0,0,0,0.0512730685762034,0,0,0,0,0,0,0,0.10260191820977,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.314745031427693,0,0,0,0.0653809668859837,0,0,0,0,0.0678435073640284,0.0711870544260554,0,0,0,0,0,0,0,0,0,0,0,0.249334684970073,0,0,0,0,0,0,0,0,0,-0.0540103248999,0,0.0373024145445722,0,0.0926379833574497,0,0,0,0.0480082929750902,0,0,0,0,-0.132270900761322,0,0.0325158300544254,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084916037961274,0.264134525336443,0.0440692854952615,0,0,0,0,0.324795851775445,0,0,0,0,0,0,0,0,0,0.00619973466451785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0204002558882865,0,0,0.165607259684627,0,0,0,0,0,0.0518209618903708,0,0,0.258521256878527,0.158779259622452,0,0,0,0.0994973483994722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147597782473006,0,0,0,0,0,0,0
