,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X600271.SH,X000100.SZ,X000559.SZ,X600066.SH,X600372.SH,X000157.SZ,X002236.SZ,X600741.SH,X600089.SH,X002241.SZ,X002475.SZ,X000338.SZ,X002292.SZ,X300124.SZ,X002465.SZ,X000568.SZ,X600177.SH,X300003.SZ,X600839.SH,X002129.SZ,X002294.SZ,X000977.SZ,X000547.SZ,X002074.SZ,X600867.SH,X002506.SZ,X000800.SZ,X600582.SH,X002008.SZ,X000623.SZ,X600498.SH,X000550.SZ,X002180.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0565407356202698,0,0,0,0,0,0,0,0,0.102961934278466,0,0.0319906431943095,0,0,0,0,0,0.0119318294298516,0,0,0.0610020971516774,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0103414458113724,0,0,0,0,0,0.037111181614014,0,0,0,0,0,0,0,0,0,-0.0290879327417594,0.0506210341540114,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.410069715292488,0.339543174436875,0,0.0389944329884979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269586260403171,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278225761170379,-4.33680868994202e-19,0,0.16012577150104,0,0,0,0,0,0,0,0,0.0312451366090969,0,0,0,0.0233746545634452,0,0,0,0,0,0,0,0,0,0.0117001025936451,0,-0.0882423680330545,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819962216524469,0.00532871531400116,0,0,0,0.0456885748381085,0,0,0,0.124290743655889,0,0,0,0,0.0102548958279365,0,0,0,0.0294137552620594,0,0,0,0,0,0.0730077907527649,0.0185620934004503,0.0904492928413384,0,0,0,0,0,0,0,-0.00691621133312147,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0405487679310773,0,0,0.215120002765063,0.0573488085660011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.000671793594611517,0,0,0,0,0,0,0.0730908196593919,0.0198110410712865,0,0.304746184022548,0,0,0,0,0,-0.0108932937787277,0,0,0,0,0,0,0
X002304.SZ,0,0.0849801850783576,0,0,0,0,0,0,0,0.0314233595564626,0.202623996180527,0,0.0162883526841152,0,0,0,0,0,0,0,0.0546963253316009,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0130096597177408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300837183759927,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0636676809347134,0,0,0.0446692332101281,0,0,0,0.146055630393487,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0524897191369099,0,0,0,0,0.00583949524984191,0,0,0,0.111008900920081,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.151274106102053,0.0247100895607322,0,0,0,0.114796344558783,0,0,0,0,0.0726094345746139,0.161260859947621,0.0669084153579609,0,0.0837522246013332,0,0,0,0,0,0,0,0,0,0.0835733339048405,0,0,0,0.0171253068567238,0,0,0,0,0,0,0,0,0,-0.00375484816108468,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714746373621158,0,0,0.240398387338081,0,0,0.160907775369913,0.0759676137703095,0,0,0,0,0,0,0,0.0507742596078425,0,0,0,0,0,0.00185701529554427,0.153912278924593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.182435676349147,0,0,0,0,0,0,0,0,0,0,0.14400555962984,0,0,0,0,0,0,0,0,0.362873299037367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145804875428874,0,0,0,0,0,0,0.00409681807127643,0,0,-0.00178277616038375,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237504324130292,0,0,0,0,0,0,0,0,0,0.201005656297041,0,0,0,0,0,0,0,0.353473192430478,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193522154384815,0,0,0,0,0,0,0
X600703.SH,0,0.126825474281585,0,0,0,0,0,0,0.131255871795628,0,0,0,0,0,0,0,0,0,0,0,0,0.0203163945071923,0.245645044769321,0,0,0,0,0,0,0,0.0813644525902014,0,0,0,0,0,0,0,0,0,0.0348417609486542,0,0.172510114518335,0,0,0,0,0,0,-0.0042068878792499,0,0,0,0,0,0,0
