,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X002371.SZ,X000596.SZ,X002007.SZ,X002241.SZ,X300003.SZ,X000100.SZ,X300142.SZ,X600183.SH,X600741.SH,X300124.SZ,X300014.SZ,X000977.SZ,X601877.SH,X000157.SZ,X002129.SZ,X000800.SZ,X000625.SZ,X002236.SZ,X600584.SH,X002414.SZ,X002049.SZ,X000066.SZ,X002463.SZ,X002456.SZ,X300136.SZ,X600118.SH,X002179.SZ,X002185.SZ,X600522.SH,X000021.SZ,X600498.SH,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.375686102143071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096185683454549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414116558163502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308077024035372,0,0,0.000283013965373822,-0.0203305160111796,0,0,0,0,0,0
X000858.SZ,0.0732840875113328,0,0,0,0,0,0.0378556104925929,0,0,0,0,0,0,0.410854493328438,0.234340734806069,0,0,0,0,0.0152341332830261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127215963074436,0.0505932964365142,0,0,0,0,0,0
X600276.SH,0,0.187200300858166,0,0,0,0,0.0530014895917403,0,0,0,0,0.144659684526889,0,0,0.0550933231155465,0,0,0,0.026620181526657,0,0,0,0.0512835046185231,0,0,0,0,0,0,0,0,0.123239049800738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107717843743803,0.00110667421472943,0,0,0,0,0,0
X000651.SZ,0,0.0564519465338965,0,0,0,0.0760515827027072,0.0657298245001062,0,0,0,0,0,0,0,0,0,0.185000525267576,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0478815245126397,0,0,0,0,0,0,0,0,0,0,0,0.017859165374817,0.0105792837420006,0.00310023836968458,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.00821975151901718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257130165604489,0,0.115737987660363,0,0,0,0,0,0.00413782554815324,0,0,0,0.168058237492391,0,0,0,0,0,0,0,0,0,0.11806472458552,0,0,0.0228152247429281,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132027516810596,0,0.0946194107307713,0,0.136061410013633,0,0,0.0848104019735157,0,0,0,0,0,0,0,0,0,0,0,0,0.0851639113338965,0.0359082914625723,0,0,0,0,0.0034252106254723,0,0,0,0.0199243815522516,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134929052956009,0,0,0,0.361497789199914,0,0,0.110419509428803,0,0,-2.16840434497101e-19,0.00568861956361253,0.151099581113264,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413316561999202,0,0,0.0112246494895177,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824588761387526,0,0,0,0.0042348107272452,0,0,0.0394607128441478,0,0,0,0,0,0.0679999304596972,0,0,0.11236654393404,0,0,0,0,0.0279155027545793,0,0,0,0,0,0.29374431215407,0,0,0.0314122400887027,0,0,0,0,0,0,0
X600031.SH,0,0.087315646485081,0,0.0422243152113278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737579540913994,0,0,0,0,0.45887017679103,0,0,0.0583925988616328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125551509215513,0,0,0,0,0,0,0
X002304.SZ,0,0.0716035032370992,0,0,0,0,0,0,0.0323436061714837,0,0,0,0,0.100203118380985,0,0.154868438029825,0,0,0,0,0,0,0,0,0.00146603163331703,0,0.00595169467713789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011569878310053,0,0,0,0,0,0,0,0.00189595729253907,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0313897903419199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191557795419128,0.0282807625501941,0,0,0,0,0,0,0,0,0,0.118934927610839,0,0.0249222320986633,0,0,0,0,0.0100299391031317,0,0,0,0,0,-0.0421970854510565,0,0,0,0,0,0
X000661.SZ,0,0,0.52019126735337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101327048626338,0,0,0,0,0,0,0,0,0,0.00754308392171966,0,0,0,0.225462025946641,0,0,0.00107130867512487,0,0,0,0,0,0.113255387421274,0,-0.0115264676737425,0,0,-0.0572530253501456,0,0,0.0124863701176318,0.00254847276284218,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590964464382906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105544434497406,0,0,0,0.0156057836098084,0,0,0,0,0,0,0,0.0130427814650603,-0.00417438900668065,0,0,0,0,0,0
X000568.SZ,0,0.59209986365971,0,0,0,0,0,0.00852651002959593,0,0,0,0,0,0,0.24152886314281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410786931053346,0,0,0,0,0,0,0,0,0,0,0
