,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600271.SH,X002456.SZ,X002236.SZ,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X002426.SZ,X600372.SH,X002007.SZ,X600867.SH,X002292.SZ,X300124.SZ,X300003.SZ,X000559.SZ,X600089.SH,X002294.SZ,X601877.SH,X002180.SZ,X600522.SH,X002506.SZ,X002508.SZ,X002074.SZ,X000981.SZ,X000623.SZ,X000050.SZ,X600498.SH,X300136.SZ,X000869.SZ,X000536.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0505658379669607,0,0.203137209679114,0,0,0,0,0.00469246307919934,0.0339239622290305,0,0.0314024624101424,0,0.0933132145801745,0,0,0,0.0299032721835462,0,0.0399586744120966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457722016719479,0,0,0,0,0.0386942805505685,0,0,0,0,0,0
X600104.SH,0,0,0.0139617631501968,0,0,0,0,0,0,0.0708459866029787,0,0.126459926413623,0,0,0.0483197952666078,0,0,0.0991576311348935,0,0,0.103358714148142,0,0,0,-0.0396983147277504,0,0,0,0,0,0,0,0,0,0,0,0,0.0445778073003798,0,0,0,0,0,0,0,0.0080214359262531,-0.117315553496718,0,0,0,0.000966440778648896,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.297736425704374,0,0,0,0,0,0,0,0,0,0,-0.108673474790919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199387832769813,0,0,0,0,0.134980294276644,0.251481238743009,0,0.0447808832866109,0,0,0,0,0.010854904426469,0.217540552816528,0,0,0,-0.168636527911637,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635372292545409,0,0,0,0.067390711427172,0,0,0,0,0,0,0.0453881557628186,0,0,0,0,0,0.177285818010433,0,0.0438730578103987,0,0,0,0,0,0,0,0.0984176509098225,0,0,0.0238071652145101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0804272640949237,0,0,0,0,0,0.202252091590912,0,0.00856418105549664,0,0,0,0,-8.67361737988404e-19,0.334872612070796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117452979782671,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674988838375419,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.129132776564169,0,0,-0.030499984075268,0.0130581657814717,0,0,-0.0686372867091946,-0.0266956441597655,0,0,0,0,0,-0.0194737621253185,-0.0385260899470246,0,0,0,0,0,0,0,0,0,0.271718414578075,0,0,0,0,0,0.142299318369922,0,0,0,0,0.0156185968914522,0,0,0,-0.0119172897959356,-0.00618345994593639,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.218365234647018,0,0,0,0,0,0,0,0,0,0.0604427263437209,0,0,0,0,0,0,0,0,0,0,0,0.00382277622171606,0,0.042433955255411,0,0,0.055568360622416,0,0.0718684418649282,0,0,0,0,0,0,0,0,0,0,0,0,0.0294986479293468,0.0374962589687108,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0.0222933078915494,0,0.0776126272121866,0,0,0,0,0,0,0,0,0,0,0.0414078000009721,0,0,0,0.114652401918131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289207064744067,0.250806858823126,0.038263319716373,0,0,0.0495538913917487,0,0,0.151056812723439,0,-0.0114440167107696,0,0,0,0,0,0
X000625.SZ,0,0,0.115336511044293,0,0.0753796689655094,0,0,0,0,0,0,0.105833968617012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659638256083904,0.0375616397322111,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00304371272181761,0,0,0,0,0,0,0,0,0,0,0.0667156035995589,0,0,0.0331399502481236,0,0,0,0,0,0,0
X000063.SZ,0,0.0391514371698227,0.122008811891636,0,0,0,0,0,0,0,0,0,0,0.0774808095530488,0,0,0,0.0425753732368578,0.119669196142484,0,0,0,0,0,0.0753075886401952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138052701147431,0,0,-0.0448648681450683,0,0,0,-0.0082435228691176,0,0,0,0,-0.16772319571584,0,0
X600690.SH,0,0,0.0800224856499564,0,0.0758014890433086,0,0,0,0,0.0314666176307948,0,0,0,0.0792131607682129,0,0,0,0.0597758187267491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629446996628744,0.127458508686377,0,0,0,0,0,0,0,0,0,0,0.0450570377342633,0.038180043116353,0,0,0,0,0,0
X600741.SH,0,0.0394131514837378,0,0.00726639601976228,0,0,0,-0.0248390395563239,0.132997504753497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125767065335986,0,0.0218557634761251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254252062005468,0,0,0.0322922051952175,-0.00998567571348738,0,0,0,0,0,0
X600703.SH,0,0,0,0.0692970742698803,0,0,0,0,0.167032726273065,0,0,0,0,0.108415497009125,0,0.125676507224453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043554102652712,0,0,0,0,-0.00949813728907497,0,0,0.0802877485417156,-0.017120404266409,0,0.00912694620208524,0,0,0.047345508746441,0,0,0,0,0,0
X600031.SH,0,0,0,0.00484564740528177,0,0,0,0.139455758692387,0,0.0417826548154316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402455557234899,0,0,0,0,0,0,0,0,0.044308940537585,0,0,0,0,0,0,0,-0.0534499516620424,0,0,0,0,0,0.19342700245115,0,0,-0.0170744566365763,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.279571729179674,0,0.10669384092579,0,0,0,0,0,0,0,0,0,0,0.0606022502835344,0,0,0.014061026707832,0,0,0,0.0658722386481148,0,0,0,0,0,0,0,0,0.121828996770438,0,0.0636842144301929,-4.33680868994202e-19,0.123664221760798,0,0,0,0,0.00781208750544393,0,0,0,0,0,0,0,-0.0276682170743973,-0.0194568293574259,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125984112491699,0.080063954741444,0,0,0,0.124024723900887,0,0.00729963221749912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572123626392439,0,0.0217541196008687,0,0.049417207340626,0,0,0.0250247241415268,0,0,0.169085876514759,0,-0.0172052093485092,0,0,0,0,0,0,0
