,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X000100.SZ,X600031.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600089.SH,X600066.SH,X600271.SH,X600118.SH,X002236.SZ,X601877.SH,X000581.SZ,X000550.SZ,X600177.SH,X002475.SZ,X000800.SZ,X600582.SH,X000568.SZ,X300124.SZ,X002129.SZ,X002294.SZ,X000623.SZ,X600060.SH,X000559.SZ,X300003.SZ,X000050.SZ,X300146.SZ,X002292.SZ,X002456.SZ,X000400.SZ,X000869.SZ,X000977.SZ,X002465.SZ,X600839.SH,X002007.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.206624493231165,0,0,0,0,0.157650944040012,0.168713339289899,0,0,0,0,0.191569118268912,0,0,0.0610037224323879,0,0,0,0,0,0,0,0.0796339649368901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000442978403415945,0,0,0,0,0,0
X600519.SH,0,0,0.159995638553927,-0.0231455858170302,0,0,0.133423693420644,0.209760218076461,0,0,0,0.000247552280172805,0,0,0,0,0,0,0,0,0,-0.0166102147858416,0,0,0.0789947337925282,0,0,0.0473004562346063,-0.0338564848186919,0,0,0,0,0,0,0,0.00686536817705771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000341889350220189,0,0,0,0,0,0
X000651.SZ,0.164707143187736,0,0,0,0.168278891547676,0.154113280549377,0,0,0,0,0.0664909527493269,0,0,0,0,0,0,0,0,0,0,0.00166433854398296,0.032316327892269,0,0,0,0,0,0,0,0,0,0.0726602258168431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227230331074022,0,0,0,-0.00818232704429295,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.275034954088192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725635992799378,0,0,0.205470651100319,0,0,0.149805011943603,0,0,0.036461875483214,0,0,0,0,0,0,0.0230505822821327,0,0.0507562688881476,0,0,0,0,0.0231944725498862,0,0,0,0,0,0.0493736679304979,0,0,-0.00107688915429974,0,0,0,0,0,0
X000725.SZ,0,0,0.0150947438785147,0,0,0,0,0,0,0,0.119865705530301,0,0,0,0,0.191084873566574,0.0256680243670262,0,0,0,0,0.0391705619886601,0.11358553429429,0,0,0,0,0.0884030533715136,0,0.101422107338593,0,0.0811931067908244,0,0,0,0.0673510646748283,0,0,0,0,0,0,0,0,0,0,0.0926263383034447,0.125626229120229,0,0,0,0,0.00789200028051974,0,0,0,0,0,0
X000625.SZ,0.337987702026396,0,0.0293622686274107,0.0986530638642027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238453786874289,0,0,0,0,0,0.0449499513197645,0,0,0.144183090409933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256881322077357,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.140239396464975,0.0636098871601233,0.220198852614103,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0395078194650279,-0.027042114264733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475671454730524,0,0.389852500422159,0,0,0,0,0,0,0,0.00115793469919323,0,0,0,0,0,0
X000858.SZ,0,0,0.0326256123779625,0,0,0,0,0,0.100901702568491,0,0.0680758046597417,0.0405141808382436,0.0604922565273849,0.0442070803319994,0,0.19751984075891,0.0310570108726293,0,0,0,0,0,0,0,0,0,0,0.043532872191336,0,0.0426819476040234,0,0.00843737048154775,0,0,0,0,0,0,0,0.0671632268295311,0,0,0,0,0.0265324144086562,-0.00986929077885303,0,0,0,0,0,0,-0.00373233991673919,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.00493313279683601,0.078572246041892,0,0.19538697645738,0,0,0,0,0.0401505161236172,0,0,0,0,0,0,0,0,0.0653690747726315,0,0.0101648402597715,0,0,0,0,0,0.12348756273723,0.0460576542673489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00634421210958706,0,0,0,0,0,0
X600276.SH,0,0,0,0.00103125680054954,0,0,0.0367787237191212,0,-0.0821358740571393,0,0,0,0,0,0,0,0,0,0.0178505207734392,0,0.18050094462994,4.33680868994202e-19,0,0.149441418633418,0,0,0,0,0.0314830310976311,0,0,0,0,0.124843981634257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142282714248678,0,0,0,0,0,0
