,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X000100.SZ,X002292.SZ,X600690.SH,X600703.SH,X600066.SH,X600741.SH,X002241.SZ,X002236.SZ,X600031.SH,X002506.SZ,X000559.SZ,X600118.SH,X002049.SZ,X002475.SZ,X000157.SZ,X600372.SH,X000568.SZ,X000338.SZ,X300003.SZ,X002294.SZ,X002074.SZ,X600089.SH,X600867.SH,X300124.SZ,X600582.SH,X002085.SZ,X002465.SZ,X600177.SH,X002180.SZ,X601877.SH,X002007.SZ,X000869.SZ,X600498.SH,X600584.SH,X002456.SZ,X000550.SZ,X300001.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.102767247696335,0,0,0,0.0729800347199191,0,0.0246997643967755,0,0,0,0,0,0,0,0.0456645284820159,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.15507846116653,0,0,0.0150069290687661,0,0,0,0,0,0.040618621371681,0,0,0,0,0,0,0,0.069523742547909,-0.000260308979969713,0,0,0,0,0,0
X600104.SH,0,0,0.209080325848245,0,0,0,0,0,0.0957565647604236,0,0.0355855820176869,8.67361737988404e-19,0,0,0,0.109540737031504,6.93889390390723e-18,0,0,0,0.0466900217739512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306375150886502,0,0.0151867645813743,0,0.0564433725680891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.120316673885683,0,0,0,0,0,0,0,0.0338947681795673,0,0,0,0.0365343754376867,0,0,0,0,0,0,0,0,0,0.0471562927338379,0,0,0,0,0,0,0.0298708193461221,0,0,0,0,0,0,0.31406630766302,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.241368360074392,0.0347600547430218,0,0,0,0,0,0,0,0,0,0.0270870397612455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289439631414978,0,0.030483148316993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148395119438443,0.054826217522729,0,0,0,0,0,0.069289828918637,0,0,0,0,0,0,0,0,0,0.0319815334773192,0,0,0,0.102067990469105,0,0,0,0,0.00531617052197065,0,0.050508140550969,0.0257635369660285,0,4.33680868994202e-19,0,0.0274256928438441,0,0,0.00594477035815053,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.105791958829724,0,0,0,0,0,0,0,0.0650377971949397,0.0856194195460812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198446177683191,0,0,0,0,0,0.136913666667763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626873219827188,0,0,0,0,0,0,0,0,0,0.308161222368661,0,0,0,0,0,0.0166736839521591,0,0.0339533406491397,0.0112328646709223,0,0,0.01745007944772,0,0,0.132946447947169,0.0408151214787887,0,0,0,0,0,0,0,-0.00771264739031196,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0891338895844709,0,0,0,0,0,0,0,0,0,0.0625830599495705,0,0,0,0,0,0,0,0,0,0,0,0,0.120265611685533,0,0,0,0.312371519094285,0,0,0,0,0.0785692820974359,0,0.023267799347389,0,0,0,0,0,-0.0119004534159481,0,0,0,0,0,0
X000625.SZ,0,0,0,0.130382330007482,0,0,0,0,0,0,0.0933281971860972,0.110702444901661,0,0,0,0,0.061200231520976,0,0,0,0.273626848432433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0341413014707357,0,0,0,0,0,0,0,0.0305231635241524,0,0,0,0.393042747326812,0,0,0,0,0,0,0,0,0,0.0564988006578053,0,0.0106979349478393,0,0,0,0,0.0626140011563395,0,0,0.131593261666181,0,0,0,2.71050543121376e-20,0,0,0.0182325419583612,0,0,-0.00752949184272087,0,0,0,0,0,0
