,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X000568.SZ,X002304.SZ,X600031.SH,X600690.SH,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X600703.SH,X002371.SZ,X000063.SZ,X000338.SZ,X002129.SZ,X000625.SZ,X300142.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X002049.SZ,X000100.SZ,X601877.SH,X000596.SZ,X002179.SZ,X600460.SH,X000157.SZ,X002074.SZ,X002007.SZ,X600741.SH,X002414.SZ,X000799.SZ,X600584.SH,X600183.SH,X601799.SH,X600702.SH,X002236.SZ,X600089.SH,X000800.SZ,X000066.SZ,X300146.SZ,X600779.SH,X300003.SZ,X600884.SH,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00868119562641024,0,0,0,0.0392676742094387,0,0.223491297691488,0.0257977776168206,0,0.0791205591367185,0,0,0,0,0,0,0,0,0.0320978489051404,0,0,0,0,0.0540417177128406,0,0,0,0,0,0,0,0.00527964942793751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112879511540252,0,0,0,0,0,0.00320451928317732,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0477001276468633,0,0,0.380073974934686,0,0,0,0,0.0339848239868707,0,0,0,0,0,0,0,0,0,0,0,0.153233974735509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107405522912145,0,0,0,0,0,0,0.156748813864873,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.107599852495993,0.0234619258039624,0,0.059931583925853,0,0,0,0.0754747456098508,0.171992414007664,0,0,0,0,0,0,0.05272694254081,0,0,0,0,0,0,0,0,0,0,0,0,0.00194178484845779,0,0,0,0.0494423669692241,0,0,0,0,0,0,0,0,0,0,0,0,0.106279498078359,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.100467163665276,0.130325340507147,0,-0.0681150846304538,0.150466674069464,0,0,0,0,0,0,0,-0.00580901445580116,0,0,0,0,0,0,0,-0.111991189830427,0,0,-0.000585559008196445,0,0,0,0,0,0.481735956882832,0,0,0,0.0112434831759441,0,0,0,0,0,0.0423465136058745,0,0,0.062821331815951,0,0,0.0338770757200158,0,0,0,0,0,0
X600276.SH,0,0.0732723400685199,0,0,0,-0.0371369814067319,0,0,0,0.0803887238659453,0.0128240353398978,0.0386148898716981,0,0,0,0,0,0,0,0,0,0.0446184944088131,0,0,0.181873451349552,0,0,0,0,0,0,0.289558052962499,0,0,0,0,0,0,-0.165843397667551,0,0.0297284296641118,0,-0.0594051937973082,0,0,0,0,0,0.0761746601628131,0,0,0.0536391394957742,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.0358078228268383,0.153497455155083,0.0611490913367868,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.170495433080518,0,0,0.0583099415278203,0,0,0,0.0640692732232258,0,0,0,0,0,0,0,0,0,0,0,0,-0.0473959160920812,0,0,0,0,0,0,0.087437371904901,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.129835993764051,0,0,0,0,0,0,0.19624595404113,0,0,0.0167042567841095,-0.0366825277978952,0,0,0.0390969043913912,0,0,0,-0.0767254773387923,0,-0.0517985187754453,0,0,0,0,0,0,0,0,-0.0342947420576282,0.0920626417651045,0,0,0,-0.00974834595961436,-0.0390451435901663,0,0,0,0,0,0,0.0979919203814554,0,0,0,0,0,0
X000568.SZ,0,0.33924703653605,0,0.202033671953582,0,0,0,0,0.109729727724928,0,0,0,0,-0.0551433957985062,0,0,0,0,0,0,-0.0354135373430958,0,0,0,0,0,0,0,0.155283979627209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00169846514159846,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.219167975057995,0,0,0,0.279529259692429,0,0,0,0,0,0,0,0.0993000923698591,0,0.10879680966779,0,0,0,0,0,0,0,0,0,0,0.0423665514308546,0,0,0,0.0479121320482527,0.0921357516065001,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.103010927234535,0,0,0,0,0,0,-0.100633684491268,0,0,0,0,0,0,0
X600031.SH,0,0.0383359740601918,0,0,0.00925023237415507,0,0,0,0,0,0,0.0759501738858698,0.055775196009856,0,0,0.255138504859687,-0.0330173351058364,0,0,-3.46944695195361e-18,0,0.0358682373597773,0.0496097673050067,0,0,0,0,0,0,0,-0.167795223179939,0.12261810362448,0,0,0,0.0168386558600666,0,0,0,8.67361737988404e-19,0.0284375969394652,0,0,0,0,0,0,0,0.00820932860103728,0,0,0,0,0,0,0,0,0,0
