,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600104.SH,X600276.SH,X000651.SZ,X300124.SZ,X300014.SZ,X000725.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X600031.SH,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X601877.SH,X300142.SZ,X600460.SH,X600741.SH,X000661.SZ,X002180.SZ,X000100.SZ,X000733.SZ,X600522.SH,X002074.SZ,X000157.SZ,X600702.SH,X600884.SH,X002236.SZ,X000799.SZ,X600584.SH,X002414.SZ,X000800.SZ,X002056.SZ,X600183.SH,X601799.SH,X002176.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.281161694208182,0,0.071691026828362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412581565004998,0.0726496618559869,0.0146536231691445,0,0,0,0,0,0,0,0.0328575911914556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117209409549241,0,0,0,0,0,0,-0.0220637125152404,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.182575079113273,0,0,0,0,0,0,0,0,0,0,0,0,0.0662546809621156,0,0,0.0693407284695373,0.111101553733807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261702746384624,0,0,0,0,0,0,0.0306340630039363,0,0,0,0,0,0,-0.0239806854302767,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0972951720415995,0,0,0,0,0,0,0,0.0805242808890514,0,0,0,0,0,0,0.180680730632222,0,0,0,-0.275556857344515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333562801513013,0,0.622754359015226,0.05652961490085,0,0,0,0.00316115768996592,0,0,0.0653109173128996,0,0,-0.0466118794483933,0.095774013925999,0,0,0,0,0,0
X600809.SH,0,0,0.0457109421505742,0,0.409769054933588,0,0,0,0,0,0,0,0.012941790889314,0,0,0,0,0,0,0,0,0.048579748531307,0,0,0.189047778998473,0,0,0,0,0,0,0,0,0,0,0,0.12839624573532,0,0.14697885159024,0,0,0,0,0,0,0,0,0,0.013408251018019,0,0,0,0.0296938060734351,0,0,0,0,0,0
X000568.SZ,0,0.65135186374889,0,0.0186111445545012,0,0,0.19380367540938,0,0,0,0,0,0,0,0,0,0.0679360348464366,0,0,0,0,0.00127384597791265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901274778993207,0.0466527821825171,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0455123311952723,0,0.237099715298027,0,0,0,0,0,0,0,0,0,0,0.110984857148612,0,0,0.0630320100680507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.00524046965255314,0,0,0,0,0,-0.0307032159665924,0,0,0,0,0,0,0
X002304.SZ,0.00436501048530832,0,0,0,0.189349101190594,0,0,0,0,0,0,0.153355874981593,0,0,0.299505300513581,0,0,0,0,0,0,0.135365770910241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273100569150263,0,0,0.150875920537271,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447975296910538,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150274671108655,0,0.415580274411695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272060678687282,0,0,0,0,0.109180748987192,0,0,0,0,0,0,0.000809713900699932,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137901390562242,0,0,0,0,0,0,0,0.14453640521696,0,0,0,0,0,0,0,0.181626901408014,0,0.0334929671102201,0,0,0.00964799655726975,0,0,0,0,0,0,0,0,0.0354118572096115,0,0,0,0,0,0.0313162062502165,-0.00187224065917291,-0.00148436379993257,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254844236781153,0,0.142859178944793,0,0,0,0.0211505977169819,0,0,0,0,0,0,0,0,0,0,0.156215504578288,0,0.143046721130098,0,0,0,0,0,0.0362871138441258,0,0,0,-0.0306192938026026,0.033462609386639,0,0.259655419495964,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0430505084862551,0.0747180474582303,0,0,0.0461209391517911,0,0,0,0,0,0,0,0.187069878922602,0,0,0,0.042570833378663,0.0111452154254477,0,0,0,0.0990806564172722,0,0.0228884400573805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218259350384771,0,0,0,0,0,0,0,0,-0.0361808649785469,-0.00914229681737502,0,0,0,0,0,0
X300124.SZ,0,0,0.115453507394219,0,0,0,0.1518408437298,0,0,0,0,0,0,0,0,0,0,0,0,0.0231778287526417,0,0,0,0.107234436112144,0.145258288759717,0,0,0,0,0,0,0,0.0839529568183864,0,0,0.105900359872956,0,0,0.0256322791738382,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0343230461328004,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127477980799312,0,0,0,0,0,0,0,0,0,0,0.274391037219237,0,0.00800496803476976,0.0604328994310814,0,0,0,0,0.0333976534042668,0.384324314846985,0,0,0,0,0.11605396238383,0,0,0,0,0,0.00584181643811954,0,0,0,0,-0.0786986204584418,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020125817729216,0,0,0,0,0.00475953274298153,0.198770683501558,0,0,0,0,0.0559712735245419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304302629706041,0,0.202636908945637,0.0180570223960519,0,0,-1.73472347597681e-18,0,0,0,-0.00780154833718955,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.0850659908613354,0.033754774826993,0,0.18778175181035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702266821808356,0,0,0,0,0,0,0,0,0,0.112489315679344,0,0,0.0304497120908488,0,0,0,0,0,0,0.0189034309446634,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0401725886087136,0.146647911867006,0,0,0,0,0,0,0,0,0,0.0921863839700395,0,0,0,0,0,0,0.00161833641397436,0,0,0,0,0,0,0,0,0,0.160052259994214,0,0,0,0.218260347184294,0,0,0,0,0,0,0,0.0174812622084689,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.193122403307993,0,0,0,0,0,0,0,0,0,0,0.0384238191730187,0,0,0,0,0,0.0698228339457022,0,0,0,0,0.232817283900024,0,0,0,0,0,0,0,0,0,0.340800296534788,0,0,0,0,0,0,0,0,0,0,0,-0.00862425344410096,0.0760231323207473,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.00976046966093242,0,0,0,0,0,0,0,0,0.0291369357171626,0,0,0,0.170964447836813,0.331496207532946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039705290097279,0,0,0,0,0,0,0,0,0.00529209462407461,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.138665293081389,0,0,0,0,0,0,0,0,0.429590254702215,0,0,0,0,0,0,0,0,0,0,0,0,0.0105125788631178,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0134994095050328,0,0,0.00932932718343842,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391976225839425,0,0,0,0,0,0,0,0,0,0.10127358538589,0,0,0.401736041558564,0,0,0.00740199360397762,0,0,0,0,0,0.0586191429766684,0.104744093551411,0,0,0,0,0,0,0,0,0,0,0,0,0.0229401287979401,0.0506115900767707,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0260897584698182,0.102187809828669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109256724464673,0,0,0,0,0,0,0,0,0,0,0.159950610411981,0,0,0.12930340602919,0,0,0,0.0282954780109198,0,0,0,0,0,0,0,0,0,0,0,0.0155697623147173,0,0,0,0,0,0,0
X000596.SZ,0,0.20975163840808,0,0,0.100660124380542,0,0.110658839832744,0,0,0,0,0,0,0,0,0,0,0,0.00046943389669959,0,0.221846129952435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354949363537138,0,0,0.00941484065979747,0.0224658956571181,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.09760583453472,0,0,0.0620863354636953,0,0,0,0.0216852421324897,0,0,0,0,0,0,0.348723822665322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582212413963673,0,0,0,0.10078903574486,0.0787944517424117,0,-0.100127531949768,1.0842021724855e-19,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0272432311013388,0,0,0.0725950386665488,0,0,0,0,0,0,0,0.380012238140062,0,0,0,0,0.0414389579500449,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0.0633373553512855,0,0,0,0,0.123116811436463,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0358969196063001,0,0,-1.73472347597681e-18,0,0,0,0.258190861716932,0,0,0,0,0,0,0,0,0,0,0.37260488200188,0,0,0,0,0,0,0,0,0.0897716117218589,0,0,0,0,0,0,0,0,0.0675253268533723,0,0,0,0.0152068101660852,0,-0.0176455253224825,0.0262662287506203,0,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.0579371385937685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113091248202087,0,0,0,0,0,0,0,0,0,0,0,0.0398919304712156,0,-4.33680868994202e-19,0,0,0.144858618174684,0,0,0,0.0742119725552964,0,0,0,0,0,0.134304265871031,0,0.0686136576693879,0.027778015972533,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452826761395268,0,0,0,0,0.0685026225214529,0,0.0591936110772987,0.11212317593811,0,0,0.124885431616717,0,0,0,0,0.0461912062589231,0,0,0,0.0183717078431941,0.07329051869035,0,0.0189879854751707,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.150438343280343,0,0,0,0.0331592420519927,0,0.0338939302472935,0,0,0,0.0924163499690149,0,0,0,0,0,0,0,0,0.0484152684021961,0,0,0,0,0,0,0,0.0263866428449967,0,0,0,0,0,0,0,0,0,0,0,0.0332940959710978,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167920257084,0,0,0,0.0282791049666864,0,0,0.169738087879106,0,-0.422934404388193,0,0.00665036720204542,0,0,0,0,0,0
