,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X000063.SZ,X300124.SZ,X600104.SH,X002371.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X000977.SZ,X002241.SZ,X000661.SZ,X601877.SH,X000157.SZ,X600584.SH,X600741.SH,X002180.SZ,X600702.SH,X600522.SH,X002074.SZ,X000733.SZ,X300142.SZ,X600460.SH,X300003.SZ,X000066.SZ,X002463.SZ,X002007.SZ,X002294.SZ,X300146.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0798100426690362,0,0.119274697700906,0.0441329056708423,0,0,0,0,0,-0.00499483370006567,0,0,0.0332708356132918,0,0,0.0503557145742701,0,0,0,0.034860409173652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967616306219624,0,0,-0.0310956065169015,-0.0215502311036511,0,0,0,0,0,0
X000858.SZ,0,0,0,0.189554204079078,0,0.0735591843243368,0,0,0,0,0,0,0,0,0,0,0.094975784699138,0,0.077159507023793,0,0,0,0,0,0,0.0215436883363019,0,0,0,-0.00704970491939181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139521491003721,-0.0315996505006801,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,9.89520641233865e-05,0,0,0,0,0,0,0.115428720628294,0,0,0,0,0,0,0,-0.0419935399420347,0,0.131461468824956,0,0,0.065835554072093,0,0,0,0,0,0.0606583238751169,0,0,0,0,0.276295225293006,5.42101086242752e-20,0,0.122580849049561,-0.0449972165061744,0,0,0,0,0,-0.0296629849480807,0,0,0,0,0,0,0
X000568.SZ,0,0.403072237678477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356997068506668,0,-9.62599210297958e-05,0,0,0,0,0,0,0,0.220784828731093,-0.059977403936845,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352491866175856,-0.0134586691979165,0,0,0,0,0,0
X600276.SH,0,0,0.0923230002885338,0,0,0,0,0.0777077337066075,0,0,0,0,0,0.185334405315645,0,0,0,0,0,0,0.0766625231314217,0,-0.0476898708055198,0,0.0303722029395995,0.126956970361068,0,0.136045561078882,0,0,0,-4.33680868994202e-19,0,0,0.0409560440478174,0,0,0,0,0,0,0,0,0.103455791988466,-0.119954109851941,-0.198085090015851,0,0.224755641971819,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.135695603088747,0.153424083423425,0,0,0,0,0,0,0,0.0165725151023187,0,-0.226326494137811,0,0,0.187507030304053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263244945984768,0,0,0,0,0,0,-0.041611685504911,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0140466886803487,0,0,0,0,0,0,0,0,0.185669169345322,0,0,0.0437578992647061,0,0,0,0,0.102709891895175,0,0.0631075276982128,0.215253087767289,0,0,0,0,0,0,0,0.00524608333549,0,0,0,0,0,0.0217846142036429,0,0,0,-0.141375829365245,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.0211765995078216,-0.119176820672794,0.251030453741149,0.106295390167605,0,0.00222017499669349,0.205472497105751,0,0,0,-0.00920724507267333,0.0400988580981469,0,-0.0075587214858007,0,0,0,0,0,0,0.052500031547292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968762728040445,-0.126409901170458,0,0,0,0.0415672948391821,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0807607443287946,0,0.116331510528254,0,0.100185239295918,0,0.0104510690210507,-0.0444510870028427,0,0,0,0,0,0,0,0,0,0,-0.0413843187434326,0,0,0,0,0,-0.0454332719650476,0,2.16840434497101e-19,0,0.0385568265886834,-0.0365857721527502,0,0,0,0,0.109041000020103,0,0,0,0,0,0,0,0.00454253058832013,0,0,0,0,0.0157894444640224,0,-0.0339893182541951,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0672705777997939,0,0,0,0,0,0,0.0273104165369517,0,0,0,0,0,0,0,0,0,0.0718299144925569,-0.0514752085180759,0,0,0,0.0522154447014165,0,0,0,0.036131149749291,0,0,-0.0687006759087217,0,0,0,0,0,0,0,0,0,0,0,0,0.00654521281947232,0,0,0,0,0,0,-0.0164445157660903,0,0,0,0,0,0
X000063.SZ,0,0,0.0324863281876356,0,0,0,0,0,0,0.126280001700718,0,0,0,0.265503959534303,0,0,0,0,0,0,0,0,0,0,0,-0.0553851408925438,0,0.340595442083307,0,0,0,0,-0.0753505994885607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510378736293105,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0778617573393483,0.160827957914464,0,0,0,0,0,0,0,0.138606761565527,0.000933519097306991,-0.0186575350475643,0,-0.0701598859165857,0,0,0,0,0,0,0,0.121405996901793,0.224098834311533,0,0,0,0.00954892570586353,0,0,0,-0.0774264443080653,0,0,0,0,0,0,-0.0946442692093158,0,0,0,0,0,0,0.0561421398202674,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0592099725608801,0,0,0,0,0,0,0,0,0.0840413867054055,-0.031342312051751,0.291024193894719,0,0,0,0,0,0.0959988088598157,0,0,0,0,-0.0266329458818554,0,0,0,0,0,0,0,-0.00541516162893014,-0.0317300223563443,0,0,0,0,-0.0238598711560184,0,0,0,0,0,-0.0185148483264378,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,-0.0221203782294927,0,0,0,0.143179567517736,0,0,0,0,0,0,0,0,0,0,0,0.118673731810826,0,0,0.0350896005469319,0,0,0,-0.0460036964253399,0,0,0,0,0.120818613269218,-0.424355014667663,0.205944114527973,0,0,0,0,0,0,0.0945253485411554,6.93889390390723e-18,0,0,0,0,0,0,0.0374504994608733,0,-0.12535618601613,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0811225850953885,0,0,0.0343809905874714,0,0,0.036657120203058,0,0,0,0.0462019889712065,0.0398141926827332,0,0.0312551823321426,0.00820958404668867,0,0,0.0191050417844562,0,0.0353921899488433,0.00496188004352254,0,0,0.219743507436787,0,0,-0.0487370724029917,0.0100654417097496,0,0,0,0,0,0,0,-0.0275804549683598,0,0,0,0,0.133290533272747,0,0,0.121643502790363,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.144458760394488,0.244274044986722,0.138093098032834,0,0,0,0,0,0,0.0248747039306365,0,0,0,0.0161954050178269,0,0,0,0,0,0,0,0,0,0,0,0,-0.0863833662160369,0,0,0,0,0,0,0
X000596.SZ,0,0.16418778024777,0,0,0,0,0,0,0.0897753728216813,0,-0.0511605200468384,0,0,0,0,0,0,0,0,0,0,0,-0.0350944991016684,0,0,0,0,0,0,-0.0431973160883521,0,0.150307388919706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104011464063846,-0.00242439890608026,0,0,0,0,0,0
X300014.SZ,0,0,0.0211785153585742,0,0,0,0,0,0,0,-0.108357631620875,0,0,0,0,0,0,0,0,0,0,0,0.0161481446311123,0,0,0.0251852861040531,0,0,0,-0.0227998370091351,0.0597982305479767,0,0.106763379078107,0,0,0,0,0.079143145893407,0,0.323328531584276,0.093941891156016,0,0,0,0.00695119328977745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
