,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X000100.SZ,X600703.SH,X601877.SH,X600118.SH,X000623.SZ,X000581.SZ,X000559.SZ,X002236.SZ,X000568.SZ,X600066.SH,X000550.SZ,X600271.SH,X000050.SZ,X600177.SH,X002475.SZ,X600839.SH,X002294.SZ,X000869.SZ,X300124.SZ,X000400.SZ,X002456.SZ,X000800.SZ,X002129.SZ,X002465.SZ,X002292.SZ,X600435.SH,X002007.SZ,X600252.SH,X300003.SZ,X002038.SZ,X600809.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.147112878689196,0,0,0,0,0,0,0,0,0,0.20803541558723,0,0,0,0,0,0,0,0,0,0,0,0,0.0802159537214011,0,0,0,0,0.0233587309815313,0,0,0,0,0,0,0,0.140271254137251,0,0,0,0,0,0,0,0,0,0,0.00583052039111285,0,0,0,0,0,0
X600519.SH,0,0,0.0252376859295582,0.0178075566275825,0,0,0.176573063121984,0.279532110803891,0,0,0.0569509958607742,0,0,0,0,0.0954055081169639,0,0,0,0.085537025099254,0,0,0,0,0,0,0,0,0.0704871446228939,0,0,0.0218186385509654,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932619124888234,-0.0498467872938754,0,0,0,0,0,0
X000651.SZ,0,0,0,0.132683034374281,0,0,0,0,0,0,0.22961856584646,0,0,0.00743232661258636,0,0.108941183585792,0.273619010202458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217796873730597,0,0,0,0,0,0,0,0,0.0520720519119995,0,0,0,0,0,0,0,0,0,0,-0.0207327711747092,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0604271064660025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428992198065365,0,0,0,0,0,0,0,0,0,0,0.0753039129363812,0,0.245651188311908,0,0.0170590343318036,0,0,0,0,0,0,0,0.0501156273997738,0,0,0,0,0,0,0,0,0,0,-0.0144662695001143,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429498727006144,0,0,0,0.167518217536907,0,0,0.0957788102888752,0.210681613302406,0,0,0.000413839609626411,0,0,0,0,0,0,0.193503797805031,0,0,0,0,0,0,0,-0.00959074875917718,0,0,0,0,0,0,0,-0.019977476716492,0,0,0,0,0,0,0
X000625.SZ,0.154544326064344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146563704159358,0,0,0,0,0,0.0916674615901755,0,0,0,0.0362994749362299,0,0,0.035110914615995,0.162812659417283,0,0,0,0,0,0,0,0,0,0.0157185427127451,0,0.0159815928485715,0,0,0.0656430415099351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0.0750722917058063,0.0471219577214741,0,0,0,0,0.0572667282416947,0,0,0.105017895454302,0,0,0,0,0,0,0,0.0291324240522166,0,0,0,0,0,0,0,0.019452235924602,0,0,0,0.0217721701643241,0,0,0,0,0,0.030902280773032,0,0,0,0,0,0,0,0,0,0,0,0.159505356708132,0,0,-0.00734865310161855,0.02238112141964,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.189304356145427,0,0.0046442617936295,0,0,0,0,0,0,0,0,0,0.0752185336563545,0,0,0,-0.123773752369495,0,0,0,0,0,0,0,-0.0393900027755233,0,0,0,0,0.0849278959616015,-0.0329990882766361,0,0,0,0,0,0,0,0,0,0,0.160354880938852,0.274571827103337,0,0,-0.0004643947957639,0,0,0,0,0.0272045561271511,0,0
X600031.SH,0.0550701226257698,0,0,0,0,0,0,0,0,0,0.105920062390366,0,0,0,0.564268133072133,0.038073328976048,0,0,0,0,0,0,0.0974364775436191,0,0,0,0,0,0.0123980556905283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00879678970345881,-0.0192123823664359,0,0,0,0,0,0
X000063.SZ,0.155170640988355,0,0,0,0,0.012214046844842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505143055213684,0,0,0,0,0,0.0378680830621552,0,0,0,0,0,0,0,0,0,0,0.0460734074199408,0,0,0,0.0288423928551738,0,0,0,0.0901852747836237,0,0,0,0,0,0,0.00361757336035334,0.000739826940011877,0,0,0,0,0,0
X600690.SH,0,0.288956344616386,0.163995751691162,0,0,0,0,0,0.186506829008746,0,0,0,0,0,0,0,0,0.0305663661783986,0.183133116721331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,8.67361737988404e-19,0,0,0,0,0.0707468556954106,0,0,-0.0338857236177174,0.0677835524698293,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0579061565490131,0,0,0,0,0,0,0,-0.155931245114255,0,0,0,0,0,0,-0.0371395954077134,0,0,0,0,0,0,0,0,0,0,0,0.0461447726592977,0,0,0,0,0,0,0,0.043824385576242,0.000353524946435474,0.21360297569955,0,0.0398267644332992,0,0,0,0,0.00809117315873998,0.0152420263305661,0,0,0,-0.0387888037599074,0,0
X000338.SZ,0,0,0.109758879074729,0,0,0,0,0,0,0,0.183284923896146,0,0,0,0,0.0486313848401578,0,0,0.0240728931201727,0,0,0,0.00589534106166219,0,-0.0166441472259185,0,0,0,0,0,0,0,0,0,0,0,-0.000384214902012989,0,0,-0.087185923373079,0,0,0,-0.0764243562475525,0,0.166756884623042,0,0,0,-0.0412759870422714,0,-0.00797609486791761,-0.00779570757104335,0,0,0,-5.42101086242752e-20,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688156814535316,0,0,-0.0629061963076135,0,0,0.377644154633161,0.0857425427469169,0,0,0,0,0,0,0,0,0,0,0,0.0115346075012066,0,0,0,0,0,0.178969214866903,0.0326366255985217,0,0.102642375379835,0,0,0.138834975551643,0,0,0,0,0,0.0636076075410709,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199310373566723,0,0,0.0148531875012582,0,0,0,0,0,0,0,0,0,0,0.192239954101757,0,0,0,0.0421049167277844,0,0,0.023294112625576,0,0,0,0,0,0,0,0.0244901341843207,0,0,0,0,0,0,0.00377075729681113,0,0,0,0,0,0,0
X600741.SH,0.132874015310502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128469772278181,0,0,0.130873550626308,0,0,0,0,0.0581741006364934,0,0.0710659557638075,0.000542738639340183,0,0,0,0,0.0212538428967772,0.00418169962814296,0,0,0,0,0.00150007639833517,0,0,0,0,0,0,0,0,0.160623250404783,0.00817684427366072,0,0,0,0,-0.0127281636947351,0,0,0,0,-0.023154035259602,0,0
X002241.SZ,0,0,0.0560671391364016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810249576903057,0,0,0,0,0,0,0.0476061544937599,0.00306581331814088,0,0,0.113199287548669,0,0,0,0,0.0907035024955551,0,0,0,0.0169834803700868,0,0,0,0,0,0,0.0180851203709182,0,-0.00838633788198978,-0.0229697716681253,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.042199931113289,0,0,0,0,0.0227868244210258,0,0,0,0,0,0.289642074968016,0,0,0,0,0,0,0,0,0,0.144967362435899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030272514845547,0,0,0,0,0,0,0,0.121391681608777,0.0117158396314996,0,0,-0.00799904826727665,0.101916104109699,0,0,0,0,0
X000100.SZ,0,0,0,0.189799134814763,0,0,0,0,0.106539390862774,0,0.0158280309475522,0,0.0221949452165344,0,0,0,0,0,0,0,0,0,0,0,0.168380635731787,0,0,0.151906267939217,0,0,0,0,0,0,0,0,0.0959115531160541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290507366657454,-0.0258088277823062,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0581592195964885,0,0,0.094484608174832,0.0205752391004979,0,0,0,0,0,0,0,0,0,0,0,0.172478630053406,0,0,0,0,0.00834381961377352,-1.73472347597681e-18,0,0.140901481727465,0,0,0,0.0432169414415888,0,0.0622362697851507,0,0.0929774293811058,0,0,0,0,0,0,-0.0039917706310006,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,-0.017047694169719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267182707860857,0,0,0,0,0,0,0.0250236100295699,0,0.0725806458303801,0.152659605859844,0,0,0.0249252283595566,0,0,0,0,0.0562809011616792,0,0,0,0,0,0,0,0,0,0,-0.0133433413408114,0,0.178045014646161,0,0,0,0,0
X600118.SH,0,0,0,0.106285383361658,0,0,0,0,0,0,0,0,0,0.224748524862217,0,0,0,0,0,0,0,0,0,0,0,0,0.101027631294451,0,0,0.0425040067443552,0,0,0,0,0,0,0,0,0,0,0,0.343160898641174,0,0.111303616256008,0,0,0,0,0,0,0,0.017401101462394,0,0,0,0,0,0,0
X000623.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183381109301932,0,0,0,0,0.0972357042655241,0,0.581731058227637,0.0888899470481762,0,0,0,0,0,0,0,0,0.127592409601178,0,0.0663341635248682,0,0.187156521590133,-1.73472347597681e-18,0,0,-0.117813233240202,0,0.0164993450045799,0,0,0,0,0,0,0
X000581.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0537680488320514,0,0.10152530183492,0.0655916430152634,0,0.0673910707261875,0,0,0,0,0,0,0.137368355201637,0,0,0,0,0,0.0124756491971648,0,0,0,0,0,0,0,0,0,0,0,0.141132809341831,0,0,0,0,0,0.0524518214315438,-3.46944695195361e-18,0,0,-0.0211015951808698,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617059732553747,0,0.000868647017155447,0,0,8.67361737988404e-19,0.0726886578342226,0,0,0,0.129574007560884,0,0.066232478065553,0,0,0,0,0,0,0,0,0,0,0.0243778082747079,0,0,0,0,0,0,0,0.104678363507075,0,0,0,0,0.0703140769089932,0,-0.000826550844021454,0,0,0,0,0,0,0
X002236.SZ,0,0,0,-0.0612330096692741,0.173543627325205,0,0,0.0514113260541847,0,0,0,0,0,0,0,0.123986554493029,0,0.0225490362481581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601611771852208,0,0.29482502393394,0,0.0606753882791566,0,0.101964462827869,-0.0293281241469377,0.0219932884491458,0,0,0,0,0,0,0,-0.0309455567325101,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0638778807354043,0,0,0.0662460411895137,0,0,0,0,0,0,0.0348872126580977,0,0,0,0,0,0,0,0.117239815974615,0,0,0,0,0,0,0,0.0612462839340801,0,0.11904598584612,0,0,0,0,0.0492789153761633,0,0,0,0,0,0,0,0,0,0,0,0.148779448797548,0,0,-0.021395069132295,0.0400926114675753,0,0,0,0,0,0
X600066.SH,0.0718728954971572,0,0,0,0,0,0,0,0,0,0,0,0,0.127971959232674,0,0,0,0,0.0327423209579022,0,0,0.11631528113459,0,0,0.0915705797928145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819678747497128,0,0,0,0,0,0,-0.035094315399902,0,0,-0.00970372629533275,-0.0199943646494497,0,0,0,0.0776256893424578,0,0
X000550.SZ,0.295449337335312,0,0,0,0,0.00755471700284761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209849027448058,0,0,0,0.113504327618506,0,0,0,0,0.151667454901287,0,0,0.0474119776473542,0,0,0,0,0,0,0,0,0.0102140321936286,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401115624493222,0,0,0,0,0,0,0.199188565730739,0.0116122874047714,0.0574654864988143,0,0,0,0.18159401879808,0,0,0,0,0,0.0243093143148459,0,0,0,0.22780823606312,0,0,0,0,0,0,0.108619384473219,0,0,0.139243254562332,0,0,0.00150374062234223,0,0,0.000685823761487497,0,0,0,0,0,0
X000050.SZ,0,0,0,0,0,0,0,0,0,0.154321134005481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162764539844877,0,0,0,0,0,0,0,0.131073859044481,-0.0151875047358309,0,0,0,0,0,0,0,0,0.201681824393123,0,0,0,0,0,-0.0360104888587238,0,0,-0.0161722960846044,0,0,0,0,0,0,0
X600177.SH,0,0,0.149138987804702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0655553951792818,0,0,0.180883337787205,0.304323964216441,0,0,0,0.0441109155022585,0,0,0.0168573730182806,0.0295598843880967,0,0,0,0,0,0,0,0,0,0,0.137972814114852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456052770517583,0,0,0,0,0,0,0,0,0,0,0.050559951735486,0,0,0,0,0.0773891393551293,0.0636964421363238,0,0,0.11137893768611,0,0,0.0496643458533871,0,0,0,0.0429305804344918,0,0,0,0.0379293404247838,0.0326096728907138,0.0182953974488273,0,0,0.0985129939569016,0,0,0,0,0,0,0,0,0
X600839.SH,0.239329547922005,0,0.069678547082263,0.115671404688711,0,0,0,0,0,0,0,0,0,0,0.121582876271011,0,0.0951521222430669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00788621618367297,0,0,0,0,0,0,0.00777999014727389,0,0.0408456223755773,0,0,0,0,0.0970910740080234,0,0.0269487941570617,-0.102486299782083,0,0,0,-0.0532903866805892,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0,0,0.065179441409752,0,0.11939606694833,0,0,0,0,-1.73472347597681e-18,0.106839312454111,0.0541021258032401,0,0,0,0,0.0704179504226076,0,0,0,0,0,0,0,0.00341257691235076,0,0,0,0,0,0,0.0651330372534546,0,0.190154897154477,0,0,0,0,0,0,0.120494502067358,0,0.0171421425153383,-0.026899465125689,0,0,0,-0.0267229102395861,0,0
X000869.SZ,0.0819104408956209,0,0,0,0,0,0,0.164615084118671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186294039115541,0,0,0,0,0.0334130356111891,0,0,0,0,0,0,-3.3881317890172e-21,0,0,0,0,0,0.151573557679362,0,0,0,0,0,0,0.0748388557587664,0,0.00143377881725949,-0.016870319016511,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352870155040839,0,0,0,0.0316824583964935,0,0,0,0,0,0,0,0,0,0,0.194631731676532,0,0,0,0.0827530422325351,0,0,0,0,0.103085688501206,0,0,0.0137902461625823,0,0,0,0,0,0
X000400.SZ,0,0.0808697264366914,0,0,0,0.0477124840758549,0,0,0,0.0502636628814084,0,0,0,0.0188677690565137,0,0.0438110365008065,0,0,0,0.0113571067044301,0.0944878840550368,0,0,0,0,0.066385747030874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127520990050192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
