,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600809.SH,X000568.SZ,X002371.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600584.SH,X600372.SH,X002028.SZ,X000157.SZ,X600703.SH,X600418.SH,X600741.SH,X600066.SH,X000977.SZ,X002236.SZ,X600522.SH,X600183.SH,X601877.SH,X002049.SZ,X601799.SH,X000921.SZ,X002294.SZ,X000800.SZ,X600487.SH,X002180.SZ,X002074.SZ,X600177.SH,X000661.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.278931344364463,0,0,0,0,0,0,0.0295868217479851,0.262081790617681,0,0,0,0,0,0,0,0,0.0290548055218791,0.0240649025442059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776540436948229,-0.027790779607955,0,0,0,-0.0319101018705383,0,0,0,0,0,0,0,0,-0.0157516660975298,-0.0107212709845265,0,0,0,0.0357504729048403,0,0
X000858.SZ,0.217752623151869,0,0.075844428879969,0,0,0,0,0,0.173129274066658,0.225372251273688,0,0,0,0,0,0,0,0,0.00752524139272611,0.0527970408039966,0,0,0,0,0,0,0,0,0,0,0,-0.00200696617640904,0.173437074728158,-0.0289932094894857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158488401867774,0,0,0,0.0158040566578985,0,0
X600276.SH,0,0,0,0,0,0.02885180955531,0,-0.0612196010261786,0,0,0.069482432251645,0,0,0,0,0,0,0.0123433938495054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246969155665515,0,0,0,0,0,0.0970422467416323,0,0,-0.0381338822368711,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553715100847422,0,0,0,0,0,0.22013924846025,0,0.132204768160697,0.236787388422698,0,0,0,0,0.00453975672374467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390229365655508,0,0,0,-0.0201687743934239,0,0
X002415.SZ,0,0,0,0,0,0.100995190282805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842193382134893,0,0,0,0,0,0,0,0,0,0.0494088544170477,0,8.67361737988404e-19,0.0961011051986763,0,0,0,0,0.0699460048777961,0.0504075146901954,0,0,0,0.0280739401690527,0,0,0,0,0.065823814799504,0,0.0186714602643798,0,0,0,0,0.0333324905078115,0,0
X600690.SH,0,0,0,0,0,0,0.285974056070701,0,0,0,0,0.0703807284183953,0,0,0,0,0,0,0.126768780671427,0,0,0.0374153459959548,0.0378261409218947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739554613128406,0,0.0219907296843937,0,0,0.276527448820519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153702511255901,0,0
X000651.SZ,0,0,0,0,0,0.20003660943091,0,0,0.052284230484598,0.0252047273010935,0,0,0,0,0,0,0,0,0.00278249961299062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136365506810028,0,0,-0.00601237756283312,0,-0.0356681442312346,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0882570330693966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293164622957232,0,0,0,0,0,-0.06667513358547,-0.0798228402175638,0,0,0,0,0,0,0,0,-0.0492100383035781,0,0,0,0,0,0,0,-0.207111405683089,0,0.24373848789553,-0.189761750654646,0,0,0,-0.0133399241275446,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.249349024871771,0,0,0,0,0,0,0,0,0,0.540795305228497,0,0,0,0,0,0,0,0.132612544132287,0,0,0,0,0,0,0,0,0,0,-0.0236735029444783,0,0,0,0,0,-0.102309279520973,0,-0.041223564717018,0,0,0,0,0.0157362684250842,0,0,0,0,0,0,0
X000568.SZ,0.275335712328245,0,0,0,0,0,0,0,0.518950277656256,0,0,0,0,0,0,0,0,0,0,0.0380524603610827,0,0,0,0,0,0,0.10752065356222,0,0,0,0,0.0245278324980819,0,0,0.0348808963863666,0,0,-0.119205757977527,0,0,0,0,0,0,-0.0312037783397967,0,0,0,0,0,0,0,-0.0258151393838183,-0.00941110032754332,0,0,-0.0268902756220961,0,0
