,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X600066.SH,X000100.SZ,X002241.SZ,X002292.SZ,X600177.SH,X600031.SH,X002236.SZ,X600118.SH,X002475.SZ,X000559.SZ,X002506.SZ,X000568.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002007.SZ,X002456.SZ,X000050.SZ,X002085.SZ,X300124.SZ,X600867.SH,X002074.SZ,X002294.SZ,X600089.SH,X002180.SZ,X000981.SZ,X002426.SZ,X000869.SZ,X002465.SZ,X600699.SH,X002508.SZ,X600498.SH,X601877.SH,X002008.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550298132221783,0,0,0,0,0,0,0,0,-0.0299781024951494,0,0,0,0.313865750660388,0,0,-0.00733922700969964,0,-0.0136001606065531,0.0576300314886184,0,0,0.00286879999584643,0,-0.0327165132135869,0,-0.0329509149972623,0,0.0125908024818078,0,0,0.129203817498425,0,0,-0.0670461012699876,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.143221931694319,0,0.132850313927511,0,0.124743254560323,0,0,0,0,-0.0223323137328277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365220993709163,-0.046642627558257,0,0,0,0,0.0133234192884132,-0.0250492996996023,-0.0222619643504116,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110301307294758,0.107301938954031,0,0,0,0,0,0,0,0,0,0,0,0.0875915674653146,0,0.0636618070778503,0.0164019608854856,0,0,0,0.0825029651054452,0,0,0,0,0,0,0,0,0.0230060448162682,0,0,0,0,0,-0.00156960180039065,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.147045568064853,0,0,0,0.0063316638835462,0,0,0,0.00390611808023358,0,0,0,0,0,0,0,0,0,0,0.103375381067218,0,0,0,0,0,0.0509447517026431,0,0.0649015694980508,0,0,0,0,0,0,0,0,0.0249548283621028,0.141817804527653,0.0360044047940419,0,0,0,0.00511613981284708,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.0113324963810738,0,0,0.398643093002241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105338885420778,0,0,0,0,0,-0.0525782312200272,0,0,0,0,0,0,0,0,0,0.0961302390077103,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0948937366315686,0,0,0,0,0,0,0,0.0466641752287717,0,0,0,0.111753578107862,0,0,0,0,0,0,0,0,0,-0.0289695256752838,0,0,0,0,0,0,0,0,0,0,0,0.0169943914122132,0,0,-0.023161154979209,-0.00859362331441567,0,0,0,0,0,0.241460986468385,0,0,0,0,-0.0466379717214127,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173772359287703,0.122202205499951,0,0,0,0,0,0.102821616493687,0.0630191978518805,0,0,0,0,0.0317077624617066,0,0,0,0,0.0266834224163306,0,0.00225926541880599,0,0,0,0.0128124919934674,0,0,0,0,0,0,0,0,0,0,-0.01843503691139,0,0,0,0,0,0,0
X000625.SZ,0.184055507909585,0,0,0,0,0,0,0,0.171487262020192,0,0,0,0,0,0,0,-2.71050543121376e-20,0.0161213831479823,0,0,0,0.0496567456202756,0,0.174890566404412,0,-0.0307373367291359,0,0,0.0313552717466289,0,0,0.123333506650322,0,0,0,0,0,0,0,0,0,0,0,-0.0658241890163242,0,0,0,0,0,0,0.0471063256280817,-0.0134506900826919,0,0,0,0,0,0
X000063.SZ,0,0,0,0.221882730873835,0,0,0,0.16121927359621,0,0.0944687537635387,0,0,0.0133182329765879,0,0,0,0,0.0665663799444911,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.00412951727929398,0,0.115204585476274,0,0.0171035330801465,0,0,0,0.0618648151412346,0.0264225413669999,0,0,0.00314542952385207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335387351833257,0,0,0,0,0.202715891693141,0,0.0474433712034211,0,0,0,0,0,0.373874674372392,0,0,0,0.0800623738691734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0.0511589660343668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135206753056918,0,0,0.0461767893333874,0,0,0,0,0,0,0,0,0,0,0,0.0037136381528561,0,0,0,0,0,0,-0.0290504571541717,0.0974090905922724,0.1032799304383,0,0,-0.0345912098324018,0,0,0,0,0,0,-0.0220343442078765,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.0763746878808169,0.115295258297879,0,0.0545162986770672,0,0,0,3.46944695195361e-18,0,0.151517735092466,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0476624645503052,0,0.118591907541668,0,0,0,0,0,0,0,0.112723397347362,0.00770520599930803,0,0,0.00669870991047309,0,0,0,0,0,0,0.0191393011835768,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.083051714943951,0,0,0,0,0,0,-0.0919720508196509,0.0743372838275613,0,0.191554750591073,0,0,0,0,0,0,0,0,0,0,0.0581168443664158,0,0,0,0,0,0,0,0,0,0.0912791500341493,0.0547456017640635,0,0,0.115047279084754,0,0,0,0,0,0,0,0.0566293913205265,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349716958124758,0,0,0,-0.0755172456141263,0.0356949717420328,0,0,0,0,0,0,0,0,0,0,0,0,0.077359702689768,0,0,0,0,0,0,0,-0.0506681202581406,-0.121820465603627,0,0,0.165570341676233,0.0781525674750674,-0.0536213065841441,0,0,0,0,0,0,-0.0438766284850562,0,0,0,0,0,0
X000100.SZ,0,0,0.0342027663209979,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.000372997575076244,0,0,0,0,0,0,0.0743285705621227,0,0,0,0,0.0440642465316926,0,0.0521637184216025,0,0,0,0,0,0,0,0,0,0,0,0.0857276677476528,0,0,0,0.11237851976265,0.129273932714626,0,0,-0.00301600972534652,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127995967263933,0,0,0,0,0,0,0,0,0,0,0,0,0.0259733633471816,0.037035719433214,0,0,0.258707967507673,0,0,0,0,0,0,0.266731938001681,0,0.168008338083601,0,0,0,0.220705200144654,0,0,0,0.0164961303199547,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197232306580312,0,0,0,0,0.106884410042266,0,0.0545176228838395,0.312700701082656,0,0.0846018797409669,0,0,0.228875010576625,0,0,0.0456815704102089,0,0.06969875704055,0,0.0874675666697195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001328410413975,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0.187031025016614,0.0273988432798204,0,0,0,0,0,0,0,0,0,0,0.0941532644241381,0,0,0,0,0,0,0,0,0,0,-0.0129098752934797,0,0,0,0.166017299295008,0,0.0920512461445393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0451096034321853,0.0888987306486222,0,0,0.151868713764277,0,0,0,0.0305566090367843,0,0,0,0,0,0.0390930961558401,0,0,0.0591339039069793,0.302766925289692,0.305772276526549,0,0,0,0,0,0,0,0,0,0,0,0.0300982899620009,0,0,0,0,0,0,0,0,0,0,-0.00818509087139879,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0.0305758052102336,0,0,0,0,0.0942492505969631,0,0,0,0,0.0143024225676193,0,0.333977710199772,0,0,0.046663114205747,0,0,0.114112697493298,0,0.203792511225161,0,0,0.063642397079929,0,0,0,0,0,0,0.0543073266561546,0,0.0193602855972271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119569317728044,0.0768198932860442,0,0.0689125378332434,0,0,0,0.181152666358293,0,0,0.0613466453665249,0,0,0,0,0.116445565976984,0,0,0,0,0,0,0,0,0,0,0,0.149186349194729,0,0,0,0,0,0,0,-0.000454730936912494,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.00949497971371231,0.0833585599500213,0,0,0,0.147908965655372,0,0,0,0,0,0,0,0.0227725723362561,0,0,0,0,0,0,0,0,0,0,0,0,0.076968034733121,0,0,0,0,0,0,0,0,0,0.0921994872425688,0,0,0,0.101614295991061,0.101049753646968,0,0,0,0,0,-0.040704466488786,0,0,0,0,0,0,0
X000559.SZ,0,0,0.0559838096064286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137957240451042,0,0,0.452758878535355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173464219282519,0,0,0,0,0,0,0,0,0,0,0.0194777562565949,0.121356851459605,0,0,-0.00221214239443892,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0.0782689743157077,0,0,0,0,0,0,0,0,0.305908759792165,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103376784198633,0,0,0,0,0.198674464765104,0,0,0,0,0,0.295126303137869,0,0,0,0,0.0656572770721065,0,0,0,0,0,0,0,0,0,0,0
