,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600066.SH,X600741.SH,X002241.SZ,X002236.SZ,X600031.SH,X000568.SZ,X600271.SH,X000100.SZ,X002475.SZ,X600118.SH,X600177.SH,X002456.SZ,X002292.SZ,X000338.SZ,X000157.SZ,X002180.SZ,X000559.SZ,X600372.SH,X002007.SZ,X300003.SZ,X601877.SH,X002506.SZ,X600867.SH,X002085.SZ,X600522.SH,X002074.SZ,X600498.SH,X300124.SZ,X002294.SZ,X600089.SH,X002508.SZ,X002426.SZ,X000050.SZ,X600487.SH,X002249.SZ,X300115.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.187000327046444,0.088367351801528,0,0,0,0.31562008800549,0,0,0,0,0,0,0,0,0,0,0.127831750969721,0,0,0,0,0,-0.00599319339820345,-0.00261016464264758,0,0,0.00747243636937674,0,0,0.0577840477002574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247720764605482,0,0,0,0.0782510208221289,0,0,0,0,0,0,0
X600104.SH,0.0846049982648659,0,0.0188500326186682,0,0,0,0,0,0.424119653897561,0,0,0,0,0,0.0452966123183317,0,0,0,0,0,-0.0349233708383284,0,0.180838225213491,-0.0892721835318834,0,0,0,0.0396684765720231,0,0,0,0,0,0,0,-0.0305619076403441,0,0,0.123619761685822,0,0,0,0,0,0,-0.0640896363314108,0,0,0.0478635091088761,0,0,-0.0585831359413008,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.0264390547065993,0,0,0,0,0,0,0,0,0,0,0.01049186836376,0,0,0.0787156596832971,0,0,0.101793515560365,0,0,0,0,0,0,0,0,0,0.0910564613579806,0,0.026871811136885,0,0,0,0,0,0.109354644788674,0,0.286652496941311,0,0.125180667856017,0,0,0,0,0.0162609949523455,0.017053814540373,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351686105700909,0,0,0,0,0,0,0,0,0.0223565068956495,0,0,0,0,0,0,0,0,0,0,0,0.0215270960142062,0,0,0,0,0,0,0,0,0,0,0,-0.0151324244265256,0,0,-0.0492797691849459,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0482567577331137,0,0,0,0,0,0,0,0.457025463338643,0,0,0,0,0,0,0,0,0,0.00817331084604431,0,0,0.127523285922932,0,0,0,0,0,0,0.072970174052372,0.117629439750384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0284223566358268,0,0,0,0.0852722073345274,0,0,0,0.0477480251430792,0,0,0,0,0,0,0,0,0,0.0699248061006414,0,0,0,0,0.0976998776829107,0,0,0,0,0.104362788694511,0,0,0,0,0,0,-0.0536464101242318,0,0,0,0,0,-0.021005709532879,-0.0314566861030216,0,0,0,0,0,0
X002304.SZ,0.0960564070513956,0,0,0,0.061987428974099,0,0,0,0,0,0,0,0,0,0,0,0,0.303060375531126,0,0,0,0,0,0.00735559152497552,0,0,0,0.0321343696705694,0,0.131522687789872,0,0,0.0302068233920243,0,0,0,0.0909173643144309,0,-0.0519150470884477,0,0,0,0,0,0,0,0,0.0455940914611493,0,0,0,0.0595514592464472,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.123765704350524,0,0,0.0162598116460589,0,0.085023584481542,0.0693814719205886,0,0,0,0,0,0,0,0.0897462240678254,0.0306753595291736,0,0,0.0274686272989973,0,0,0,0,0,0,-0.0252539122688458,0,0,0,0,0,0,-0.00586492704675394,0,0,0.013407759694436,0.00649532224715383,0.0239840230387626,0,-0.06530406319941,0,0,0,0,0,0,0
X000625.SZ,0,0.114095749974844,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0592486854804408,0,0.0931076491459573,0,0.0443132787734196,0,0,0,0,0,0,0,0,0,0,0,0.037415182884767,0,0,0,0,0,0,0.0677396426784389,0,0,0,0,0,0,0.0517384274843243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0583044859236311,0,0.0874290912409743,0,0,0,0,0,0.0589975155887858,0,0.069620587482414,0.0872898449911758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139367167396235,0,0,0,0,0,0,0,0.0329459158954153,0,0,0,0,0,0,0.0124481634598214,0,-0.0301144783286525,0,0,0,0.0544944619988131,0,0,0,0,0,0
