,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X000725.SZ,X600809.SH,X000063.SZ,X000661.SZ,X003816.SZ,X600690.SH,X002241.SZ,X000338.SZ,X600703.SH,X002007.SZ,X000596.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X300142.SZ,X600741.SH,X002371.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X601877.SH,X000157.SZ,X002236.SZ,X300003.SZ,X600584.SH,X002414.SZ,X000800.SZ,X600183.SH,X300136.SZ,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X600118.SH,X002185.SZ,X000050.SZ,X002008.SZ,X600066.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.116856943530346,0,0,0,0,0,0,0.0342693650686487,0,0,0.316738033569897,0,0,0,0,0,0,0.0321025822652984,0,0,0,0,0,0,0,0,0.000360469410497347,0,0,0,0,0.0191909211764074,0,0.00274796222625244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108885772361154,0,0,0.0149219949250867,0,0,0,0,0,0
X000858.SZ,0.035921139082056,0,0,0,0,0,0,0,0.200491037403731,-5.42101086242752e-20,0,0.395170364024524,0,0,0,0,0.00684747965177982,0,0,0,0.0267518906707319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566341948427421,0,0,0.0275504639376417,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.203226220198134,0.164859631423576,0,0.0187716999160255,0,0,0,0,0,0,0,0.0260655916384508,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061055507038237,0,0,0,0,0,0,0,0,0,0,0.0565768526968935,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314877804415553,0,0,0,0,0,0,0.104444876270339,0,0,0,0,0.0362904296642678,0,0,0,0,0,0.15483330012764,0,0,0,0,0,0,0,0,0,0,0.055522421446034,0,0.0146283423163949,0,0.0696791314452743,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.126194375698561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510341372254828,0,0,0,0.0602889103369964,0,0,0,0,0.237277979383809,0,0,0,0,0,0.0199884681250652,0,0,0,0,0,0,0,0,0,0,0,0,-0.00614773449900389,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664398577182211,0,0,0,0.016438182544909,0,0,0,0,0,0,0,0.0758349432069187,0.0397597312968372,0,0,0,0,0,0,0,0,0,0,0.046802657220111,0,0,0,0.0103308776925641,0,0.109233691508192,0,0,0,0,0,-0.0262669121602681,-0.0080800783384219,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0100351074620304,0,0,0,0,0,0.212276306363841,0.0583891425404702,0,0,0,0,0,0,0.194284382667695,0,-0.0446475029522489,0,0,0,0,0,0,0,0,0.09072601111932,0.0201908299212521,0,0,0.0836447065761498,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0360817347569037,0.0233696044952049,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0439722487017101,0,0,0,0,0,0,0,0.394886819015556,0,0,0,0,0,0,0,0.0563380367329348,0,0,0,0,0,0.320110692106564,0,0,0,0,0,0,0.00256439010528725,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.019051756896596,0.0303922990348625,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0.428140956065121,0,0.228215998614171,0,0,0,0,0.0596257087970354,0,0,0.059152370833713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657073882607526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098322653327944,0,0,0,0,0,0
X002304.SZ,0,0.217137988548965,0,0,0,0,0,0,0.247513565237552,0,0,0.0680401302793538,0,0,0,0,0,0,0,0,0.0936424865543088,0,0,0,0,0,0,0,0.184003939614025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312243348636848,0,0,0,0,0,0
