,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X002236.SZ,X300003.SZ,X600031.SH,X002008.SZ,X600809.SH,X300124.SZ,X601877.SH,X600867.SH,X600066.SH,X000625.SZ,X600271.SH,X002456.SZ,X600487.SH,X002294.SZ,X000596.SZ,X000100.SZ,X600566.SH,X000981.SZ,X002241.SZ,X000661.SZ,X002508.SZ,X300142.SZ,X002180.SZ,X300136.SZ,X000157.SZ,X002007.SZ,X000050.SZ,X002179.SZ,X000869.SZ,X600522.SH,X002038.SZ,X600177.SH,X600498.SH,X002049.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.257435686736265,0,0,0.0721533058006825,0,0,0,0.0715216113815925,0,0,0,0,0,0,0,0,0.044974113755888,0,0,0,0,0,0,0,0.0131051907288726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290331226278205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0156380803305155,0,0,0.264230721554373,0,0,0,0,0,0.0398574700826486,0,0,0,0,0.150287989016349,0,0,0.0366737230083693,0,0,0,0,0,0,0.0772230696518364,0,0,0,0,0,0,0,0,0,0,0.00917972943012274,0,0,0,-0.0383034144260849,-0.023032979608529,0,-0.084290052699217,0,0,-0.00553250379792608,0,0,-0.0327367760461819,-0.0719471715337035,0,0,0,0,0,0
X002415.SZ,0.115191783901797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133721351745489,0,0,0.0583709953270236,0,-1.73472347597681e-18,0,0,0,0,0,0,0.222701697039495,0,0,0,0.131927689648424,0,0.201464479201842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X000858.SZ,0.280914374886339,0,0,0,0.117149686566126,0,0.035310106433207,0,0,0,0.362578588689643,0.0450290431506357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00300483121804041,0.0743875327295491,0,0,0,0,0,0,-0.0593914608853862,0,0,0,0,0,0,0,0,-0.00916216990768059,0,0,0,0,0,0.000493034007246373,-0.0124147086808879,0,0,0,0,0,0
X000651.SZ,0,0,0,0.224503512717823,0,0,0,0,0,0.64883250469323,0,0.0463696511273876,0,0,0,0,0,0,0,0,0,0,0,0.0130239765008254,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0151136570975422,0,0,-0.0228660540172514,0.160540095229694,0,0,0,0,0,0,0,-0.0831433256109897,0,0.0270845497869903,0.0613750626803827,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0766955245894488,0,0,0,0,0,0.383827590120371,0,0,0.0759184656391056,0.0576443545143663,0,0,0,0,-0.073852344726085,0,0,0.0798722897113256,0,0,0.075411516144619,0,0,0.192014423157104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312454521400872,0.0327607010074089,0,0,0,0,0,0
X002304.SZ,0,0,0.126502804130535,0,0,0,0,0,0,0.0248627008431854,0,0,0,0,0,0,0,0,0.0317258738502877,0.199304130830777,0.0337971222242885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00786105036268215,-0.0364720198703642,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0669574942353315,0,0,0,0,0,0,0,0,0,0,0.0445728357045809,0,0,0,0,0,0,0,0.115787467832899,0,0,0,0.0918640865247644,0,0,0,0,0,0.135500744559069,0,0,0,-0.117283992986669,0.0702803698235578,0,0,0,0,0,0.0080088747303713,0,0,0,0,0,0,-0.00583924918663052,0.0245251540817412,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691144182186361,0,0,0,0,0,0,0.0587238691625653,0,0,0,0.0235493871233317,0,0,0,0,0,0.0311522235298574,0,0,0,0.122199040622756,0,0,0,0,0,0,0.0341700147372347,0,0,0.0382503423042102,-0.00919087969478432,0,0,0,0,0,0
X600690.SH,0,0,0,0.343386863105563,0,0,0.0772892720312463,0,0,0,-4.33680868994202e-19,0,0.0563667434276592,0,0,0,0,0,0,0.0501715811054537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00754766632437689,0,0,0,0,0,0
