,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X600741.SH,X000100.SZ,X600066.SH,X600031.SH,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X600372.SH,X000568.SZ,X600177.SH,X000338.SZ,X002074.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X600089.SH,X002294.SZ,X002456.SZ,X002465.SZ,X600867.SH,X002426.SZ,X000050.SZ,X600498.SH,X601877.SH,X002049.SZ,X300001.SZ,X002007.SZ,X000869.SZ,X000977.SZ,X600699.SH,X002180.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0388764460388714,0,0,0.415699611754293,0,0,0,0,-0.0346334296127082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145816057971999,0,0,0,0.0355882364348626,0,0,0,0,0,0,0,0,0,0,0,0.0714887964790351,0,0,0,0,0,0
X600104.SH,0,0,0.0592877706791906,0,0,0,0,0,0,0,0,0,0,0.113367877401184,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.182417987749026,0,0,0,0.0229401242725789,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.100209557407004,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122151700497479,0,0,0,0,0,0,0,0,0.108028769921148,0,0.0326018568397941,0,0,0,0.193835918249167,0,0,0,0.0836609828173103,0,0,0,0,0,0,0.0460545895577248,0,0,0.0943614560438907,0,0.0188425394502533,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0300195689548454,0.100397315063931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131420433328322,0,0,0,0,0,0,0,0.0312240234665937,0,0,0,0,0.106355126065502,0,0,0.0587745805238279,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0924783297116242,0,0,0,0,0,0,0,0,0.0746463442778541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374862623012313,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.212228311817858,0,0.00444573263208386,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0472075943381085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703551542129729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208958419828749,0.270518122539024,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0318454834468389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105727549433117,0,0.0518845177068068,0,0,0,0,0,0,0,0,0,0,0.06651517838242,0.0185088453074661,0,0,0,0,0,0,0,0,0,0.0126807149233469,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161191597421825,0,0,0,0,0,0,0,0,0,0,0,0,0.0422908394408407,0,0,0,0.0182327359246483,0.114632975446919,0,0,0,0,0,0,0,0,0.282255513329094,0,0.0164808532428071,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279131733865833,0,0,0,0.0246218699808396,0,0,0,0.0149508589109573,0,0,0,0.105443302968861,0,0,0,0.0838593995222355,0.105911667901277,0,0,0,0.0252049961930772,0,0,0.00215560765424067,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425624814520737,0,0,0,0.0305968036105637,0,0,0,0.0732984055947545,0,0,0,0,0,0,0,0.0413463808665554,0.0637366993810248,0,0,0,0,0.0427062019536681,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105595861863704,0.169242901416644,0,0,0,0,0,0,0,0,0.0658250958392772,0.223327221348738,0,0,0,0.498397780802268,0,0,0,0,0,0,0,0.053916644868036,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.229768349112532,-0.10168879210382,0,0,0,0,0,0,0,0.174717193617695,0,0,0,0.34132594915699,0.157424835122783,0,0,0,-0.0160694019961487,0,0.0993255213822188,0,0,0,0,0.0107727851190184,0,0,0,0,0,0,0,0,0,0,0,-0.0941625005154819,0,0.0642555345994547,0,0,0,0,-0.151773005316154,0,0,0.0551044380718488,-0.292788774670202,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0237588313830402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812620705744923,0,0.106511618587355,0,0,0,0,0,0,0,0.146001896091309,0.0518217954921978,0,0,0.0933685032718627,0,0,0,0,0,0.277610800726336,0,0.00953956180760573,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191878512927881,0,0,0,0,0.252426873370867,0,0,0,0.0432954646139733,0,0,0,0.0858371890364733,0,0,0,0.137731574238842,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.118976129980464,0,0,0,0,0,0.0944950995370789,0,0,0,0,0,0,0,0,0,0,0.0440385064185596,0,0.0213046831767577,0,0,0,0,0,0,0,0,0,0,0,0,0.0739913584967913,0,0,0,0,0,0.0119452861839686,0,0,0,0,0.108512869377636,0,0,0.206344556975008,0,0.0110982947454311,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.30593528705384,0,0,0,0,0.0230389754162762,0,0,0,0,0,0,0,0,0.0254313260719365,0,0,0,0,0,0,0,0,0,0,0,0.0344586326862417,0.124169978120136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0208710860431209,0,0,0,0,0,0,0,0,0,0.0718447722847386,0,0.0115544307177951,0,0.0261049554838327,0,0,0.225887503439313,0,0,0,0,0,0.0632536966099482,0,0,0,0,0,0,0.0307515208928515,0,0,0,0,0,0,0,0,0.222557331192739,0,0.0147370386079743,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0886945033056399,0,0.124091399009132,0,0,0.249411384028606,0,0,0.0659818851868658,0,0,0,0,0,0,0.237185111203629,0,0,0,0,0,0,0,0.157232074598956,0,0,0,0,0,0,0,0.0057634599851158,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244275542582058,0,0,0.133007220489218,0,0.0573632179665675,0,0,0,0,0,0,0,0,0,0,0,0,0.0914833170567773,0,0,0.328125800040645,-1.38777878078145e-17,0.156151797155678,0.144035600015646,0,-3.46944695195361e-18,0,0,0,0,0,1.38777878078145e-17,0,0,-0.0830940089478555,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0.082603602541164,0,0,0,0,0,0,0.160674980002039,0,0,0,0.118794907555432,0,0,0,0,0,0,0,0,0.0165928527226991,0,0,0,0,0,0,0,0.0455600966166245,0.106038292201173,0,0,0.027989269119919,0,0,0.275149317337237,0,0,0,0,0.0419446587383835,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.212481997597467,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0150933207107602,0,0.384493501585448,0,0,0.162168655350007,0.0576407487872656,0,0,0.0695982246158426,0,0,0,0,0,0,0,0,0,0,0,-0.0299990331138009,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0.0554519848589919,0,0,0,0,0,0,0.0657659146823377,0.0141771671201789,0,0,0,0,0,0,0,0,0,0.0857127192449011,0,0,0,0,0,0,0,0,0,0,0,0.19914838706415,0,0.202671333130511,0,0,0,0,0,0.277435843621895,0,-0.00494089461526282,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0340331930345457,0,0,0,0,0,0,0.121908028563953,0,0,0,0.208636263544519,0,0,0,0,0,0,0,0,0,0.0394179930032341,0,0,0,0,0,0,0,0,0,0,0,0.229783207552381,0,0,0,0,0,0,-0.021339817458131,0,0,0,0,0,0,0
