,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000725.SZ,X600104.SH,X002129.SZ,X000596.SZ,X000063.SZ,X600031.SH,X002371.SZ,X003816.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X002236.SZ,X000661.SZ,X600702.SH,X002180.SZ,X600584.SH,X600522.SH,X601877.SH,X000157.SZ,X300142.SZ,X000977.SZ,X600741.SH,X600460.SH,X002074.SZ,X000733.SZ,X600183.SH,X000066.SZ,X300003.SZ,X002463.SZ,X000799.SZ,X002414.SZ,X002007.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0581672434576538,0.0299623165776663,0.177797230928691,0.132038667060968,0,0,0.0271707393115701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346229940929731,0,0,0.0667914780118506,0,0,0,0,-0.0144098386945304,0.0293407784437717,0,0,0,0,0,0
X000858.SZ,0,0,0.0449196693397357,-3.46944695195361e-18,0.105844069343395,0,0.464996838107659,0,0,0.0309423723703536,0,0,0,0,0,0.0791363420062012,0,0,0,0,0.0610457752057946,0,0,0,0,0,0,0,0.00943435635472302,0,0,0,0,-0.0145936959753766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133987695995951,0,0,-0.0109700576803795,0,0,0,0,0,0,0
X002415.SZ,0,0.116607100695976,0,0,0,0,0,0.00514382703206902,0,0,0,0,0,0,0,0,0,0.139698180627755,0,0.200014905299373,0,0,-0.0803707794464491,-1.73472347597681e-18,0,0,0,0,0.145922760984177,0,0,0,-0.0110307745306009,-0.0360430002753129,0,0,0,0.057490466157687,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0301238508639075,0,0,0,0,0,0
X000568.SZ,0,0.376866092979831,0.025846827808209,0,0,0,0.325817026702655,0,0.155328322671526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724793347906054,0,0,0,0.0301179462631562,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190311532351282,0,0,0,0,0,0,0
X600809.SH,0,0.101229634939633,0,0,0,0.0513251718378943,5.42101086242752e-20,0.00628820748279372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148350988939441,0,0,0,0,0,0.111574957038629,0,0,0,0,0,0,-0.0169197808980026,0,-0.0332018235665454,0,0,0.283700624136386,0,0,0,0,0,0.0042213207751903,0,0,0,0,0,0
X600276.SH,0,0.117237806035133,0,0,0,0,0,-0.0435693172630187,0,0,0,0,0,0,0,0,0,0.0236654904481132,0,0,0,0.0633379405870021,0.150959016149116,0,0,0,0,0,0,0.0557291445831711,0.0679556952191079,0,0,0,0,0,0.0495787406622319,0,0,0,0,0,0,0,0.197274184434525,0.0369521547932356,0,0,0,0,0,-0.0163934603816622,0,0,0,0,0,0,0
X002304.SZ,0,0.342061593171283,0,0.486511740526308,0,0.0158883228831199,0,0,0,0,0,0,0,0,0,-0.014484579698497,0,-0.0287272078023754,0,0,0,0,0,0,0,0,0,0,-0.0890033084296262,0.00489682952162345,0,0,0.140094857469248,0,0,0,0,0.0369214654979506,0,-0.0175980698159619,0,0,0.00384452369472046,-0.0697256282427283,0,0,0,0,0,0,-0.0611426873086174,0,0.00963426745650126,0,0,0,0,0,0
X002475.SZ,0,0,0.167454872931685,0,0,0,0,0,0,0,0,0,0,0.00835137760361895,0,0,0,0.0443158770324637,0,0.22166546667277,0,0,0,0,0,0,0,0.0519676864812262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179493777050395,0,0,0.0277008577212963,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.0604081512169829,0,0,0.0351511216402385,0,0.023749025815392,0,0,0.225345312372628,0.0858703565199657,0,0,-0.0249959724304446,0,0,0.0991464545769952,0,0,0,0,0,0,0,0,0,0,0,-0.13278504632411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137008813232504,0,0,0,0,0,0,0
X000651.SZ,0,0.0987579055609177,0,0.0124763674044876,0,0,0,0,0.139488243060466,0,0,0,0,0,0,0,0,0,0,0,0.0335659167738649,0,0,0.0400179884330778,0,0,0,0,0,0,0,0,0.0441494200326691,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.00692197120034392,0,0,0,0,0.00965093096092633,0,0,0,0,0,0,0
