,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X300124.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X000661.SZ,X002236.SZ,X600372.SH,X002241.SZ,X002049.SZ,X000157.SZ,X600741.SH,X600584.SH,X000977.SZ,X601877.SH,X000800.SZ,X600522.SH,X002007.SZ,X601799.SH,X600183.SH,X300142.SZ,X002074.SZ,X002463.SZ,X002180.SZ,X600418.SH,X002028.SZ,X002294.SZ,X000066.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.361278306693117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101719867201614,0,0.0421160527132395,0,0,0,0,0,0,0,0,0,0,0,0.0398079797372097,0,0,0,0,0,-0.0147074826660653,0,0,0,0,0,0
X000858.SZ,0.335210886827671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036872054516309,0,0,0,0,0,0,0,0,0.0253819461420098,0,0,0,0,0,0,0.0896839995164145,0,0,0,0,0,0.0775663358652117,0,0,0,0,-0.00262267838404989,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101182135947234,0,0,0.0332579965491463,0,0,0,0,0,0.0111526279524594,0,0,0.0933163325055909,0,0,0,0,0.103071779206792,0,0,0,0,-0.0287197734179784,0,0,0,0,0,0.0235449533809866,0,0,0,0,0.056582211922795,0.00156532738304686,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0122694196138522,0,0.0565142416843813,0,0.0113213884043598,0,0,0,0,0,0,0,0,0,0,-0.0569652810430459,0,0,0,0,0,0,0.220810589914157,0.0664373353091384,0,0,0,0,0,0,-0.0517196583102703,0,0.00971169682997532,0,0,0,0,0.0575132802221023,0,0,0,0,0,0.196172331891104,-0.0275805402691703,0,0,0.00392155193852876,0,0,0,0,0,0,0
X000568.SZ,0.274643178333633,0.123537056734366,0,0,0,0.24737163581177,0,0,0,0,0.058044731005785,0,0,0,0,0.20480218893059,0.0155718093023741,-0.00907649861885022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005729756510862,0,0,0,0,0,0
X600809.SH,0.13562126515553,0,0,0,0.49185520752014,0,0.0304345927875042,0,0,0,0,0,0,0,0,0.0878482103218154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672098050538512,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0713323200538857,0,0,0.0140618881685729,-0.0261110615532343,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152447267309961,0,0.197538362651989,0,0,0,0,0,0,0.073623600220372,0.0158840341198033,0,0,0.0838863480929974,0,0,0.0849842516413904,0,0.0692900670320177,0,0.0918880704953209,0.0817412182704832,0,0,-0.0132120509195502,0,0,0,0,-0.0541966796793477,0,0
X600690.SH,0.211179010398461,0,0,0,0,0,0,0,0,0.0824280533294455,0,0,0,0,0,0.0163268674956626,0,-0.00625815087771345,0,0,0,0,0,0,0,0,0.0170742261733312,0,0,0,-0.00393023352941072,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343615719668568,0,0,0,0,0,-0.0145666440187189,0,0.00848229699163704,0.0080327073046038,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639548402884587,0,0,0,0,0,0,0,0,0,0,0,0,-0.0885207945598125,0.0311294184360246,0,0,0,0,0,0,0,0,0,0,0.451655033031878,0,0,0,0,0,0,0,0,0,0,0.0429069809200472,0,0
X000651.SZ,0.0136559281066857,0,0,0,0,0,0,0.0728689226864987,0.0157286602572443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100493342467531,0,0,0,0.0111060661121159,0,0.0257029249300532,0.078764586107058,0,0.0742315810399875,0,0.102946478118394,0,0,0,0,0,0,0,0,0,0.0115075279852728,-0.0410357265041569,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0834418199772058,0,0,0,-0.0140987842519399,0,0,0,0,0,0,0,0,-0.0719850469626363,0,0.0671112815871487,0,0,0,0,0,0,0,0.167001396948955,0,0,0,0.198399136647754,0,0,-0.039429150710353,0,-0.167093028544884,0,0,0,-0.0296219218802197,0.0959841170284165,0,0,0,0,0,0,0,0,0,0.0148649504021709,-0.0152268914803621,0,0,0,0,0,0
X002304.SZ,0,0.0869867982573978,0,0,0,0.226312400242655,0,0,0.0292000132669014,0,0,0,0,0,0,0,0,0,0,0,0.168722875677675,0,0,0,0,0.00146603131180677,0,0,0,0,0,0,0,0,0.0412546290882889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203769736535417,0,0,0,0,0,0
X600104.SH,0.164973695717877,0,0,0,0,0,0,0,0.0179557604186335,0,0,0,0,0,0,0,0.048967875164224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238118236282311,0,-0.131021656689904,0,0,0,0,0,0,0,0,0,0,0,0.068788737804042,0,0,0,0,-0.0479464249206564,-0.00266293333774811,0.0246878815897367,0,0,0,-0.0128594034541894,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0740009482083575,0.0908826058153289,0,0,0,0,0,0,0.118214544584193,0,0.0733005674545302,0,0,0,0,0,0,0,0,0,0,-0.0462007057418652,0,0.00127082943063376,0,0,0,0,0,0,0,0,0,0,0,0,-0.0750822504338911,0,-0.0154389074341571,-0.0911178618297458,0,0,-0.0284227709221219,0.00313518336316733,-0.00953240344872369,0,0,0,0.00508059384355935,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359376578282546,0,0,0,0,0,0,0,0,0,0,0.129473478964084,0,0,0,0,0,0,0,0,0,0,0,0.0932646745009255,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.325839501184332,0.0373764640798152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110655881071259,0,0.0341576371315273,0.119593080709533,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111720459962568,0,0,0,-0.0558083866578794,0,0,0,0,0,0,0.018138453221695,0.0169695345049015,-0.0306543053540769,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0314752118633564,0,0.00801084910621866,0,0,0,0,0,0,0,0,0,0,0.0256229605911043,0,0,0,0.0533306983891721,0,0,0,0,0,0.00921155458890305,-0.147425830769766,0,0,0,0,0,0.0725936302230698,0.0255875331611397,0,0,0,0.0226266902839492,0,0,0,0.0554221081138903,0,0,0,0,-0.0114266398607784,-0.00943564960428395,0.016500401279644,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215077217694897,0,0,0,0,0,0,0,0,0.0779586677168338,0.0407824623675959,0,0,0.0964865743523368,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,-0.00829739403678025,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147454546766744,0.17976873157613,0,0,0,0,0,0,0.365129274608431,0,0.140979702153398,0,0,0.0406746418448103,0,0,0,0,0,0,0,0,0,0,-0.028529291743076,0.00936497651352852,0,0,0,0,0.0881010822136668,0,0
X600031.SH,0,0,0,0,0,0,0,0,-0.0438142429976602,0,0,0,0,0,0,0,0,0,0,0,0.0365397885412122,0,0,0,0,0,0,0,0,0,0,0.443461243581104,0,0,0.0137514898145103,0,0,0.0737346587856112,0,0,0,0,0,0,0,0.0689367361625666,0,0,0,0,0,0,-0.0129343197006321,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.0437873125353104,0,0,0,0,0,0,0,0,0,0,0,0.035262326502933,0,0,0,0,0,0,0,0.323218449549296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390582564060404,0,0.0174581479263307,0.0276775946393026,0,0,0.00971425260546588,0,0,0.00553307249051295,0,0,0,0,0,0,0
X002179.SZ,0,0,0,-0.0444534015225121,0,0,0,0,0,0,0,0,0,0,0.200187743150532,0,-0.0969644895299413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283591630080508,0,0,0,0,0,0,0,0,0,0,0,0,-0.125035299122208,0,0.0354658558587691,0,0,-0.0440254296850197,0.191883362624808,0,-0.0110398702318847,0,0,0,0,0,0,0
X000100.SZ,0,0.0523058653935302,0,0,0,0,0,0,0.00335754931756101,0,0,0,0,0,0.59940773791921,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0455939820592172,0,0,0,0,0,0,0,0.0455444607089147,0,-0.0629275243035224,0,0,0,0.11289494326468,-0.0033587359142192,0.0365701578754187,0,0,0,0,0.0135229399286886,0,0,0,0,0,0.0876708036060391,0,0
